variant,window_date,asset_id,target_winsorize_quantile,lower,upper,n_train,n_low_clipped,n_high_clipped,mean_before,mean_after,std_before,std_after,run_label
positive_beta_prior,2025-07-31,MGK,0.01,-0.1200539466646128,0.1217468560772535,52,1,1,0.0110797528866735,0.0111096781647548,0.0601572775450001,0.0591635857946335,winsor_01
positive_beta_prior,2025-07-31,VTV,0.01,-0.0802946294768701,0.0912856304328928,52,1,1,0.005705571681402,0.0052750656617184,0.0415321924586911,0.0404673782416969,winsor_01
positive_beta_prior,2025-07-31,IJR,0.01,-0.093251862296304,0.1212190636452018,52,1,1,0.0004177889950951,0.0005311855574892,0.058633482662584,0.0583213322606321,winsor_01
positive_beta_prior,2025-07-31,IWM,0.01,-0.0992733790142949,0.1122431170973849,52,1,1,-0.0002277168258351,-0.0003023716993883,0.0600420465329747,0.059877944186033,winsor_01
positive_beta_prior,2025-07-31,VNQ,0.01,-0.1086385971369797,0.1075332845721414,52,1,1,0.0012715949481496,0.0015456188105417,0.0575592298943562,0.0563144888274368,winsor_01
positive_beta_prior,2025-07-31,VNQI,0.01,-0.0985679959565884,0.1078279390489285,52,1,1,-0.0026892928033344,-0.002616781141581,0.0484582288978161,0.0464306966932583,winsor_01
positive_beta_prior,2025-07-31,VEA,0.01,-0.0968452000095758,0.1033870295020003,52,1,1,0.0033324708088456,0.0030651462312922,0.0455446821136171,0.0445003452476461,winsor_01
positive_beta_prior,2025-07-31,VWO,0.01,-0.0862617209082981,0.1084281039408967,52,1,1,-0.0002767387030788,-0.0005369133327178,0.0418591585398733,0.0392564776348176,winsor_01
positive_beta_prior,2025-07-31,VSS,0.01,-0.1077515448385878,0.0987261341206686,52,1,1,0.0013095035607464,0.0011585784499221,0.046304326076362,0.0457225716801068,winsor_01
positive_beta_prior,2025-07-31,BND,0.01,-0.0423094372404054,0.0367080933180991,52,1,1,-0.0030145212979097,-0.0030499061246095,0.0190363770533217,0.0187799611338067,winsor_01
positive_beta_prior,2025-07-31,IEF,0.01,-0.0463094812903858,0.0369109193844743,52,1,1,-0.0038595509660083,-0.003864589268715,0.0226620222947243,0.0223810120091546,winsor_01
positive_beta_prior,2025-07-31,BNDX,0.01,-0.0348631543532192,0.0299623641105444,52,1,1,-0.0027281894422676,-0.002668712813271,0.0156087633744694,0.0154440863249194,winsor_01
positive_beta_prior,2025-07-31,LQD,0.01,-0.0648825205981029,0.0666539367127038,52,1,1,-0.0027910638908148,-0.0028196615808056,0.0294041176026752,0.029090508766258,winsor_01
positive_beta_prior,2025-07-31,HYG,0.01,-0.058243089686349,0.0543705555613732,52,1,1,0.0002873582985856,0.0003394787637137,0.0231514069524607,0.0218322037204103,winsor_01
positive_beta_prior,2025-07-31,EWX,0.01,-0.0799421425475133,0.0890207191255698,52,1,1,0.0024205838640894,0.0023783381109853,0.0365939673693712,0.0352878753770883,winsor_01
positive_beta_prior,2025-07-31,VWOB,0.01,-0.0655673102103663,0.0740876477995192,52,1,1,-0.0011837662757825,-0.001505749550543,0.0299188090352432,0.028970076374686,winsor_01
positive_beta_prior,2025-07-31,HYEM,0.01,-0.0599121067926961,0.070158468436501,52,1,1,-0.0006792422151125,-0.0012619438019551,0.0259004270291145,0.0237485990847791,winsor_01
positive_beta_prior,2025-08-29,SPY,0.01,-0.0914661123815771,0.0881684772242634,53,1,1,0.0084842618066048,0.0085112463886881,0.0456241728031948,0.0454107261383533,winsor_01
positive_beta_prior,2025-08-29,MGK,0.01,-0.1198062510598286,0.121529672520709,53,1,1,0.0109746001819548,0.0110045365311711,0.0595809522780342,0.0585784657970063,winsor_01
positive_beta_prior,2025-08-29,VTV,0.01,-0.0802890473937289,0.0908411010355642,53,1,1,0.0061897037994854,0.0057590385100942,0.0412816395166506,0.0402179317858728,winsor_01
positive_beta_prior,2025-08-29,IJR,0.01,-0.0931043664342712,0.1211871878075709,53,1,1,0.0016684371809183,0.0017818756954257,0.0587764452599458,0.0584627795371313,winsor_01
positive_beta_prior,2025-08-29,IWM,0.01,-0.0992681493673938,0.1121617687558805,53,1,1,0.0010644498459761,0.0009897673531578,0.0602014396645823,0.0600394665586412,winsor_01
positive_beta_prior,2025-08-29,VNQ,0.01,-0.1081993574097975,0.1073734417242609,53,1,1,0.0018369329016156,0.0021110581416853,0.0571514770561008,0.0558967850702311,winsor_01
positive_beta_prior,2025-08-29,VNQI,0.01,-0.0981070953688749,0.1074409719202576,53,1,1,-0.0019214031342625,-0.0018488646461451,0.0483145314313622,0.0462833903294536,winsor_01
positive_beta_prior,2025-08-29,VEA,0.01,-0.0967635845395336,0.103032847796021,53,1,1,0.0040378080326814,0.0037703845559131,0.0453959785498885,0.0443539638348678,winsor_01
positive_beta_prior,2025-08-29,VWO,0.01,-0.0859291295226492,0.1078302364622822,53,1,1,0.0003170998798178,5.6828996153846374e-05,0.0416795315990701,0.0390749067346387,winsor_01
positive_beta_prior,2025-08-29,VSS,0.01,-0.1077000943975824,0.0985207992529403,53,1,1,0.0021471500143956,0.0019961690674223,0.0462606272698465,0.0456816285338888,winsor_01
positive_beta_prior,2025-08-29,BND,0.01,-0.0422686666204979,0.0366312440513605,53,1,1,-0.0028052261627249,-0.0028406240803705,0.0189139200322462,0.0186564286402499,winsor_01
positive_beta_prior,2025-08-29,IEF,0.01,-0.046239205651588,0.0368355066527206,53,1,1,-0.0035414123408997,-0.0035464525075734,0.0225622518141414,0.0222802950012649,winsor_01
positive_beta_prior,2025-08-29,BNDX,0.01,-0.0347950078275527,0.0299548604222863,53,1,1,-0.0027157202032779,-0.002656221570349,0.015458217074438,0.0152920230849841,winsor_01
positive_beta_prior,2025-08-29,LQD,0.01,-0.0648300140443929,0.0665722717299835,53,1,1,-0.0026067693220147,-0.002635377591987,0.0291509054024728,0.0288348925323294,winsor_01
positive_beta_prior,2025-08-29,HYG,0.01,-0.0579797988736841,0.0541604071837406,53,1,1,0.0004251869843848,0.0004773267319639,0.0229496626720268,0.0216204377022032,winsor_01
positive_beta_prior,2025-08-29,EWX,0.01,-0.0797065035200718,0.0887420059969239,53,1,1,0.0034956840409672,0.0034534226586537,0.0370759451757445,0.0357906026144698,winsor_01
positive_beta_prior,2025-08-29,VWOB,0.01,-0.0655646121693487,0.0737566530861966,53,1,1,-0.0009038003122907,-0.0012259027077596,0.02969975061766,0.0287488908878252,winsor_01
positive_beta_prior,2025-08-29,HYEM,0.01,-0.059898712489837,0.0695509470254883,53,1,1,-0.0003736554327306,-0.000956572595447,0.0257464719236562,0.0235961205093132,winsor_01
positive_beta_prior,2025-09-30,SPY,0.01,-0.0914006576557224,0.0881305260147629,54,1,1,0.0089213877720895,0.0089483819640667,0.0453057237207657,0.0450905664817813,winsor_01
positive_beta_prior,2025-09-30,MGK,0.01,-0.1195585554550444,0.1213124889641645,54,1,1,0.0116117561919978,0.0116417032023072,0.0592016307233633,0.0581932083725743,winsor_01
positive_beta_prior,2025-09-30,VTV,0.01,-0.0802834653105876,0.090396571638236,54,1,1,0.0064367417626599,0.0060059231024392,0.0409306124808444,0.039862736453126,winsor_01
positive_beta_prior,2025-09-30,IJR,0.01,-0.0929568705722385,0.12115531196994,54,1,1,0.0017677412340485,0.0018812201468874,0.0582238831127856,0.0579072227092314,winsor_01
positive_beta_prior,2025-09-30,IWM,0.01,-0.0992629197204926,0.1120804204143762,54,1,1,0.0015683093413945,0.0014936002522469,0.0597456372556108,0.0595831245166649,winsor_01
positive_beta_prior,2025-09-30,VNQ,0.01,-0.1077601176826153,0.1072135988763805,54,1,1,0.0017504056196081,0.0020246284826264,0.0566133154638254,0.0553488350753993,winsor_01
positive_beta_prior,2025-09-30,VNQI,0.01,-0.0976461947811615,0.107054004791587,54,1,1,-0.0016981934999202,-0.0016256291790078,0.0478846643781877,0.0458380684720458,winsor_01
positive_beta_prior,2025-09-30,VEA,0.01,-0.0966819690694913,0.102678666090042,54,1,1,0.0043704609975409,0.0041029422844917,0.0450320716621648,0.043984999002953,winsor_01
positive_beta_prior,2025-09-30,VWO,0.01,-0.0855965381370003,0.1072323689836682,54,1,1,0.0012978096333496,0.0010374460606245,0.0419087467888638,0.0393318750517063,winsor_01
positive_beta_prior,2025-09-30,VSS,0.01,-0.1076486439565771,0.0983154643852122,54,1,1,0.0024440952610871,0.0022930605459703,0.0458740552573956,0.0452916182935314,winsor_01
positive_beta_prior,2025-09-30,BND,0.01,-0.0422278960005905,0.0365543947846219,54,1,1,-0.0026124407605322,-0.0026478512842739,0.0187881240028783,0.0185294641218082,winsor_01
positive_beta_prior,2025-09-30,IEF,0.01,-0.0461689300127902,0.036760093920967,54,1,1,-0.0034188125468173,-0.0034238545084221,0.0223665386238734,0.0220823520889705,winsor_01
positive_beta_prior,2025-09-30,BNDX,0.01,-0.0347268613018863,0.0299473567340281,54,1,1,-0.0026314236216134,-0.0025719037997126,0.0153242155336272,0.0151563700018787,winsor_01
positive_beta_prior,2025-09-30,LQD,0.01,-0.0647775074906828,0.0664906067472632,54,1,1,-0.0022751904249042,-0.0023038088830069,0.0289772116729028,0.0286597854205726,winsor_01
positive_beta_prior,2025-09-30,HYG,0.01,-0.0577165080610191,0.0539502588061082,54,1,1,0.0005176748248631,0.0005698331407284,0.0227422831288312,0.0214026027607563,winsor_01
positive_beta_prior,2025-09-30,EWX,0.01,-0.0794708644926303,0.0884632928682783,54,1,1,0.0036039123621632,0.0035616359294999,0.0367331171895964,0.035437352512329,winsor_01
positive_beta_prior,2025-09-30,VWOB,0.01,-0.0655619141283311,0.0734256583728742,54,1,1,-0.0006775470258987,-0.000999764130198,0.0294651751798264,0.0285110184390163,winsor_01
positive_beta_prior,2025-09-30,HYEM,0.01,-0.0598853181869778,0.068943425614476,54,1,1,-0.0004280423794682,-0.0010111671337667,0.0255055554743867,0.0233395364017595,winsor_01
positive_beta_prior,2025-10-31,SPY,0.01,-0.0913352029298677,0.0880925748052624,55,1,1,0.0091279763388574,0.0091549797912778,0.0449104071172045,0.0446932837432576,winsor_01
positive_beta_prior,2025-10-31,MGK,0.01,-0.1193108598502602,0.1210953054076201,55,1,1,0.012161472746034,0.0121914300297602,0.0587924240012392,0.0577775087371396,winsor_01
positive_beta_prior,2025-10-31,VTV,0.01,-0.0802778832274464,0.0899520422409077,55,1,1,0.0061856784722134,0.0057547120182842,0.0405925792253952,0.0395152802495608,winsor_01
positive_beta_prior,2025-10-31,IJR,0.01,-0.0928093747102058,0.1211234361323091,55,1,1,0.0015154442894092,0.0016289621315492,0.0577125927530575,0.0573938180225066,winsor_01
positive_beta_prior,2025-10-31,IWM,0.01,-0.0992576900735914,0.1119990720728718,55,1,1,0.0017964392268389,0.0017217045085012,0.0592140265077,0.0590504010502311,winsor_01
positive_beta_prior,2025-10-31,VNQ,0.01,-0.1073208779554331,0.1070537560285,55,1,1,0.0012115245035108,0.0014858414395525,0.0562288715281687,0.0549602731809349,winsor_01
positive_beta_prior,2025-10-31,VNQI,0.01,-0.0971852941934481,0.1066670376629164,55,1,1,-0.001958140956352,-0.0018855517420191,0.0474783709505419,0.0454178792487359,winsor_01
positive_beta_prior,2025-10-31,VEA,0.01,-0.096600353599449,0.1023244843840629,55,1,1,0.0045484174818869,0.0042808069956944,0.0446326760841844,0.0435786360978507,winsor_01
positive_beta_prior,2025-10-31,VWO,0.01,-0.0852639467513514,0.1066345015050541,55,1,1,0.0014752964454353,0.0012148435541603,0.041539749304071,0.0389456841612628,winsor_01
positive_beta_prior,2025-10-31,VSS,0.01,-0.1075971935155717,0.0981101295174842,55,1,1,0.0023124011516061,0.002161314623551,0.0454578037631781,0.0448700115344031,winsor_01
positive_beta_prior,2025-10-31,BND,0.01,-0.042187125380683,0.0364775455178833,55,1,1,-0.0025188000680604,-0.0025542227394946,0.0186262974534415,0.0183657485116138,winsor_01
positive_beta_prior,2025-10-31,IEF,0.01,-0.0460986543739923,0.0366846811892133,55,1,1,-0.0032908851325316,-0.0032959288237973,0.0221787744534918,0.0218924233494963,winsor_01
positive_beta_prior,2025-10-31,BNDX,0.01,-0.0346587147762198,0.02993985304577,55,1,1,-0.0024649674707623,-0.0024054272303977,0.0152317684293327,0.0150623786191652,winsor_01
positive_beta_prior,2025-10-31,LQD,0.01,-0.0647250009369728,0.0664089417645429,55,1,1,-0.0022698470997394,-0.0022984753754949,0.0287076777066426,0.0283874091940911,winsor_01
positive_beta_prior,2025-10-31,HYG,0.01,-0.0574532172483541,0.0537401104284759,55,1,1,0.0004431383314934,0.0004953145404344,0.0225375024156027,0.0211877413543633,winsor_01
positive_beta_prior,2025-10-31,EWX,0.01,-0.0792352254651887,0.0881845797396326,55,1,1,0.0034672030850817,0.003424912149354,0.0364055267006902,0.0350993996793289,winsor_01
positive_beta_prior,2025-10-31,VWOB,0.01,-0.0655592160873135,0.0730946636595517,55,1,1,-0.0003435707119668,-0.0006658983538661,0.0292959646423142,0.0283419121354104,winsor_01
positive_beta_prior,2025-10-31,HYEM,0.01,-0.0598719238841187,0.0683359042034638,55,1,1,-0.0004152306628207,-0.0009985554599166,0.0252684679726824,0.0230885348057468,winsor_01
positive_beta_prior,2025-11-28,SPY,0.01,-0.091269748204013,0.0880546235957619,56,1,1,0.0089464121590621,0.0089734245411956,0.0445209952391514,0.0443021407279992,winsor_01
positive_beta_prior,2025-11-28,MGK,0.01,-0.1190631642454761,0.1208781218510757,56,1,1,0.0116197656912372,0.0116497328814726,0.0583963678508032,0.057375680848128,winsor_01
positive_beta_prior,2025-11-28,VTV,0.01,-0.0802723011443052,0.0895075128435794,56,1,1,0.0064743196031856,0.0060432106338947,0.0402798191213879,0.0391996771028728,winsor_01
positive_beta_prior,2025-11-28,IJR,0.01,-0.092661878848173,0.1210915602946782,56,1,1,0.0018990889776501,0.0020126443587591,0.0572575466980437,0.0569356451754141,winsor_01
positive_beta_prior,2025-11-28,IWM,0.01,-0.0992524604266903,0.1119177237313675,56,1,1,0.0018932873375608,0.0018185279053612,0.0586777237486755,0.0585127813403928,winsor_01
positive_beta_prior,2025-11-28,VNQ,0.01,-0.1068816382282509,0.1068939131806196,56,1,1,0.0015678285399759,0.0018422361892901,0.0557791191860451,0.0545002305263007,winsor_01
positive_beta_prior,2025-11-28,VNQI,0.01,-0.0967243936057346,0.1062800705342457,56,1,1,-0.0017196335050451,-0.0016470202863424,0.0470786144299984,0.0450034541758506,winsor_01
positive_beta_prior,2025-11-28,VEA,0.01,-0.0965187381294068,0.1019703026780839,56,1,1,0.004586170339498,0.0043184713577743,0.0442259655686901,0.0431637630675273,winsor_01
positive_beta_prior,2025-11-28,VWO,0.01,-0.0849313553657025,0.10603663402644,56,1,1,0.0011786664774028,0.0009181274575262,0.0412201955934826,0.0386086872262542,winsor_01
positive_beta_prior,2025-11-28,VSS,0.01,-0.1075457430745663,0.0979047946497561,56,1,1,0.0023929110553913,0.00224177456486,0.0450466844551007,0.0444542390873063,winsor_01
positive_beta_prior,2025-11-28,BND,0.01,-0.0421463547607755,0.0364006962511447,56,1,1,-0.0024207653982947,-0.0024561997835753,0.018470765560571,0.0182083932159986,winsor_01
positive_beta_prior,2025-11-28,IEF,0.01,-0.0460283787351945,0.0366092684574597,56,1,1,-0.0031094762367147,-0.0031145215958677,0.0220181141358331,0.021729933352842,winsor_01
positive_beta_prior,2025-11-28,BNDX,0.01,-0.0345905682505534,0.0299323493575119,56,1,1,-0.0025068012620131,-0.0024472413324157,0.0150959089917155,0.0149253047328459,winsor_01
positive_beta_prior,2025-11-28,LQD,0.01,-0.0646724943832628,0.0663272767818227,56,1,1,-0.0021168123873495,-0.0021454501301274,0.0284685451434327,0.0281458816590119,winsor_01
positive_beta_prior,2025-11-28,HYG,0.01,-0.0571899264356892,0.0535299620508435,56,1,1,0.0005148258920383,0.0005670193550167,0.022338118771901,0.0209780547955794,winsor_01
positive_beta_prior,2025-11-28,EWX,0.01,-0.0789995864377472,0.087905866610987,56,1,1,0.0031164196694255,0.0030741147486,0.0361684340399512,0.0348549005333991,winsor_01
positive_beta_prior,2025-11-28,VWOB,0.01,-0.0655565180462959,0.0727636689462293,56,1,1,-0.0003257466654851,-0.0006481808972131,0.0290287224217391,0.0280677465704473,winsor_01
positive_beta_prior,2025-11-28,HYEM,0.01,-0.0598585295812595,0.0677283827924515,56,1,1,-0.0004470884389816,-0.0010306061344892,0.0250388358450728,0.0228442456254387,winsor_01
positive_beta_prior,2025-12-31,SPY,0.01,-0.0912042934781583,0.0880166723862613,57,1,1,0.0087462884552251,0.0087733094537485,0.0441475577575514,0.0439270331862376,winsor_01
positive_beta_prior,2025-12-31,MGK,0.01,-0.1188154686406919,0.1206609382945311,57,1,1,0.0113103898665542,0.0113403666157019,0.0579197389519718,0.0568916209628699,winsor_01
positive_beta_prior,2025-12-31,VTV,0.01,-0.080266719061164,0.0890629834462508,57,1,1,0.0064412790071665,0.0060100325230529,0.0399193372427784,0.0388313393207298,winsor_01
positive_beta_prior,2025-12-31,IJR,0.01,-0.0925143829861403,0.1210596844570473,57,1,1,0.0017895899013909,0.001903181504312,0.056750037475694,0.0564256668426416,winsor_01
positive_beta_prior,2025-12-31,IWM,0.01,-0.0992472307797892,0.1118363753898631,57,1,1,0.001678914056308,0.0016041307773996,0.0581739741119229,0.0580073752836263,winsor_01
positive_beta_prior,2025-12-31,VNQ,0.01,-0.1064423985010687,0.1067340703327391,57,1,1,0.0010921582919339,0.0013666534715988,0.0553953786169605,0.0541118953719911,winsor_01
positive_beta_prior,2025-12-31,VNQI,0.01,-0.0962634930180212,0.1058931034055749,57,1,1,-0.0016737721070152,-0.0016011357262012,0.0466576609362921,0.0445668897834459,winsor_01
positive_beta_prior,2025-12-31,VEA,0.01,-0.0964371226593645,0.1016161209721046,57,1,1,0.0050043888948135,0.004736604522665,0.0439428980233186,0.0428778820064674,winsor_01
positive_beta_prior,2025-12-31,VWO,0.01,-0.0845987639800536,0.1054387665478256,57,1,1,0.0012673179181162,0.0010066957916942,0.0408559829153532,0.0382263341071395,winsor_01
positive_beta_prior,2025-12-31,VSS,0.01,-0.107494292633561,0.0976994597820279,57,1,1,0.0026571842909078,0.0025059995909697,0.0446872341743836,0.0440913894972473,winsor_01
positive_beta_prior,2025-12-31,BND,0.01,-0.042105584140868,0.036323846984406,57,1,1,-0.0024878972803974,-0.0025233429685122,0.0183121204372331,0.0180475173254689,winsor_01
positive_beta_prior,2025-12-31,IEF,0.01,-0.0459581030963967,0.036533855725706,57,1,1,-0.0032451437285558,-0.0032501906970738,0.0218446647412273,0.0215543792056561,winsor_01
positive_beta_prior,2025-12-31,BNDX,0.01,-0.034522421724887,0.0299248456692538,57,1,1,-0.002610724614336,-0.0025511456863558,0.0149810770863369,0.0148097342064272,winsor_01
positive_beta_prior,2025-12-31,LQD,0.01,-0.0646199878295527,0.0662456117991023,57,1,1,-0.0022657487321473,-0.0022943956097714,0.0282356153317771,0.0279102723971852,winsor_01
positive_beta_prior,2025-12-31,HYG,0.01,-0.0569266356230242,0.0533198136732109,57,1,1,0.0005348128117643,0.0005870229233752,0.0221382871301429,0.0207678200347597,winsor_01
positive_beta_prior,2025-12-31,EWX,0.01,-0.0787639474103057,0.0876271534823412,57,1,1,0.0031586983056835,0.0031163798904653,0.0358454681324746,0.0345216295144607,winsor_01
positive_beta_prior,2025-12-31,VWOB,0.01,-0.0655538200052783,0.0724326742329067,57,1,1,-0.0003421920305738,-0.0006647291121365,0.0287686378021821,0.0278004483092407,winsor_01
positive_beta_prior,2025-12-31,HYEM,0.01,-0.0598451352784003,0.0671208613814388,57,1,1,-0.0003259778184585,-0.0009096816440125,0.0248311084729128,0.0226277101582372,winsor_01
positive_beta_prior,2026-01-30,SPY,0.01,-0.0911388387523036,0.0879787211767608,58,1,1,0.0087953880762623,0.0088224173940586,0.0437601825640827,0.0435377306504657,winsor_01
positive_beta_prior,2026-01-30,MGK,0.01,-0.1185677730359077,0.1204437547379867,58,1,1,0.0107738162154199,0.0108038021938623,0.0575546757099954,0.0565211671593178,winsor_01
positive_beta_prior,2026-01-30,VTV,0.01,-0.0802611369780227,0.0886184540489225,58,1,1,0.0070651561122718,0.0066337768552258,0.0398518672141538,0.0387715878655658,winsor_01
positive_beta_prior,2026-01-30,IJR,0.01,-0.0923668871241075,0.1210278086194164,58,1,1,0.0026849983245979,0.0027986249003032,0.0566618694057218,0.0563353555279674,winsor_01
positive_beta_prior,2026-01-30,IWM,0.01,-0.099242001132888,0.1117550270483587,58,1,1,0.00253848312936,0.002463676826043,0.0580318271126688,0.0578660071463054,winsor_01
positive_beta_prior,2026-01-30,VNQ,0.01,-0.1060031587738865,0.1065742274848587,58,1,1,0.0014686014483483,0.0017431811400759,0.0549820988220865,0.0536888120849201,winsor_01
positive_beta_prior,2026-01-30,VNQI,0.01,-0.0958025924303077,0.1055061362769042,58,1,1,-0.0009109216946528,-0.0008382629504211,0.0466100633421926,0.0445198575537322,winsor_01
