EWX,HYEM,HYG,IEF,IJR,IWM,LQD,SPY,VEA,VNQ,VNQI,VSS,VTV,VWO,VWOB
-0.061790317,0.0067523425,-0.016112477,-0.013134809,-0.11770176,-0.07977984,-0.028828513,-0.050558444,-0.014523987,-0.03546708,-0.062800035,-0.0585742,-0.037163407,0.0008437913,-0.010538144
0.005271849,-0.014750899,0.008336281,-0.0059054364,-0.0086140875,-0.09150291,0.0074364482,0.026329549,0.01589931,0.046016905,0.00645581,0.04004479,0.014744858,-0.021503165,0.0035199458
-0.036456965,0.009690174,-0.014632275,-0.013283599,0.014320051,-0.030976655,-0.009455286,-0.03259753,0.00076778606,0.018703662,0.008027453,-0.029566878,0.03587231,0.016278623,0.007521622
-0.038057357,0.0012743191,0.034400474,0.008295016,0.078146994,0.023913255,0.0018343087,0.05238424,0.02965169,0.016432315,-0.024281587,0.02743952,0.045725137,0.017432028,-0.0025752885
0.008960116,0.017557994,0.020510819,0.028118435,0.004742734,0.013487717,0.025688995,0.03525813,0.06398611,0.05450724,0.018083552,0.038207747,0.029931398,0.0514461,0.024083266
0.035420157,0.0033108955,0.021140995,-0.007739161,0.027245454,0.09676584,0.013324326,0.04415243,0.05742506,0.084849514,0.01642815,0.050511073,0.045175068,0.0196775,0.012223827
0.012603117,0.009599545,0.01952103,-0.027973073,0.04570078,0.04840408,-0.01094447,0.061710786,0.030350305,0.019089278,0.0055425195,0.03312031,0.10414495,0.010329276,0.010609342
-0.06697269,-0.020043425,-0.032279667,-0.004932191,-0.011764783,-0.01140463,-0.004671924,-0.023068927,-0.02466027,-0.0036208378,-0.004301043,-0.025475109,-0.035125688,0.022605514,-0.034275007
0.008659245,0.009555217,0.0036361478,-0.0043154433,0.014829307,0.05867918,0.028269269,0.013722961,-0.007134963,0.069106676,0.03454209,0.01649097,0.01442896,-0.00250162,0.026799276
0.039837617,0.04376499,0.04027509,-0.026791248,0.09632416,0.081161864,0.012082726,0.07564996,0.03987135,0.028801672,0.054006204,0.030701786,0.11016032,0.027736787,0.033696137
-0.0008331323,0.03071754,-0.008943218,0.005970915,-0.032372188,0.03451734,0.015319936,0.019681064,0.01374771,0.05652439,0.00928506,0.007673797,0.036825053,0.031293653,0.035919495
0.03241253,-0.0050319107,0.010653396,0.0021729083,0.020591293,-0.015814478,-0.017735995,0.011694314,-0.027186193,-0.015152304,-0.0006101718,0.0058124354,0.029878184,0.0029399078,-0.00919535
-0.022162424,0.04090554,0.017428104,-0.017618302,0.043852456,0.09593051,0.008932235,0.056962125,0.049814396,0.029622145,0.05247959,0.048248515,0.09059406,0.017290642,0.026201898
0.03940751,0.014571314,0.032015502,0.015099134,0.059445847,0.010654515,0.011279561,0.01565807,0.053890295,-0.03190846,0.041096292,0.04037206,0.025553528,0.031282447,-0.0001734905
0.0028199898,0.017009592,0.017046474,-0.008692188,0.008940375,-0.011396332,-0.0055884756,-0.012015445,-0.013426602,0.054314904,-0.011807585,-0.0024044365,0.0057366556,-0.021640163,0.02054154
