asset_id,n,rmse,mae,bias,mean_y_true,mean_y_pred,std_y_true,std_y_pred,mean_pred_std,mean_gaussian_nll,standardized_residual_mean,standardized_residual_std,coverage_50,coverage_80,coverage_95
overall,24,0.05457015274193673,0.043386951824354786,-0.008849331867160724,0.01573718462031878,0.006887852753158059,0.05523992098687092,0.009025506122642024,0.04518613768209342,-1.4934792030132045,0.18922406298998903,1.2014933741901395,0.375,0.75,0.875
