variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
positive_beta_prior,2025-05-30,0.38798594628111016,0.9733316630651836,0.7020191571825299,0.0,0.7235723817538857,0.9611866837572588,0.8357189033579624,0.6746475556033075
positive_beta_prior,2025-06-30,0.39155158212100977,0.9758809035124656,0.7254523778628968,0.0,0.745174933222105,0.9614905156402281,0.808601402178331,0.7084297429636741
positive_beta_prior,2025-07-31,0.38592042310959884,0.9866489838686627,0.7092955724038436,0.0,0.7297454752928241,0.9619604570260574,0.8230211202180157,0.6860131767883441
positive_beta_prior,2025-08-29,0.3913569133827322,0.9726504870801537,0.7037231206357601,0.0,0.7250614020953576,0.9531670683447354,0.8271616230362695,0.6784522461285692
positive_beta_prior,2025-09-30,0.37321159878980403,0.983672923690381,0.7209585936924929,0.0,0.7415411238833385,0.9625690686362139,0.8052053983029223,0.7037112163706729
positive_beta_prior,2025-10-31,0.44987143263863094,0.9756520878081931,0.7320629780766033,0.0,0.7506162288921838,0.9565103393722233,0.8410049226780151,0.7097599028038734
positive_beta_prior,2025-11-28,0.35806282326125943,0.9721475653620593,0.6964176059319984,0.0,0.7188166204356774,0.9561312320197184,0.8196301137119648,0.6711929980400366
positive_beta_prior,2025-12-31,0.39772157475485703,0.9779434562428477,0.7457225251368835,0.0,0.763602807550209,0.9614342756385565,0.8519611248151707,0.7239728905570767
positive_beta_prior,2026-01-30,0.42742506212330755,0.982027671984819,0.729714263485079,0.0,0.7485353757999424,0.9542212732578866,0.8180060547454139,0.7116387786601285
positive_beta_prior,2026-02-27,0.4149369970446828,0.9832114811939546,0.7159500046819569,0.0,0.735630244931529,0.9433208771208972,0.8259896363327748,0.6934222060762777
positive_beta_prior,2026-03-31,0.33433657209121515,0.9819689069298708,0.7027599371255538,0.0,0.7235007931899292,0.9641907220027827,0.8346855212438912,0.6757515498257366
positive_beta_prior,2026-04-30,0.4040028473512628,0.9835889451754815,0.7349088693110079,0.0,0.7527803882344729,0.9749644227329836,0.8673534281796222,0.7077942352119215
