variant,n_windows,R2_pooled,R2_avg,IC,IC_p_value,IR,HitRatio,rmse,mae,nlpd,cover_1sd,cover_2sd,top_bottom_5_cum_return,top_bottom_5_ann_return,top_bottom_5_ann_vol,top_bottom_5_sharpe,top_bottom_5_max_drawdown,top_bottom_5_mean_monthly,top_bottom_5_hit_rate,resid_R2_pooled,resid_R2_avg,resid_IC,resid_IC_p_value,resid_IR,resid_HitRatio,resid_rmse,resid_mae,resid_nlpd,resid_cover_1sd,resid_cover_2sd,resid_top_bottom_5_cum_return,resid_top_bottom_5_ann_return,resid_top_bottom_5_ann_vol,resid_top_bottom_5_sharpe,resid_top_bottom_5_max_drawdown,resid_top_bottom_5_mean_monthly,resid_top_bottom_5_hit_rate
positive_no_prior,12.0,-0.16323944571360993,-0.16798247287335943,0.2963536291709666,0.030932887570321792,0.7140157202647753,0.6435185185185185,0.03518855204773837,0.02389425931309186,-2.1212440758404734,0.7546296296296297,0.9490740740740741,0.1800775153694738,0.18498174354247499,0.09176236196399053,2.0158781834219317,-0.05250685710544897,0.01424444622918483,0.75,-0.14082363096709716,-0.14089998118395963,0.1176470588235294,0.330618168865622,0.29382543401261535,0.6296296296296295,0.03518855204773837,0.023894259313091856,-2.1212440758404734,0.7546296296296297,0.9490740740740741,0.06890098131702938,0.0729267360972754,0.08662187297613208,0.8418974745255132,-0.057454715291061616,0.005883086262316373,0.6666666666666666
