variant,n_windows,R2_pooled,R2_avg,IC,IC_p_value,IR,HitRatio,rmse,mae,nlpd,cover_1sd,cover_2sd,top_bottom_5_cum_return,top_bottom_5_ann_return,top_bottom_5_ann_vol,top_bottom_5_sharpe,top_bottom_5_max_drawdown,top_bottom_5_mean_monthly,top_bottom_5_hit_rate,resid_R2_pooled,resid_R2_avg,resid_IC,resid_IC_p_value,resid_IR,resid_HitRatio,resid_rmse,resid_mae,resid_nlpd,resid_cover_1sd,resid_cover_2sd,resid_top_bottom_5_cum_return,resid_top_bottom_5_ann_return,resid_top_bottom_5_ann_vol,resid_top_bottom_5_sharpe,resid_top_bottom_5_max_drawdown,resid_top_bottom_5_mean_monthly,resid_top_bottom_5_hit_rate
signed_no_prior,12.0,-0.17747488992594596,-0.19453040825730153,0.3216374269005848,0.027910939417465735,0.73071076017038,0.601851851851852,0.035403211819174815,0.02388548381725129,-2.101943425670557,0.7685185185185185,0.9351851851851852,0.21789483222450068,0.22422049235262476,0.10317030680454545,2.173304502984633,-0.052633365167608345,0.017001602105144495,0.8333333333333334,-0.15478475583660667,-0.16673031049863335,0.07447540419676642,0.59492883590916,0.15806727933033646,0.648148148148148,0.035403211819174815,0.02388548381725129,-2.101943425670557,0.7685185185185185,0.9351851851851852,0.003010843506822347,0.008785638905405957,0.10682734108431312,0.08224148252900838,-0.09870920828524608,0.0007292048863597071,0.5
