strategy,n_rebalances,cumulative_return,cagr,annualized_vol,sharpe,max_drawdown,terminal_value,mean_monthly_return,hit_rate,avg_turnover,max_weight,mean_ic,median_ic
gp_scenarios_riskfolio,12.0,0.18978692492329285,0.18978692492329285,0.0970580271411282,1.9553964830475203,-0.05564798819505046,11897.869249232928,0.014979303430181938,0.8333333333333334,0.22877694353980105,0.18921861925903233,0.3708333333333333,0.3941176470588236
historical_y_ewma2_riskfolio,12.0,0.1809351821352747,0.1809351821352747,0.09964392285288322,1.8158175326197459,-0.0611119565138557,11809.351821352748,0.014371726522837129,0.75,0.13513414284015593,0.17190154100934202,,
equal_weight,12.0,0.14931154767663735,0.14931154767663735,0.08817899533597233,1.6932779411666328,-0.05331859623439672,11493.115476766374,0.011989864731385018,0.75,0.08333333333333333,0.0625,,
