date,asset_id,weight,strategy
2025-05-30,SPY,0.18755823284286613,gp_scenarios_riskfolio
2025-06-30,SPY,0.18921861925903233,gp_scenarios_riskfolio
2025-07-31,SPY,0.17768659953388435,gp_scenarios_riskfolio
2025-08-29,SPY,0.15074515233243493,gp_scenarios_riskfolio
2025-09-30,SPY,0.14977077392112878,gp_scenarios_riskfolio
2025-10-31,SPY,0.0888399370271007,gp_scenarios_riskfolio
2025-11-28,SPY,0.15628840835012744,gp_scenarios_riskfolio
2025-12-31,SPY,0.13759438382067862,gp_scenarios_riskfolio
2026-01-30,SPY,0.1620523706440193,gp_scenarios_riskfolio
2026-02-27,SPY,0.13661804315555473,gp_scenarios_riskfolio
2026-03-31,SPY,0.18767118164196084,gp_scenarios_riskfolio
2026-04-30,SPY,0.17491149985894844,gp_scenarios_riskfolio
2025-05-30,VTV,0.1448893498880077,gp_scenarios_riskfolio
2025-06-30,VTV,0.15668395221489717,gp_scenarios_riskfolio
2025-07-31,VTV,0.1621307711313199,gp_scenarios_riskfolio
2025-08-29,VTV,0.18381175477953043,gp_scenarios_riskfolio
2025-09-30,VTV,0.14099547353130507,gp_scenarios_riskfolio
2025-10-31,VTV,0.12102790775386695,gp_scenarios_riskfolio
2025-11-28,VTV,0.16120660467723832,gp_scenarios_riskfolio
2025-12-31,VTV,0.15562111249769994,gp_scenarios_riskfolio
2026-01-30,VTV,0.14570052935598865,gp_scenarios_riskfolio
2026-02-27,VTV,0.1197530024890457,gp_scenarios_riskfolio
2026-03-31,VTV,0.1166648441607538,gp_scenarios_riskfolio
2026-04-30,VTV,0.10806581750208799,gp_scenarios_riskfolio
2025-05-30,IJR,0.07838134121254357,gp_scenarios_riskfolio
2025-06-30,IJR,0.06814063761996034,gp_scenarios_riskfolio
2025-07-31,IJR,0.08306239157502386,gp_scenarios_riskfolio
2025-08-29,IJR,0.060768275419465397,gp_scenarios_riskfolio
2025-09-30,IJR,0.14572531285881044,gp_scenarios_riskfolio
2025-10-31,IJR,0.15941471345999453,gp_scenarios_riskfolio
2025-11-28,IJR,0.12293004748939064,gp_scenarios_riskfolio
2025-12-31,IJR,0.11489408547592045,gp_scenarios_riskfolio
2026-01-30,IJR,0.024630020566323,gp_scenarios_riskfolio
2026-02-27,IJR,0.011461508176535606,gp_scenarios_riskfolio
2026-03-31,IJR,0.0568264504812257,gp_scenarios_riskfolio
2026-04-30,IJR,2.363297047026086e-12,gp_scenarios_riskfolio
