variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
signed_lkj_eta_2,2025-05-30,0.023194871555639197,0.6160318364182761,0.1566178901875145,0.0,0.2167712097756744,0.48170985387604914,0.2096079122892873,0.1457695392060492
signed_lkj_eta_2,2025-06-30,0.019729527583634807,0.6158219682186937,0.15851423106111892,0.0,0.21826933136803162,0.4851470890378068,0.21507965883524707,0.1469339072648407
signed_lkj_eta_2,2025-07-31,0.034251776031507225,0.6511806946400369,0.1603695070449914,0.0,0.220551225043753,0.485600813993377,0.21571938878349306,0.1490380351930147
signed_lkj_eta_2,2025-08-29,-0.002804934543958341,0.6381450661846546,0.16129764217706272,0.006535947712418301,0.22065829179905405,0.4919668702101812,0.2195242135056724,0.14937724174758354
signed_lkj_eta_2,2025-09-30,0.030881898001675276,0.6342158588673248,0.16292146424068954,0.0,0.2227386312236504,0.49288920085174037,0.2211132000279303,0.151008195496845
signed_lkj_eta_2,2025-10-31,0.0019473808200570894,0.605897862500883,0.1631916003380955,0.0,0.22104978999705688,0.48393324291218487,0.21907985636558533,0.15174991012774328
signed_lkj_eta_2,2025-11-28,-0.005406909181978348,0.6204898700151172,0.16619409669873617,0.006535947712418301,0.22449346902306602,0.495810777712632,0.22522872171338776,0.15410826795557916
signed_lkj_eta_2,2025-12-31,0.030021715285372175,0.6070666369479483,0.16730510709346638,0.0,0.22554907758638906,0.49886107324259743,0.22758436758905126,0.15496447108649625
signed_lkj_eta_2,2026-01-30,0.014652538698952881,0.6187542346259503,0.16865547460958272,0.0,0.22686174273703663,0.49962550830776337,0.22964957105866204,0.15616849423418067
signed_lkj_eta_2,2026-02-27,0.011983821517819633,0.609907676993542,0.1681821906876974,0.0,0.22602098616901672,0.4961232973984193,0.23248801315993609,0.1550172191579477
signed_lkj_eta_2,2026-03-31,-0.005716625905386052,0.6233731764181144,0.17154461545374278,0.006535947712418301,0.2296270519433375,0.5000870396409742,0.23586124195570454,0.15837743207538843
signed_lkj_eta_2,2026-04-30,0.02637098254360861,0.6352074985368577,0.17369901902777335,0.0,0.23183266693513455,0.5076863627644377,0.24328758440926876,0.15945254107565615
