horizon,feature_a,feature_b,corr,abs_corr
3W-FRI,hy_spread,tbill3m,0.44493711535530917,0.44493711535530917
3W-FRI,dolvol_log,sd_turn,-0.4421283298527232,0.4421283298527232
3W-FRI,mom6m,vix_slope,0.4321371503193665,0.4321371503193665
3W-FRI,ma_regime,vol_1m,-0.4314303026654602,0.4314303026654602
3W-FRI,cpi_chg_1p,cpi_chg_12p,0.4302496095155026,0.4302496095155026
3W-FRI,mom6m,vol_1w,-0.43003184155892227,0.43003184155892227
3W-FRI,erp,hy_spread,-0.42345908027053514,0.42345908027053514
3W-FRI,mom6m,vol_3m,-0.4230735905888474,0.4230735905888474
3W-FRI,trend_slope,vix_slope,0.4207813616593521,0.4207813616593521
3W-FRI,chmom,erp,0.4204310861735999,0.4204310861735999
3W-FRI,baspread,vix,0.4198555613366369,0.4198555613366369
3W-FRI,mom6m,vol_1m,-0.4184398129005364,0.4184398129005364
3W-FRI,trend_slope,vix_ts_z_12p,0.41499087625237746,0.41499087625237746
3W-FRI,ma_regime,vix,-0.4147945575725555,0.4147945575725555
3W-FRI,chmom,term_spread,0.41324553288752414,0.41324553288752414
3W-FRI,trend_slope,vol_z,-0.4128469992300093,0.4128469992300093
3W-FRI,trend_slope,turnover,-0.41233238183439447,0.41233238183439447
3W-FRI,vol_accel,ill_log,0.4119082471459914,0.4119082471459914
3W-FRI,vix_slope,hy_spread_z_12p,-0.41136078021082273,0.41136078021082273
3W-FRI,ma_signal,vix_slope,0.4113218801715,0.4113218801715
3W-FRI,trend_slope,vix,-0.4077331699635083,0.4077331699635083
3W-FRI,vix,term_spread,0.4063830463661406,0.4063830463661406
3W-FRI,spy_ret,hy_spread_chg_1p,-0.40593999289653176,0.40593999289653176
3W-FRI,vix,hy_spread_chg_1p,0.4038542545577896,0.4038542545577896
3W-FRI,vix_slope,hy_spread_chg_1p,-0.4037888164258201,0.4037888164258201
3W-FRI,vix,spy_flow_z_12p,-0.40161858836859743,0.40161858836859743
3W-FRI,max_dd_3m,cpi_chg_12p,-0.40099762452599663,0.40099762452599663
3W-FRI,mom12m,erp,0.3998570602641232,0.3998570602641232
3W-FRI,erp,cpi_chg_12p,0.3995221837684823,0.3995221837684823
