date,price,log_ret,mom1m,mom6m,mom12m,mom36m,chmom,volume,dolvol,turnover,sd_turn,ill,vol_1w,vol_1m,vol_3m,vol_of_vol,vol_z,vol_accel,ma_1m,ma_3m,ma_signal,ma_regime,trend_slope,overnight_gap,ret_autocorr,vol_autocorr,ret_skew,ret_kurt,baspread,max_dd_3m,max_dd_6m,asset_id
2014-07-31,58.89167022705078,-0.0008553094744083722,-0.0008549438015215127,0.0,0.0,0.0,0.0,29997000,1769442774.4625092,0.8862136301679163,0.0,1.910069972583938e-11,0.0014294125253492983,0.0016150831424565702,0.0,0.0,0.0,0.22877016112819132,58.99655514671689,0.0,0.0,0,0.014555606594334726,-4.0729022590857986e-05,0.06447600387271292,0.0,0.0,0.0,0.00798357632424488,0.0,0.0,BND
2014-07-31,37.46223831176758,0.005634907909125353,0.005650813864861881,0.0,0.0,0.0,0.0,3774200,141196723.40660095,-0.15263934993175454,0.0,1.5125878064633303e-10,0.0009683853662962518,0.0010457545707011342,0.0,0.0,0.0,0.14381628644252098,37.391024998256135,0.0,0.0,0,0.015535741038135919,0.0002683289480535969,-0.30516193228113636,0.0,0.0,0.0,0.007497211778735982,0.0,0.0,BNDX
2014-07-31,36.06705093383789,-0.01812250854028985,-0.017959283386099645,0.0,0.0,0.0,0.0,2166700,79719412.2505188,0.015383951508481097,0.0,2.4279274689594506e-09,0.0071943945049961,0.007685814064332911,0.0,0.0,0.0,0.3589762711817845,36.86159188406808,0.0,0.0,0,-0.004396141349495173,-0.0008629765971566834,-0.3543586480039991,0.0,0.0,0.0,0.038384777013442596,0.0,0.0,EWX
2014-07-31,12.91346549987793,-0.006111302844592714,-0.006092666816160497,0.0,0.0,0.0,0.0,1994200,26011193.420791626,0.8644573596258666,0.0,2.2443466107218677e-09,0.0024936298156552346,0.0031404804679950457,0.0,0.0,0.0,0.3888072604110731,13.065660885402135,0.0,0.0,0,-0.002505971239758855,-0.00029101442117107195,-0.036483395066606535,0.0,0.0,0.0,0.03298525828803705,0.0,0.0,HYEM
2014-07-31,50.2764778137207,-0.024881731063599144,-0.024574732284348033,0.0,0.0,0.0,0.0,79705200,4070979466.901779,0.8145363482720991,0.0,1.2046955015950793e-11,0.0024826404998717767,0.0029016439188989016,0.0,0.0,0.0,0.13487086156250921,51.14344278971354,0.0,0.0,0,-0.04309584382292519,-0.0011848443363618624,0.01979610305287426,0.0,0.0,0.0,0.016234934279900925,0.0,0.0,HYG
2014-07-31,80.4404525756836,0.0010663443749949764,0.0010669131223002282,0.0,0.0,0.0,0.0,50969900,4103445506.6490173,-0.3022879194781387,0.0,3.535733381115973e-11,0.0028253709892833313,0.003050986294464856,0.0,0.0,0.0,0.7440421794736377,80.63984970819382,0.0,0.0,0,0.03705379931957783,5.0778303571190376e-05,-0.09248681568741672,0.0,0.0,0.0,0.013372065244301588,0.0,0.0,IEF
2014-07-31,44.59992218017578,-0.06897998466122157,-0.06665463888515233,0.0,0.0,0.0,0.0,23169400,1070662837.448883,0.20195900456194965,0.0,1.4369045410325283e-10,0.0077836147312872325,0.00858539455597828,0.0,0.0,0.0,0.0920251128333416,46.12827773321243,0.0,0.0,0,-0.10485663971343585,-0.0032847611743438963,-0.3522403884045871,0.0,0.0,0.0,0.05869961765803234,0.0,0.0,IJR
2014-07-31,95.64834594726562,-0.07258585445947663,-0.07001410020402565,0.0,0.0,0.0,0.0,888665600,87871812283.73718,0.16839419539760292,0.0,1.9216092782871704e-12,0.00860450225129854,0.009312464214942633,0.0,0.0,0.0,0.09328019026202262,98.88563101632255,0.0,0.0,0,-0.2432531282499231,-0.0034564692599750994,-0.2957401307416555,0.0,0.0,0.0,0.05881476866679328,0.0,0.0,IWM
2014-07-31,79.71443939208984,0.0006745935652627821,0.0006748211546758753,0.0,0.0,0.0,0.0,28786000,2298440176.173401,0.46879483195761307,0.0,2.7236677959553488e-11,0.0024865387040207817,0.0025912668528401605,0.0,0.0,0.0,0.10761720799571763,79.95105343773251,0.0,0.0,0,0.03448561631239919,3.21235031077614e-05,-0.07206811255705389,0.0,0.0,0.0,0.012960094756266527,0.0,0.0,LQD
2014-07-31,68.67681884765625,-0.021537177930832208,-0.021306908991278184,0.0,0.0,0.0,0.0,1768400,123693139.77355957,0.6154942201944419,0.0,1.0711938858310646e-09,0.0068372766041373,0.0074527900099776185,0.0,0.0,0.0,0.14772199140143896,69.97432418096633,0.0,0.0,0,-0.019793294931386006,-0.0010255799014681928,-0.4038592375983455,0.0,0.0,0.0,0.03516048320321232,0.0,0.0,MGK
2014-07-31,158.72036743164062,-0.020200009729267165,-0.019997356359946927,0.0,0.0,0.0,0.0,1893710200,306391476506.8878,0.7082441154757884,0.0,2.992995723319188e-13,0.005403186715394619,0.006478549631643835,0.0,0.0,0.0,0.10185016169777407,162.08435857863654,0.0,0.0,0,-0.022312570547127278,-0.000961905225203201,-0.3784338585470163,0.0,0.0,0.0,0.0318306166366759,0.0,0.0,SPY
2014-07-31,29.415842056274414,-0.032882806574672685,-0.032348044608542126,0.0,0.0,0.0,0.0,63698700,1910382282.111168,0.47896209881220286,0.0,6.849425997801631e-11,0.006585934884315585,0.007056225341272412,0.0,0.0,0.0,0.0871095396491052,29.96663847423735,0.0,0.0,0,-0.01929408977558061,-0.0015658479321272697,-0.3875189878339564,0.0,0.0,0.0,0.027614128625570524,0.0,0.0,VEA
2014-07-31,47.29294204711914,-0.004529008484273067,-0.004518767990941308,0.0,0.0,0.0,0.0,59277200,2834397077.7622223,0.18017570052313692,0.0,3.4356910512445244e-11,0.004492958607966745,0.005533663923779392,0.0,0.0,0.0,0.06549766720522122,47.868424188523065,0.0,0.0,0,0.04071386262967974,-0.00021566707067966243,-0.24246349339051015,0.0,0.0,0.0,0.03923020625995901,0.0,0.0,VNQ
2014-07-31,36.0853271484375,0.006671888291707617,0.006694194919912411,0.0,0.0,0.0,0.0,13223400,475378148.0957031,-0.8600189387984142,0.0,1.1190273603081922e-09,0.005320687112483265,0.005291256262088291,0.0,0.0,0.0,2.747275698992466,36.148613521030974,0.0,0.0,0,0.03320826245592762,0.0003177089662717974,-0.444751033164708,0.0,0.0,0.0,0.02798725954074057,0.0,0.0,VNQI
2014-07-31,77.22918701171875,-0.038042686388378044,-0.037328152970211526,0.0,0.0,0.0,0.0,1660500,131584101.74636841,-0.04808145363271532,0.0,9.999189086309934e-10,0.005018324351592894,0.005964950491377884,0.0,0.0,0.0,0.33182459595111546,79.1150607154483,0.0,0.0,0,-0.07764272318258097,-0.001811556494684657,-0.14060927491859962,0.0,0.0,0.0,0.029867669325347453,0.0,0.0,VSS
2014-07-31,59.780845642089844,-0.017967067662920222,-0.01780662225091345,0.0,0.0,0.0,0.0,10871700,663267264.2974854,0.24347411383628836,0.0,1.4344794211196783e-10,0.004606079291391117,0.005933116610457165,0.0,0.0,0.0,0.12945363695812195,61.0432969956171,0.0,0.0,0,0.005445881633014673,-0.0008555746506152386,-0.25446863365865313,0.0,0.0,0.0,0.03005144324303788,0.0,0.0,VTV
2014-07-31,31.191143035888672,0.004585397537147262,0.00459592655953367,0.0,0.0,0.0,0.0,219487900,6932877441.768646,0.2891144190988193,0.0,2.3128004875855855e-11,0.007771989841853879,0.008531128650727358,0.0,0.0,0.0,0.15426015228522644,31.62123425801595,0.0,0.0,0,0.030520094834364127,0.00021835226367365932,-0.20160405495608405,0.0,0.0,0.0,0.03812612412484503,0.0,0.0,VWO
2014-07-31,45.87312698364258,-0.0009968946984808547,-0.000996397964038498,0.0,0.0,0.0,0.0,768800,35383378.0090332,4.010185515462275,0.0,1.21267144654582e-09,0.0016118596508572058,0.0019724784457301717,0.0,0.0,0.0,0.551981595900807,46.11356735229492,0.0,0.0,0,0.007849636325589012,-4.747117611812557e-05,0.27453901019543414,0.0,0.0,0.0,0.01710420106596443,0.0,0.0,VWOB
2014-08-29,59.56393051147461,0.011350539742445598,0.01141520153583686,0.0,0.0,0.0,0.0,53751100,3187420705.480957,0.22276032021480793,0.0,9.66455869474282e-12,0.0014883973950230538,0.0016413185431426414,0.0,5.599320596587384e-05,0.0,0.1827177731611524,59.321769532703215,0.0,0.0,0,0.01905282751306244,0.0005405018924973971,-0.10246823587665764,0.0,0.0,0.0,0.0094044522977794,0.0,0.0,BND
2014-08-29,37.97471618652344,0.01358712748112545,0.013679851974965462,0.0,0.0,0.0,0.0,5784300,218394816.61949158,0.2509274911856093,0.0,1.2944309547648486e-10,0.000846596411512109,0.0009769737927538026,0.0,3.816560603553771e-05,0.0,0.5113245580735208,37.70229430425735,0.0,0.0,0,0.02452652175705125,0.0006470060705297697,0.10942282771230524,0.0,0.0,0.0,0.008043302864773835,0.0,0.0,BNDX
2014-08-29,37.03831481933594,0.02657318045945134,0.02692939567695052,0.0,0.0,0.0,0.0,1311800,47773299.0486145,-0.24444982747267052,0.0,2.9418744358049025e-09,0.006190615443258229,0.007612674974579799,0.0,0.00028952387468364303,0.0,0.35743059450047154,36.50435947236561,0.0,0.0,0,0.047104050277115436,0.0012653895456881288,0.18711337779193313,0.0,0.0,0.0,0.04141951452968217,0.0,0.0,EWX
2014-08-29,12.948285102844238,0.002692750737617544,0.0026963794472241176,0.0,0.0,0.0,0.0,2338600,30149946.033096313,0.05097771489689052,0.0,1.709072417351134e-09,0.002477866583014531,0.0032280478578063754,0.0,9.874968607406225e-05,0.0,0.20315300423248844,12.905406861078172,0.0,0.0,0,0.007035204652067819,0.00012822622560082996,0.11635985450517179,0.0,0.0,0.0,0.03453876675805401,0.0,0.0,HYEM
2014-08-29,51.473148345947266,0.023522950526336128,0.023801797267110514,0.0,0.0,0.0,0.0,85732500,4373390377.57988,-0.08335997232762174,0.0,9.25060351018506e-12,0.002404353290281926,0.0032387783714508778,0.0,0.00019481537947393474,0.0,0.0364487535197496,51.15298770722889,0.0,0.0,0,0.061925293563247955,0.0011201405012541007,-0.18839336158343836,0.0,0.0,0.0,0.021608202809052807,0.0,0.0,HYG
2014-08-29,81.95295715332031,0.018628198246837258,0.018802785529005606,0.0,0.0,0.0,0.0,35692100,2909910536.1587524,0.05536875661586721,0.0,2.1010824099783344e-11,0.0026019392134900214,0.0029552393534693472,0.0,0.00012085910371583501,0.0,0.4917507240481737,81.48457699730282,0.0,0.0,0,0.04363807579139605,0.0008870570593732009,-0.06092853977277029,0.0,0.0,0.0,0.01568755136937851,0.0,0.0,IEF
2014-08-29,46.495826721191406,0.04163044644896852,0.04250914459797728,0.0,0.0,0.0,0.0,24241800,1105292159.476471,0.02288489227714978,0.0,1.0926641673975925e-10,0.006958138108183066,0.007953695366207342,0.0,0.0004640289312647666,0.0,0.15524734665973314,45.684894380115324,0.0,0.0,0,0.10409126281738308,0.0019824022118556483,-0.33085855635566297,0.0,0.0,0.0,0.05735533049370837,0.0,0.0,IJR
