variant,window_date,asset_id,target_winsorize_quantile,lower,upper,n_train,n_low_clipped,n_high_clipped,mean_before,mean_after,std_before,std_after
positive_beta_prior,2025-05-30,VWOB,0.025,-0.06460920266144177,0.054859912023523166,50,2,2,-0.001725584997727383,-0.0024695019937024353,0.03034204982138476,0.028248277179645925
positive_beta_prior,2025-05-30,HYEM,0.025,-0.05627624559546076,0.04029080966065103,50,2,2,-0.0011012187111369331,-0.0021742556986076396,0.026317882165175485,0.022269142126886538
positive_beta_prior,2025-06-30,SPY,0.025,-0.08714760532674351,0.08425885671188887,51,2,2,0.008108926350340292,0.008127118255248813,0.04648631486148372,0.04583438381864712
positive_beta_prior,2025-06-30,MGK,0.025,-0.10375356768113625,0.10905039647662063,51,2,2,0.010605593481912853,0.010748120204700437,0.060657655501128116,0.05829028935294536
positive_beta_prior,2025-06-30,VTV,0.025,-0.07681456968279954,0.0676055459303368,51,2,2,0.005859941643768946,0.0050505701918994355,0.04193038901454367,0.039645159965111636
positive_beta_prior,2025-06-30,IJR,0.025,-0.0855947639001039,0.11639831454011307,51,2,2,0.0003246960305295518,0.00044045953309869787,0.05921303348395246,0.058325019572299366
positive_beta_prior,2025-06-30,IWM,0.025,-0.0981241647021941,0.10785482916108319,51,2,2,-0.0004823898487730129,-0.0006123973906868998,0.06061112284139657,0.060203140056139484
positive_beta_prior,2025-06-30,VNQ,0.025,-0.08641594993423296,0.09902804266468429,51,2,2,0.0013546316736564024,0.0019035258765815542,0.058128827004899894,0.05573533590143174
positive_beta_prior,2025-06-30,VNQI,0.025,-0.07526196842213767,0.08583710537496886,51,2,2,-0.0022727694219576216,-0.0022182938407994276,0.04884630943744813,0.04483973207065341
positive_beta_prior,2025-06-30,VEA,0.025,-0.08674493576157294,0.08529555865697819,51,2,2,0.003744122309134855,0.003420052786273834,0.0459000700780636,0.04337848281130559
positive_beta_prior,2025-06-30,VWO,0.025,-0.068348656951774,0.0765852220900668,51,2,2,-0.0003407857045992409,-0.000897456057041238,0.0422731045191081,0.03722324466700142
positive_beta_prior,2025-06-30,VSS,0.025,-0.09758830399647289,0.0873428993598872,51,2,2,0.001514017952864879,0.001460140370692755,0.04674135179227695,0.04483491908079468
positive_beta_prior,2025-06-30,BND,0.025,-0.03779971619920536,0.03247067578448526,51,2,2,-0.002946087753866084,-0.002936824033836475,0.01921933739932757,0.01849706358587008
positive_beta_prior,2025-06-30,IEF,0.025,-0.04239288622692397,0.03311864051318553,51,2,2,-0.0037435755512500533,-0.0037389018610846712,0.022871930304032898,0.022295638876517834
positive_beta_prior,2025-06-30,BNDX,0.025,-0.03140729068578063,0.02912592244292611,51,2,2,-0.0026838969495620742,-0.00257879636770997,0.015760777543273402,0.015399681752791312
positive_beta_prior,2025-06-30,LQD,0.025,-0.05836762087988334,0.05885908499606779,51,2,2,-0.0027526165445376795,-0.0028039542083583345,0.02969538299107734,0.028436263896572563
positive_beta_prior,2025-06-30,HYG,0.025,-0.04460297032834942,0.04120730734597744,51,2,2,0.0003421210937805751,0.000362905939962396,0.023378373162377557,0.020654337052241865
positive_beta_prior,2025-06-30,EWX,0.025,-0.06723265420701521,0.07131735210646978,51,2,2,0.002395697528289611,0.0021981699682972183,0.03695765100137487,0.03408245919988864
positive_beta_prior,2025-06-30,VWOB,0.025,-0.06451743560154605,0.05452557926539048,51,2,2,-0.0012745926392981953,-0.0020134354078320494,0.030209274852130506,0.02812623339296315
positive_beta_prior,2025-06-30,HYEM,0.025,-0.055945185555778904,0.04027979747884619,51,2,2,-0.0007961967046601631,-0.001835642854812737,0.026144277822748356,0.022134681427403713
positive_beta_prior,2025-07-31,SPY,0.025,-0.0870299373053627,0.08405006046625402,52,2,2,0.008319998393545776,0.008334335522427055,0.046053469308444485,0.04538485966273094
positive_beta_prior,2025-07-31,MGK,0.025,-0.10333723824623105,0.10884494994362522,52,2,2,0.011079752886673596,0.011227649591788718,0.06015727754500016,0.05776996723055972
positive_beta_prior,2025-07-31,VTV,0.025,-0.07649391591078449,0.06741573152699021,52,2,2,0.0057055716814020194,0.004916797348555711,0.04153219245869116,0.03922931161361646
positive_beta_prior,2025-07-31,IJR,0.025,-0.08555178378444434,0.11607243123399558,52,2,2,0.0004177889950951688,0.0005204453845203725,0.05863348266258403,0.05772596842796
