variant,window_date,asset_id,target_winsorize_quantile,lower,upper,n_train,n_low_clipped,n_high_clipped,mean_before,mean_after,std_before,std_after
positive_beta_prior,2025-05-30,BNDX,0.01,-0.03499944740455213,0.02997737148706061,50,1,1,-0.0027348125869511297,-0.0026753826062909532,0.015916552039829987,0.015754819668306805
positive_beta_prior,2025-05-30,LQD,0.01,-0.06498753370552302,0.06681726667814442,50,1,1,-0.003152480733546488,-0.003181055993976537,0.029857848780693245,0.029548380223671438
positive_beta_prior,2025-05-30,HYG,0.01,-0.058769671311678984,0.05479085231663799,50,1,1,5.2760762575032596e-05,0.00010484034890691274,0.023523287034608542,0.022221621810285492
positive_beta_prior,2025-05-30,EWX,0.01,-0.08041342060239638,0.08957814538286107,50,1,1,0.0014349156952656505,0.0013927030760855553,0.036683836446088615,0.03537609689563451
positive_beta_prior,2025-05-30,VWOB,0.01,-0.0655727062924016,0.07474963722616411,50,1,1,-0.001725584997727383,-0.0020473157365861563,0.03034204982138476,0.029397200159398246
positive_beta_prior,2025-05-30,HYEM,0.01,-0.05993889539841449,0.07137351125852551,50,1,1,-0.0011012187111369331,-0.0016834632771270874,0.026317882165175485,0.024177574168900085
positive_beta_prior,2025-06-30,SPY,0.01,-0.0915970218332865,0.08824437964326459,51,1,1,0.008108926350340292,0.008135890582060053,0.04648631486148372,0.04627694427310738
positive_beta_prior,2025-06-30,MGK,0.01,-0.12030164226939699,0.12196403963379798,51,1,1,0.010605593481912853,0.010635507254696886,0.060657655501128116,0.05967163000150717
positive_beta_prior,2025-06-30,VTV,0.01,-0.08030021156001138,0.09173015983022115,51,1,1,0.005859941643768946,0.005429601139663909,0.04193038901454367,0.04087519015136675
positive_beta_prior,2025-06-30,IJR,0.01,-0.09339935815833678,0.12125093948283272,51,1,1,0.0003246960305295518,0.00043804899562940923,0.05921303348395246,0.058903943863269734
positive_beta_prior,2025-06-30,IWM,0.01,-0.09927860866119609,0.1123244654388893,51,1,1,-0.0004823898487730129,-0.0005570160199526317,0.06061112284139657,0.06044818977189853
positive_beta_prior,2025-06-30,VNQ,0.01,-0.10907783686416195,0.1076931274200219,51,1,1,0.0013546316736564024,0.0016285501827757605,0.058128827004899894,0.05689422099464237
positive_beta_prior,2025-06-30,VNQI,0.01,-0.09902889654430186,0.1082149061775991,51,1,1,-0.0022727694219576216,-0.002200285638582371,0.04884630943744813,0.046831056279878484
positive_beta_prior,2025-06-30,VEA,0.01,-0.09692681547961812,0.10374121120797941,51,1,1,0.003744122309134855,0.003476900509196766,0.0459000700780636,0.04486503558839813
positive_beta_prior,2025-06-30,VWO,0.01,-0.08659431229394704,0.10902597141951076,51,1,1,-0.0003407857045992409,-0.0006008603055455805,0.0422731045191081,0.03969124880898677
positive_beta_prior,2025-06-30,VSS,0.01,-0.1078029952795932,0.09893146898839666,51,1,1,0.001514017952864879,0.0013631508678425693,0.04674135179227695,0.04616530144555858
positive_beta_prior,2025-06-30,BND,0.01,-0.042350207860312905,0.036784942584837776,51,1,1,-0.002946087753866084,-0.0029814589762495593,0.01921933739932757,0.018965325975504925
positive_beta_prior,2025-06-30,IEF,0.01,-0.046379756929183724,0.03698633211622804,51,1,1,-0.0037435755512500533,-0.0037486119168930274,0.022871930304032898,0.022593322148751895
positive_beta_prior,2025-06-30,BNDX,0.01,-0.034931300878885685,0.029969867798802508,51,1,1,-0.0026838969495620742,-0.0026244431873970317,0.015760777543273402,0.01559738267105999
positive_beta_prior,2025-06-30,LQD,0.01,-0.06493502715181299,0.06673560169542414,51,1,1,-0.0027526165445376795,-0.002781203239645772,0.02969538299107734,0.02938476060164492
positive_beta_prior,2025-06-30,HYG,0.01,-0.05850638049901402,0.054580703939005604,51,1,1,0.0003421210937805751,0.00039422152028305697,0.023378373162377557,0.022070036324077547
positive_beta_prior,2025-06-30,EWX,0.01,-0.08017778157495487,0.08929943225421544,51,1,1,0.002395697528289611,0.0023534680173051227,0.03695765100137487,0.035662982465925676
positive_beta_prior,2025-06-30,VWOB,0.01,-0.06557000825138398,0.07441864251284169,51,1,1,-0.0012745926392981953,-0.0015964521219500284,0.030209274852130506,0.029267068832297207
positive_beta_prior,2025-06-30,HYEM,0.01,-0.059925501095555334,0.07076598984751326,51,1,1,-0.0007961967046601631,-0.0013786742616731201,0.026144277822748356,0.024003728894420172
positive_beta_prior,2025-07-31,SPY,0.01,-0.0915315671074318,0.08820642843376406,52,1,1,0.008319998393545776,0.00834697299612389,0.046053469308444485,0.045842057666323634
positive_beta_prior,2025-07-31,MGK,0.01,-0.12005394666461282,0.12174685607725357,52,1,1,0.011079752886673596,0.011109678164754853,0.06015727754500016,0.05916358579463355
positive_beta_prior,2025-07-31,VTV,0.01,-0.08029462947687015,0.09128563043289287,52,1,1,0.0057055716814020194,0.005275065661718481,0.04153219245869116,0.040467378241696925
positive_beta_prior,2025-07-31,IJR,0.01,-0.09325186229630403,0.12121906364520184,52,1,1,0.0004177889950951688,0.0005311855574892954,0.05863348266258403,0.058321332260632144
positive_beta_prior,2025-07-31,IWM,0.01,-0.09927337901429494,0.11224311709738495,52,1,1,-0.00022771682583517123,-0.00030237169938832076,0.06004204653297472,0.059877944186033094
positive_beta_prior,2025-07-31,VNQ,0.01,-0.10863859713697975,0.10753328457214148,52,1,1,0.0012715949481496719,0.0015456188105417686,0.057559229894356266,0.05631448882743683
positive_beta_prior,2025-07-31,VNQI,0.01,-0.09856799595658841,0.1078279390489285,52,1,1,-0.002689292803334492,-0.0026167811415810185,0.04845822889781614,0.04643069669325835
positive_beta_prior,2025-07-31,VEA,0.01,-0.09684520000957586,0.10338702950200036,52,1,1,0.003332470808845676,0.003065146231292227,0.045544682113617126,0.04450034524764619
positive_beta_prior,2025-07-31,VWO,0.01,-0.08626172090829815,0.1084281039408967,52,1,1,-0.0002767387030788715,-0.0005369133327178808,0.041859158539873306,0.0392564776348176
positive_beta_prior,2025-07-31,VSS,0.01,-0.10775154483858783,0.0987261341206686,52,1,1,0.0013095035607464218,0.0011585784499221817,0.04630432607636206,0.04572257168010683
positive_beta_prior,2025-07-31,BND,0.01,-0.04230943724040544,0.036708093318099176,52,1,1,-0.0030145212979097447,-0.0030499061246095213,0.019036377053321743,0.01877996113380674
positive_beta_prior,2025-07-31,IEF,0.01,-0.046309481290385895,0.03691091938447439,52,1,1,-0.0038595509660083803,-0.003864589268715063,0.022662022294724343,0.022381012009154627
positive_beta_prior,2025-07-31,BNDX,0.01,-0.03486315435321924,0.029962364110544405,52,1,1,-0.002728189442267689,-0.0026687128132710444,0.015608763374469424,0.01544408632491948
positive_beta_prior,2025-07-31,LQD,0.01,-0.06488252059810296,0.06665393671270387,52,1,1,-0.002791063890814851,-0.002819661580805677,0.02940411760267529,0.029090508766258023
positive_beta_prior,2025-07-31,HYG,0.01,-0.05824308968634906,0.05437055556137322,52,1,1,0.0002873582985856865,0.0003394787637137471,0.023151406952460717,0.021832203720410344
positive_beta_prior,2025-07-31,EWX,0.01,-0.07994214254751335,0.0890207191255698,52,1,1,0.002420583864089447,0.0023783381109853505,0.03659396736937124,0.03528787537708833
positive_beta_prior,2025-07-31,VWOB,0.01,-0.06556731021036637,0.07408764779951928,52,1,1,-0.0011837662757825385,-0.0015057495505430827,0.029918809035243236,0.028970076374686092
positive_beta_prior,2025-07-31,HYEM,0.01,-0.05991210679269618,0.070158468436501,52,1,1,-0.0006792422151125483,-0.0012619438019551234,0.025900427029114593,0.023748599084779175
positive_beta_prior,2025-08-29,SPY,0.01,-0.0914661123815771,0.08816847722426349,53,1,1,0.008484261806604877,0.008511246388688198,0.04562417280319489,0.0454107261383533
positive_beta_prior,2025-08-29,MGK,0.01,-0.11980625105982864,0.121529672520709,53,1,1,0.010974600181954803,0.011004536531171123,0.05958095227803428,0.05857846579700631
positive_beta_prior,2025-08-29,VTV,0.01,-0.08028904739372893,0.09084110103556428,53,1,1,0.00618970379948542,0.005759038510094264,0.041281639516650696,0.04021793178587282
positive_beta_prior,2025-08-29,IJR,0.01,-0.09310436643427128,0.12118718780757093,53,1,1,0.001668437180918304,0.0017818756954257838,0.05877644525994583,0.05846277953713139
positive_beta_prior,2025-08-29,IWM,0.01,-0.0992681493673938,0.11216176875588055,53,1,1,0.0010644498459761002,0.000989767353157855,0.06020143966458232,0.060039466558641265
positive_beta_prior,2025-08-29,VNQ,0.01,-0.10819935740979754,0.10737344172426094,53,1,1,0.0018369329016156865,0.002111058141685323,0.05715147705610083,0.055896785070231186
positive_beta_prior,2025-08-29,VNQI,0.01,-0.09810709536887498,0.10744097192025762,53,1,1,-0.0019214031342625851,-0.0018488646461451666,0.04831453143136226,0.04628339032945365
positive_beta_prior,2025-08-29,VEA,0.01,-0.0967635845395336,0.10303284779602108,53,1,1,0.0040378080326814204,0.0037703845559131873,0.045395978549888576,0.04435396383486782
positive_beta_prior,2025-08-29,VWO,0.01,-0.08592912952264924,0.10783023646228224,53,1,1,0.00031709987981788515,5.6828996153846374e-05,0.04167953159907015,0.03907490673463878
positive_beta_prior,2025-08-29,VSS,0.01,-0.10770009439758248,0.09852079925294037,53,1,1,0.002147150014395626,0.0019961690674223554,0.0462606272698465,0.045681628533888886
positive_beta_prior,2025-08-29,BND,0.01,-0.04226866662049797,0.03663124405136053,53,1,1,-0.0028052261627249343,-0.002840624080370586,0.01891392003224625,0.018656428640249908
positive_beta_prior,2025-08-29,IEF,0.01,-0.04623920565158806,0.03683550665272068,53,1,1,-0.00354141234089977,-0.003546452507573419,0.022562251814141464,0.022280295001264994
positive_beta_prior,2025-08-29,BNDX,0.01,-0.03479500782755279,0.0299548604222863,53,1,1,-0.0027157202032779626,-0.002656221570349022,0.015458217074438058,0.015292023084984105
positive_beta_prior,2025-08-29,LQD,0.01,-0.06483001404439291,0.06657227172998353,53,1,1,-0.002606769322014757,-0.0026353775919870826,0.029150905402472817,0.02883489253232941
positive_beta_prior,2025-08-29,HYG,0.01,-0.0579797988736841,0.05416040718374068,53,1,1,0.00042518698438489,0.00047732673196397644,0.0229496626720268,0.021620437702203222
positive_beta_prior,2025-08-29,EWX,0.01,-0.07970650352007183,0.08874200599692396,53,1,1,0.0034956840409672957,0.0034534226586537603,0.03707594517574458,0.035790602614469806
positive_beta_prior,2025-08-29,VWOB,0.01,-0.06556461216934875,0.07375665308619662,53,1,1,-0.000903800312290759,-0.0012259027077596897,0.02969975061766008,0.028748890887825212
positive_beta_prior,2025-08-29,HYEM,0.01,-0.05989871248983702,0.06955094702548832,53,1,1,-0.000373655432730694,-0.0009565725954470607,0.02574647192365626,0.023596120509313253
positive_beta_prior,2025-09-30,SPY,0.01,-0.0914006576557224,0.08813052601476296,54,1,1,0.008921387772089548,0.008948381964066774,0.04530572372076577,0.04509056648178138
positive_beta_prior,2025-09-30,MGK,0.01,-0.11955855545504447,0.12131248896416458,54,1,1,0.011611756191997856,0.011641703202307204,0.05920163072336332,0.058193208372574357
positive_beta_prior,2025-09-30,VTV,0.01,-0.08028346531058769,0.090396571638236,54,1,1,0.0064367417626599545,0.0060059231024392435,0.040930612480844425,0.03986273645312604
positive_beta_prior,2025-09-30,IJR,0.01,-0.09295687057223855,0.12115531196994005,54,1,1,0.0017677412340485724,0.0018812201468874296,0.058223883112785604,0.05790722270923148
positive_beta_prior,2025-09-30,IWM,0.01,-0.09926291972049264,0.11208042041437621,54,1,1,0.0015683093413945384,0.0014936002522469428,0.059745637255610856,0.05958312451666493
positive_beta_prior,2025-09-30,VNQ,0.01,-0.10776011768261534,0.10721359887638052,54,1,1,0.00175040561960812,0.0020246284826264996,0.05661331546382542,0.05534883507539934
positive_beta_prior,2025-09-30,VNQI,0.01,-0.09764619478116153,0.107054004791587,54,1,1,-0.0016981934999202267,-0.0016256291790078938,0.04788466437818779,0.045838068472045815
positive_beta_prior,2025-09-30,VEA,0.01,-0.09668196906949134,0.10267866609004203,54,1,1,0.00437046099754092,0.004102942284491788,0.045032071662164816,0.04398499900295306
positive_beta_prior,2025-09-30,VWO,0.01,-0.08559653813700034,0.1072323689836682,54,1,1,0.0012978096333496809,0.0010374460606245106,0.04190874678886383,0.03933187505170631
positive_beta_prior,2025-09-30,VSS,0.01,-0.10764864395657711,0.09831546438521228,54,1,1,0.0024440952610871435,0.002293060545970364,0.045874055257395636,0.045291618293531406
positive_beta_prior,2025-09-30,BND,0.01,-0.0422278960005905,0.036554394784621934,54,1,1,-0.002612440760532275,-0.0026478512842739534,0.018788124002878347,0.01852946412180825
positive_beta_prior,2025-09-30,IEF,0.01,-0.04616893001279023,0.03676009392096703,54,1,1,-0.003418812546817383,-0.0034238545084221833,0.02236653862387346,0.022082352088970567
positive_beta_prior,2025-09-30,BNDX,0.01,-0.03472686130188634,0.029947356734028197,54,1,1,-0.002631423621613449,-0.0025719037997126676,0.015324215533627296,0.015156370001878718
positive_beta_prior,2025-09-30,LQD,0.01,-0.06477750749068288,0.06649060674726326,54,1,1,-0.0022751904249042857,-0.0023038088830069432,0.028977211672902854,0.028659785420572608
positive_beta_prior,2025-09-30,HYG,0.01,-0.05771650806101914,0.05395025880610829,54,1,1,0.0005176748248631416,0.0005698331407284038,0.02274228312883123,0.02140260276075635
positive_beta_prior,2025-09-30,EWX,0.01,-0.0794708644926303,0.08846329286827831,54,1,1,0.003603912362163278,0.0035616359294999176,0.036733117189596404,0.03543735251232902
positive_beta_prior,2025-09-30,VWOB,0.01,-0.06556191412833114,0.07342565837287421,54,1,1,-0.000677547025898794,-0.0009997641301980182,0.029465175179826473,0.0285110184390163
positive_beta_prior,2025-09-30,HYEM,0.01,-0.059885318186977864,0.06894342561447607,54,1,1,-0.0004280423794682108,-0.0010111671337667393,0.025505555474386703,0.023339536401759557
positive_beta_prior,2025-10-31,SPY,0.01,-0.0913352029298677,0.08809257480526243,55,1,1,0.00912797633885744,0.009154979791277886,0.04491040711720454,0.04469328374325766
positive_beta_prior,2025-10-31,MGK,0.01,-0.11931085985026028,0.12109530540762015,55,1,1,0.01216147274603402,0.012191430029760284,0.058792424001239296,0.057777508737139674
positive_beta_prior,2025-10-31,VTV,0.01,-0.08027788322744647,0.08995204224090772,55,1,1,0.006185678472213474,0.005754712018284284,0.0405925792253952,0.03951528024956089
positive_beta_prior,2025-10-31,IJR,0.01,-0.0928093747102058,0.12112343613230916,55,1,1,0.0015154442894092421,0.0016289621315492447,0.05771259275305757,0.057393818022506676
positive_beta_prior,2025-10-31,IWM,0.01,-0.09925769007359149,0.11199907207287187,55,1,1,0.0017964392268389336,0.0017217045085012358,0.05921402650770004,0.05905040105023111
positive_beta_prior,2025-10-31,VNQ,0.01,-0.10732087795543314,0.10705375602850009,55,1,1,0.0012115245035108726,0.001485841439552586,0.056228871528168765,0.05496027318093495
positive_beta_prior,2025-10-31,VNQI,0.01,-0.0971852941934481,0.1066670376629164,55,1,1,-0.0019581409563520645,-0.0018855517420191764,0.04747837095054195,0.045417879248735915
positive_beta_prior,2025-10-31,VEA,0.01,-0.09660035359944907,0.10232448438406298,55,1,1,0.004548417481886976,0.004280806995694433,0.0446326760841844,0.04357863609785073
positive_beta_prior,2025-10-31,VWO,0.01,-0.08526394675135143,0.10663450150505414,55,1,1,0.0014752964454353488,0.001214843554160361,0.041539749304071,0.03894568416126287
positive_beta_prior,2025-10-31,VSS,0.01,-0.10759719351557175,0.09811012951748421,55,1,1,0.0023124011516061564,0.0021613146235510876,0.04545780376317812,0.04487001153440315
positive_beta_prior,2025-10-31,BND,0.01,-0.04218712538068303,0.036477545517883334,55,1,1,-0.002518800068060453,-0.0025542227394946674,0.018626297453441545,0.018365748511613888
positive_beta_prior,2025-10-31,IEF,0.01,-0.046098654373992395,0.036684681189213385,55,1,1,-0.0032908851325316704,-0.003295928823797398,0.022178774453491833,0.02189242334949634
positive_beta_prior,2025-10-31,BNDX,0.01,-0.034658714776219894,0.029939853045770095,55,1,1,-0.002464967470762323,-0.0024054272303977676,0.015231768429332786,0.015062378619165201
positive_beta_prior,2025-10-31,LQD,0.01,-0.06472500093697284,0.06640894176454298,55,1,1,-0.00226984709973941,-0.0022984753754949324,0.028707677706642655,0.028387409194091117
positive_beta_prior,2025-10-31,HYG,0.01,-0.05745321724835418,0.05374011042847591,55,1,1,0.000443138331493411,0.0004953145404344424,0.022537502415602713,0.02118774135436334
positive_beta_prior,2025-10-31,EWX,0.01,-0.07923522546518878,0.08818457973963267,55,1,1,0.0034672030850817735,0.0034249121493540352,0.036405526700690256,0.0350993996793289
positive_beta_prior,2025-10-31,VWOB,0.01,-0.06555921608731352,0.07309466365955179,55,1,1,-0.0003435707119668472,-0.0006658983538661731,0.029295964642314286,0.028341912135410454
positive_beta_prior,2025-10-31,HYEM,0.01,-0.05987192388411871,0.06833590420346382,55,1,1,-0.0004152306628207526,-0.0009985554599166368,0.025268467972682427,0.023088534805746838
positive_beta_prior,2025-11-28,SPY,0.01,-0.09126974820401301,0.0880546235957619,56,1,1,0.008946412159062103,0.00897342454119565,0.04452099523915146,0.04430214072799923
positive_beta_prior,2025-11-28,MGK,0.01,-0.11906316424547611,0.12087812185107573,56,1,1,0.011619765691237216,0.01164973288147265,0.058396367850803266,0.05737568084812809
positive_beta_prior,2025-11-28,VTV,0.01,-0.08027230114430524,0.08950751284357944,56,1,1,0.006474319603185668,0.006043210633894731,0.04027981912138792,0.03919967710287285
positive_beta_prior,2025-11-28,IJR,0.01,-0.09266187884817305,0.12109156029467828,56,1,1,0.0018990889776501821,0.002012644358759146,0.05725754669804377,0.05693564517541411
positive_beta_prior,2025-11-28,IWM,0.01,-0.09925246042669035,0.11191772373136752,56,1,1,0.0018932873375608259,0.0018185279053612446,0.05867772374867559,0.058512781340392894
positive_beta_prior,2025-11-28,VNQ,0.01,-0.10688163822825093,0.10689391318061967,56,1,1,0.0015678285399759562,0.0018422361892901713,0.05577911918604515,0.05450023052630077
positive_beta_prior,2025-11-28,VNQI,0.01,-0.09672439360573465,0.10628007053424579,56,1,1,-0.0017196335050451924,-0.001647020286342484,0.04707861442999848,0.04500345417585063
positive_beta_prior,2025-11-28,VEA,0.01,-0.09651873812940681,0.10197030267808395,56,1,1,0.004586170339498018,0.004318471357774327,0.044225965568690156,0.04316376306752734
positive_beta_prior,2025-11-28,VWO,0.01,-0.08493135536570254,0.10603663402644009,56,1,1,0.0011786664774028324,0.0009181274575262344,0.04122019559348269,0.038608687226254226
positive_beta_prior,2025-11-28,VSS,0.01,-0.10754574307456638,0.09790479464975614,56,1,1,0.002392911055391342,0.0022417745648600656,0.045046684455100794,0.04445423908730636
positive_beta_prior,2025-11-28,BND,0.01,-0.042146354760775565,0.03640069625114474,56,1,1,-0.002420765398294742,-0.0024561997835753297,0.01847076556057106,0.018208393215998608
positive_beta_prior,2025-11-28,IEF,0.01,-0.04602837873519457,0.03660926845745973,56,1,1,-0.003109476236714741,-0.003114521595867791,0.022018114135833135,0.021729933352842064
positive_beta_prior,2025-11-28,BNDX,0.01,-0.03459056825055345,0.029932349357511993,56,1,1,-0.002506801262013198,-0.002447241332415718,0.015095908991715559,0.014925304732845946
positive_beta_prior,2025-11-28,LQD,0.01,-0.06467249438326281,0.06632727678182271,56,1,1,-0.0021168123873495153,-0.0021454501301274432,0.028468545143432743,0.02814588165901196
positive_beta_prior,2025-11-28,HYG,0.01,-0.057189926435689216,0.05352996205084352,56,1,1,0.0005148258920383762,0.0005670193550167565,0.022338118771901054,0.02097805479557947
positive_beta_prior,2025-11-28,EWX,0.01,-0.07899958643774727,0.08790586661098702,56,1,1,0.003116419669425546,0.003074114748600016,0.0361684340399512,0.03485490053339914
positive_beta_prior,2025-11-28,VWOB,0.01,-0.06555651804629592,0.07276366894622938,56,1,1,-0.00032574666548517074,-0.000648180897213166,0.029028722421739143,0.02806774657044735
positive_beta_prior,2025-11-28,HYEM,0.01,-0.05985852958125955,0.06772838279245157,56,1,1,-0.000447088438981643,-0.001030606134489263,0.025038835845072816,0.022844245625438717
positive_beta_prior,2025-12-31,SPY,0.01,-0.09120429347815831,0.08801667238626133,57,1,1,0.008746288455225123,0.008773309453748504,0.044147557757551456,0.04392703318623765
positive_beta_prior,2025-12-31,MGK,0.01,-0.11881546864069194,0.12066093829453116,57,1,1,0.011310389866554206,0.011340366615701992,0.05791973895197182,0.05689162096286991
positive_beta_prior,2025-12-31,VTV,0.01,-0.08026671906116402,0.08906298344625085,57,1,1,0.00644127900716659,0.0060100325230529085,0.03991933724277847,0.038831339320729866
positive_beta_prior,2025-12-31,IJR,0.01,-0.0925143829861403,0.12105968445704737,57,1,1,0.0017895899013909218,0.0019031815043120419,0.05675003747569406,0.056425666842641616
positive_beta_prior,2025-12-31,IWM,0.01,-0.0992472307797892,0.11183637538986313,57,1,1,0.0016789140563080822,0.001604130777399664,0.05817397411192297,0.05800737528362635
positive_beta_prior,2025-12-31,VNQ,0.01,-0.10644239850106874,0.10673407033273913,57,1,1,0.0010921582919339653,0.0013666534715988372,0.055395378616960575,0.05411189537199113
positive_beta_prior,2025-12-31,VNQI,0.01,-0.09626349301802122,0.1058931034055749,57,1,1,-0.0016737721070152263,-0.0016011357262012932,0.04665766093629219,0.04456688978344593
positive_beta_prior,2025-12-31,VEA,0.01,-0.09643712265936455,0.10161612097210465,57,1,1,0.005004388894813503,0.0047366045226650165,0.043942898023318626,0.04287788200646745
positive_beta_prior,2025-12-31,VWO,0.01,-0.08459876398005363,0.10543876654782562,57,1,1,0.0012673179181162523,0.0010066957916942342,0.040855982915353244,0.03822633410713955
positive_beta_prior,2025-12-31,VSS,0.01,-0.10749429263356103,0.09769945978202792,57,1,1,0.002657184290907849,0.0025059995909697025,0.04468723417438362,0.04409138949724737
positive_beta_prior,2025-12-31,BND,0.01,-0.042105584140868096,0.036323846984406084,57,1,1,-0.0024878972803974637,-0.002523342968512273,0.018312120437233112,0.018047517325468925
positive_beta_prior,2025-12-31,IEF,0.01,-0.04595810309639673,0.03653385572570603,57,1,1,-0.003245143728555855,-0.0032501906970738674,0.02184466474122733,0.021554379205656136
positive_beta_prior,2025-12-31,BNDX,0.01,-0.034522421724887,0.029924845669253883,57,1,1,-0.0026107246143360087,-0.002551145686355882,0.014981077086336936,0.01480973420642728
positive_beta_prior,2025-12-31,LQD,0.01,-0.06461998782955276,0.06624561179910238,57,1,1,-0.0022657487321473876,-0.002294395609771497,0.02823561533177713,0.027910272397185226
positive_beta_prior,2025-12-31,HYG,0.01,-0.05692663562302426,0.05331981367321098,57,1,1,0.0005348128117643775,0.0005870229233752847,0.022138287130142903,0.02076782003475973
positive_beta_prior,2025-12-31,EWX,0.01,-0.07876394741030575,0.0876271534823412,57,1,1,0.0031586983056835385,0.003116379890465398,0.035845468132474606,0.03452162951446074
positive_beta_prior,2025-12-31,VWOB,0.01,-0.0655538200052783,0.07243267423290672,57,1,1,-0.0003421920305738908,-0.0006647291121365714,0.028768637802182122,0.027800448309240756
positive_beta_prior,2025-12-31,HYEM,0.01,-0.059845135278400394,0.06712086138143888,57,1,1,-0.00032597781845854624,-0.0009096816440125856,0.02483110847291286,0.022627710158237266
positive_beta_prior,2026-01-30,SPY,0.01,-0.09113883875230361,0.0879787211767608,58,1,1,0.0087953880762623,0.008822417394058627,0.04376018256408277,0.04353773065046575
positive_beta_prior,2026-01-30,MGK,0.01,-0.11856777303590776,0.12044375473798674,58,1,1,0.010773816215419922,0.010803802193862398,0.05755467570999546,0.056521167159317855
positive_beta_prior,2026-01-30,VTV,0.01,-0.08026113697802278,0.08861845404892257,58,1,1,0.00706515611227182,0.006633776855225839,0.03985186721415389,0.03877158786556583
positive_beta_prior,2026-01-30,IJR,0.01,-0.09236688712410757,0.12102780861941649,58,1,1,0.002684998324597948,0.0027986249003032187,0.056661869405721856,0.05633535552796742
positive_beta_prior,2026-01-30,IWM,0.01,-0.09924200113288806,0.11175502704835878,58,1,1,0.0025384831293600433,0.002463676826043094,0.0580318271126688,0.05786600714630544
positive_beta_prior,2026-01-30,VNQ,0.01,-0.10600315877388654,0.10657422748485872,58,1,1,0.0014686014483483952,0.0017431811400759726,0.054982098822086545,0.05368881208492014
positive_beta_prior,2026-01-30,VNQI,0.01,-0.09580259243030777,0.10550613627690429,58,1,1,-0.0009109216946528097,-0.000838262950421136,0.04661006334219268,0.044519857553732244
positive_beta_prior,2026-01-30,VEA,0.01,-0.09635550718932229,0.10126193926612562,58,1,1,0.005890961732488146,0.0056230949144122746,0.04407595870355822,0.04302138999668487
positive_beta_prior,2026-01-30,VWO,0.01,-0.08426617259440473,0.10484089906921157,58,1,1,0.0020584866540590647,0.0017977842868345786,0.04094181130205213,0.038329635917289745
positive_beta_prior,2026-01-30,VSS,0.01,-0.10744284219255566,0.09749412491429983,58,1,1,0.003657612228751431,0.003506380981799757,0.044944013598831135,0.044355594810192814
positive_beta_prior,2026-01-30,BND,0.01,-0.042064813520960635,0.03624699771766749,58,1,1,-0.002461289792986137,-0.0024967463941822626,0.01815190811354068,0.01788520009537477
positive_beta_prior,2026-01-30,IEF,0.01,-0.0458878274575989,0.03645844299395237,58,1,1,-0.0032819331718561494,-0.003286981694243779,0.021654009676061948,0.02136137327260451
positive_beta_prior,2026-01-30,BNDX,0.01,-0.034454275199220556,0.02991734198099578,58,1,1,-0.0025301979714925688,-0.0024706007002464384,0.014861741443180771,0.014688834117652146
positive_beta_prior,2026-01-30,LQD,0.01,-0.06456748127584273,0.0661639468163821,58,1,1,-0.0022208247003346147,-0.002249480397810209,0.027988929692119715,0.027660903150660308
positive_beta_prior,2026-01-30,HYG,0.01,-0.0566633448103593,0.0531096652955786,58,1,1,0.0005766340660203799,0.0006288602521730401,0.021945543705572182,0.020564885583064553
