variant,date,rmse,mae,nlpd,cover_1sd,cover_2sd
positive_beta_prior,2025-05-30,0.032297447587263724,0.028036302051340372,-2.1062824035650562,0.8333333333333334,1.0
positive_beta_prior,2025-06-30,0.009912890657528779,0.007567431314390146,-2.4169979151493903,1.0,1.0
positive_beta_prior,2025-07-31,0.03601447161371606,0.029178770343174756,-2.0932043932232696,0.7222222222222222,1.0
positive_beta_prior,2025-08-29,0.01913251135165658,0.014533026053820937,-2.3617115502231005,0.9444444444444444,1.0
positive_beta_prior,2025-09-30,0.014698037435395528,0.01170465617648919,-2.369402353037376,1.0,1.0
positive_beta_prior,2025-10-31,0.013948095456137927,0.01014611605422574,-2.444777541027096,1.0,1.0
positive_beta_prior,2025-11-28,0.013073389199484187,0.010258158720675425,-2.4033427822205007,1.0,1.0
positive_beta_prior,2025-12-31,0.03022400762461433,0.02301830146393242,-2.26561219795775,0.7777777777777778,1.0
positive_beta_prior,2026-01-30,0.030410964781954243,0.024776958290487903,-2.1884066358211958,0.7222222222222222,1.0
positive_beta_prior,2026-02-27,0.058372247798865844,0.050467920611786454,-1.3246783289556294,0.2222222222222222,0.7777777777777778
positive_beta_prior,2026-03-31,0.06730775922744321,0.05337859305041079,-1.3989459252887042,0.3888888888888889,0.7777777777777778
positive_beta_prior,2026-04-30,0.027088772615970192,0.019499072596266577,-2.2955001579170387,0.9444444444444444,1.0
