BNDX,EWX,HYEM,HYG,IEF,IJR,IWM,LQD,SPY,VEA,VNQ,VNQI,VSS,VTV,VWO,VWOB
0.04407281266508129,0.07063449642100599,0.06162452141028822,0.060447925500691335,0.0360622463321593,0.06315707494336874,0.06577555473278628,0.03776401656480633,0.11168892103883206,0.09245477832053726,0.04562352107161372,0.020927092959116666,0.06512561521518043,0.10384718344611625,0.06878132336143213,0.05201291601698381
