variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
positive_no_prior,2025-05-30,0.32294261095144067,0.9973810815262447,0.7309413582829956,0.0,0.7521898403401558,0.9854730681514062,0.8537165267515066,0.7058062844233002
positive_no_prior,2025-06-30,0.3705716641484071,0.9962947760968622,0.7067453565326351,0.0,0.7290779759180173,0.9629327194369238,0.8290853236589816,0.6816993790107062
positive_no_prior,2025-07-31,0.47220864019528114,0.9950372977504937,0.7568812640921291,0.0,0.7750340475209239,0.9705862912863957,0.848233584458342,0.7381792142533768
positive_no_prior,2025-08-29,0.32896193824243286,0.996341012064305,0.7494734868203684,0.0,0.7694402216372793,0.9829043290695315,0.8496623627822485,0.7289623783557314
positive_no_prior,2025-09-30,0.4277790885171592,0.9933309552398724,0.7369110232555498,0.0,0.75666478198341,0.9637277950823253,0.833342918671572,0.7171690604144743
positive_no_prior,2025-10-31,0.24357086441946185,0.9946789662304898,0.7146551983958525,0.0,0.7379982478151776,0.9737379064736404,0.8304656462752571,0.6909459728457382
positive_no_prior,2025-11-28,0.08607926442671543,0.996087019619603,0.6994419565380857,0.0,0.7263285498103965,0.9915788557643876,0.8211928906774703,0.674516568446558
positive_no_prior,2025-12-31,0.30108859346318234,0.9943069842373395,0.7056056857026481,0.0,0.7285818589392858,0.9748521897085838,0.8214073479601814,0.681898258783783
positive_no_prior,2026-01-30,0.3204754706250015,0.9927243091030984,0.7124920403297044,0.0,0.7344551069447866,0.9580051882056063,0.821266062129139,0.6902233429534423
positive_no_prior,2026-02-27,0.244440908907742,0.9935135849800367,0.6738781924981873,0.0,0.7009604245256906,0.9710779681606172,0.7977357754924882,0.648521521963921
positive_no_prior,2026-03-31,0.2736508420402375,0.9952434360913213,0.6830723558727273,0.0,0.7101690380761174,0.9745053239661888,0.8300832747988889,0.6529756323130407
positive_no_prior,2026-04-30,0.30133989479526513,0.9934181336971565,0.6893957741529521,0.0,0.7140577454878083,0.9744873763937402,0.8181935379837963,0.6630277280143542
positive_beta_prior,2025-05-30,0.4066063619401166,0.9931241903897646,0.7294325688251673,0.0,0.7498700019992365,0.9663812754102958,0.8274818492216054,0.7093594877991248
positive_beta_prior,2025-06-30,0.42677402502824613,0.9916995185624303,0.7360206046798342,0.0,0.7550724989453861,0.9606711893351485,0.8370282051433,0.7153418833251087
positive_beta_prior,2025-07-31,0.4410658790393972,0.9932465553725761,0.7358136507692276,0.0,0.7550667574176395,0.9589715907178622,0.834876661821139,0.7155330343334032
positive_beta_prior,2025-08-29,0.4483565688845634,0.9925659741726383,0.7433118134815495,0.0,0.7617199505249178,0.956657848075117,0.8342365688678891,0.7246972966308027
positive_beta_prior,2025-09-30,0.43798545993969695,0.9912598105089236,0.7456559390188708,0.0,0.7640132825367179,0.9638557303851033,0.8367142345638865,0.7270140832380013
positive_beta_prior,2025-10-31,0.5175261964560844,0.9933215183729386,0.75985535231299,0.0,0.7764108517536377,0.9533641029791067,0.8471237526923578,0.741989380581781
