asset_id,n,rmse,mae,bias,mean_y_true,mean_y_pred,std_y_true,std_y_pred,mean_pred_std,mean_gaussian_nll,standardized_residual_mean,standardized_residual_std,coverage_50,coverage_80,coverage_95
IWM,6,0.055024984087935117,0.04205096083173576,-0.0160506384826511,0.023352285356767685,0.007301646874116583,0.05685753749320573,0.005535538062292494,0.05190042420219051,-1.4413511285412186,0.3191934328620269,1.1472476158030984,0.6666666666666666,0.8333333333333334,0.8333333333333334
MGK,6,0.07306806382735274,0.06482484891030751,0.0018336985454092843,0.0136416920465316,0.015475390591940886,0.07997203139755213,0.0067687630192474904,0.052302346044927346,-0.9990134352360099,-0.06275082135893846,1.576242291657274,0.16666666666666666,0.6666666666666666,0.8333333333333334
SPY,6,0.05131551684454415,0.04203167431293508,0.0005321051340257151,0.01205101542000287,0.012583120554028583,0.05468637210110419,0.005908297854899988,0.03577172989025087,-1.3519987153808446,-0.01655939383772061,1.597457046201743,0.5,0.6666666666666666,0.8333333333333334
VTV,6,0.03480644372900667,0.03133279180139168,-0.005318089663854917,0.013903745657972984,0.008585655994118067,0.03636707174788136,0.004914479941336894,0.03524268457973045,-1.8919143373719631,0.11240175173042623,1.1299299236727056,0.5,0.8333333333333334,1.0
