feature_set,asset_id,n,rmse,mae,bias,mean_y_true,mean_y_pred,std_y_true,std_y_pred,mean_pred_std,mean_gaussian_nll,standardized_residual_mean,standardized_residual_std,coverage_50,coverage_80,coverage_95
momentum_plus_volatility,IWM,6,0.0560095248308256,0.0420238958773601,-0.0181135487823588,0.0233522853567676,0.0052387365744088,0.0568575374932057,0.0037255773429692,0.0559519044271109,-1.288000016660528,0.3733710925778525,1.21869294212983,0.6666666666666666,0.8333333333333334,0.8333333333333334
momentum_plus_volatility,MGK,6,0.0748272478006077,0.0678718355703576,0.0008281148757084,0.0136416920465316,0.01446980692224,0.0799720313975521,0.0050856189397325,0.0531061312422703,-1.0366388209748334,-0.0383880624193294,1.53344616536412,0.1666666666666666,0.6666666666666666,0.8333333333333334
momentum_plus_volatility,SPY,6,0.0496773136682743,0.0422146565564926,-0.0001831557534634,0.0120510154200028,0.0118678596665394,0.0546863721011041,0.0054504122645566,0.0382883000646468,-1.4164937818361971,-0.0225929165074927,1.4956714453915725,0.3333333333333333,0.6666666666666666,0.8333333333333334
momentum_plus_volatility,VTV,6,0.0356320446666838,0.0310831096553445,-0.0055514659127236,0.0139037456579729,0.0083522797452493,0.0363670717478813,0.0025785992955412,0.0383038491981802,-1.8448072955197696,0.1585530568347936,1.0897159226247768,0.5,0.6666666666666666,1.0
momentum_trend,IWM,6,0.0598578218451596,0.0462456257190255,-0.0179194371675752,0.0233522853567676,0.0054328481891923,0.0568575374932057,0.0076509298325402,0.0541528917872889,-1.3773696316758512,0.2785523394271347,1.1962535814690796,0.5,0.6666666666666666,0.8333333333333334
momentum_trend,MGK,6,0.0743607749808327,0.0655269527230958,-0.000973213306616,0.0136416920465316,0.0126684787399155,0.0799720313975521,0.0066991507863057,0.0512801810575082,-0.9496596297592076,0.0718162939056755,1.6305045187445957,0.1666666666666666,0.5,0.8333333333333334
momentum_trend,SPY,6,0.0527430698645537,0.0436602861216179,-0.0023359921850163,0.0120510154200028,0.0097150232349865,0.0546863721011041,0.0031830620453943,0.0362198841943996,-1.282730859821085,0.0009599679912567,1.641446631554595,0.5,0.6666666666666666,0.6666666666666666
momentum_trend,VTV,6,0.0417449671138487,0.035795793388586,-0.0025536125942587,0.0139037456579729,0.0113501330637142,0.0363670717478813,0.0096029387564613,0.037220576577885,-1.6910360545677647,0.0112676167719275,1.2836377015180185,0.5,0.8333333333333334,0.8333333333333334
target_history,IWM,6,0.0545737316518902,0.0391723799474329,-0.0195518726533725,0.0233522853567676,0.0038004127033951,0.0568575374932057,0.0047503421917551,0.0513847718969781,-1.4892821867510928,0.3927536213106609,1.077145991273723,0.6666666666666666,0.8333333333333334,0.8333333333333334
target_history,MGK,6,0.0741378644202264,0.0667359669880252,0.0006565730756643,0.0136416920465316,0.0142982651221959,0.0799720313975521,0.0033650330055246,0.0484364869651291,-1.025066728951866,-0.0407334333883363,1.6142545503780663,0.1666666666666666,0.5,0.8333333333333334
target_history,SPY,6,0.0503131537855618,0.0413399804741988,-0.0029618390693427,0.0120510154200028,0.00908917635066,0.0546863721011041,0.0018143944154015,0.0348610400846478,-1.442483055192931,0.0565209995761553,1.5445443907634988,0.5,0.6666666666666666,0.8333333333333334
target_history,VTV,6,0.0341510922186193,0.0291575683519828,-0.008007349040645,0.0139037456579729,0.0058963966173279,0.0363670717478813,0.0021188626543212,0.0349755912106878,-1.9652629027572557,0.2211939996819344,1.035638077844843,0.3333333333333333,0.8333333333333334,1.0
target_plus_macro,IWM,6,0.0663395114873525,0.0468301992186077,-0.0263423661748074,0.0233522853567676,-0.0029900808180398,0.0568575374932057,0.0182719421807874,0.0622521902424929,-1.1710311119305137,0.3937740884999371,1.2252324822841778,0.6666666666666666,0.8333333333333334,0.8333333333333334
target_plus_macro,MGK,6,0.0669773942101766,0.049407713280752,-0.0232563764637949,0.0136416920465316,-0.0096146844172634,0.0799720313975521,0.0242906131666326,0.0506636145057804,-1.0873957459511403,0.4804868616517069,1.4412609562169154,0.5,0.8333333333333334,0.8333333333333334
target_plus_macro,SPY,6,0.0502328014141347,0.0327535741173334,-0.015269245395742,0.0120510154200028,-0.0032182299757391,0.0546863721011041,0.013875172604464,0.039432353822474,-1.2142652156753933,0.4077532004690634,1.5727379662668195,0.6666666666666666,0.6666666666666666,0.8333333333333334
target_plus_macro,VTV,6,0.0401970170561411,0.0349911484253976,-0.0077368471179615,0.0139037456579729,0.0061668985400114,0.0363670717478813,0.0087896469760011,0.0438736637502067,-1.63709746043355,0.0732360165788135,1.1853191394657847,0.6666666666666666,0.6666666666666666,0.8333333333333334
target_plus_momentum,IWM,6,0.0569172747318143,0.0436765344476413,-0.0165325501509116,0.0233522853567676,0.006819735205856,0.0568575374932057,0.0036992699314992,0.0521982751361374,-1.3419780182594074,0.3530964550007118,1.230634502440669,0.5,0.8333333333333334,0.8333333333333334
target_plus_momentum,MGK,6,0.076389922186522,0.0671278395598708,-0.0028695493209453,0.0136416920465316,0.0107721427255862,0.0799720313975521,0.0038609546769139,0.0519405949179777,-0.8210894772913071,0.0940204492628411,1.7084640796830122,0.1666666666666666,0.6666666666666666,0.8333333333333334
target_plus_momentum,SPY,6,0.0513567861845927,0.043536715223351,-0.0020443912873008,0.0120510154200028,0.0100066241327019,0.0546863721011041,0.0040307316552862,0.0349717764812454,-1.2799005895437048,0.1166801156301416,1.6605074405842764,0.3333333333333333,0.6666666666666666,0.8333333333333334
target_plus_momentum,VTV,6,0.0344108318082712,0.0310173258514848,-0.0057921319960662,0.0139037456579729,0.0081116136619067,0.0363670717478813,0.0045909443497285,0.03422779290116,-1.9313333433770552,0.1517619944713042,1.1113687644378452,0.5,0.6666666666666666,1.0
target_plus_volatility,IWM,6,0.0550249840879351,0.0420509608317357,-0.0160506384826511,0.0233522853567676,0.0073016468741165,0.0568575374932057,0.0055355380622924,0.0519004242021905,-1.4413511285412186,0.3191934328620269,1.1472476158030984,0.6666666666666666,0.8333333333333334,0.8333333333333334
target_plus_volatility,MGK,6,0.0730680638273527,0.0648248489103075,0.0018336985454092,0.0136416920465316,0.0154753905919408,0.0799720313975521,0.0067687630192474,0.0523023460449273,-0.99901343523601,-0.0627508213589384,1.576242291657274,0.1666666666666666,0.6666666666666666,0.8333333333333334
target_plus_volatility,SPY,6,0.0513155168445441,0.042031674312935,0.0005321051340257,0.0120510154200028,0.0125831205540285,0.0546863721011041,0.0059082978548999,0.0357717298902508,-1.3519987153808446,-0.0165593938377206,1.597457046201743,0.5,0.6666666666666666,0.8333333333333334
target_plus_volatility,VTV,6,0.0348064437290066,0.0313327918013916,-0.0053180896638549,0.0139037456579729,0.008585655994118,0.0363670717478813,0.0049144799413368,0.0352426845797304,-1.8919143373719631,0.1124017517304262,1.1299299236727056,0.5,0.8333333333333334,1.0
volatility_regime,IWM,6,0.055264207826366,0.040224139547174,-0.0191202713673666,0.0233522853567676,0.004232013989401,0.0568575374932057,0.0084749006034719,0.0522534295799012,-1.425185386473055,0.3413104825101588,1.1518009644747238,0.6666666666666666,0.6666666666666666,0.8333333333333334
volatility_regime,MGK,6,0.0753035118440354,0.068808497794025,0.0021710193106932,0.0136416920465316,0.0158127113572248,0.0799720313975521,0.0063264812515619,0.0527144904111837,-0.962338688062108,-0.0373884237873003,1.596379355019086,0.1666666666666666,0.6666666666666666,0.8333333333333334
volatility_regime,SPY,6,0.0503527572888532,0.0406018049068124,-0.0028251572260587,0.0120510154200028,0.0092258581939441,0.0546863721011041,0.0033040679287976,0.037774345657601,-1.314979390023928,0.0476524193743176,1.5871883178297803,0.5,0.6666666666666666,0.8333333333333334
volatility_regime,VTV,6,0.0345084494069056,0.0279935333657441,-0.0073993186051175,0.0139037456579729,0.0065044270528554,0.0363670717478813,0.0051987402104537,0.0363133401648072,-1.9062721313539417,0.1976529888744829,1.0669578341075805,0.5,0.8333333333333334,1.0
