experiment,date,diagnostic,module_path,module_type,mean,min,max,scale_index,base_kernel_type,outputscale_floor,outputscale_prior_median,outputscale_prior_sigma
component_outputscale_floor,2025-12-31,outputscale,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.22729609275924484,0.22729609275924484,0.22729609275924484,,,,,
component_outputscale_floor,2025-12-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.0,MaternKernel,0.02785164061427586,0.02785164061427586,0.02785164061427586,,,,,
component_outputscale_floor,2025-12-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.1.kernels.0,MaternKernel,0.7792564596520171,0.739273785339012,0.8237186788658256,,,,,
component_outputscale_floor,2025-12-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.1.kernels.1,RQKernel,0.7826276831204644,0.740670707740356,0.8238697817405674,,,,,
component_outputscale_floor,2025-12-31,outputscale,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.012475186202835428,0.012475186202835428,0.012475186202835428,,,,,
component_outputscale_floor,2025-12-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.0.kernels.0,MaternKernel,0.7158436343861628,0.6397449704144955,0.8288580468347606,,,,,
component_outputscale_floor,2025-12-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.0.kernels.1,RQKernel,0.7034673443699506,0.6056533623556514,0.8308224482879708,,,,,
component_outputscale_floor,2025-12-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.1,MaternKernel,1.22918216105751,0.32648920722775254,3.427131954780857,,,,,
component_outputscale_floor,2025-12-31,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.006549826003746488,0.005611377874124638,0.007300794587728225,,,,,
component_outputscale_floor,2025-12-31,,covar_module.kernels.0.base_kernel.kernels.0,,,,,31.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2025-12-31,,covar_module.kernels.0.base_kernel.kernels.1,,,,,37.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2025-12-31,,covar_module.kernels.0.base_kernel.kernels.2,,,,,41.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2025-12-31,,covar_module.kernels.0.base_kernel.kernels.3,,,,,45.0,RQKernel,0.01,0.05,0.75
component_outputscale_floor,2025-12-31,,covar_module.kernels.0.base_kernel.kernels.4,,,,,50.0,LinearKernel,0.01,0.05,0.75
component_outputscale_floor,2025-12-31,,covar_module.kernels.0.base_kernel.kernels.5,,,,,53.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2025-12-31,,covar_module.kernels.0.base_kernel.kernels.6,,,,,62.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2025-12-31,,covar_module.kernels.0.base_kernel.kernels.7,,,,,79.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2026-01-30,time_varying_effective_lengthscale_eval,covar_module.kernels.0,_Module,1.1360701897353425e-104,1.1360701897353425e-104,1.1360701897353425e-104,,,,,
component_outputscale_floor,2026-01-30,outputscale,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.03502791409405069,0.03502791409405069,0.03502791409405069,,,,,
component_outputscale_floor,2026-01-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.0.base_kernel,MaternKernel,0.1490651984154779,0.1490651984154779,0.1490651984154779,,,,,
component_outputscale_floor,2026-01-30,outputscale,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.012117575118235746,0.012117575118235746,0.012117575118235746,,,,,
component_outputscale_floor,2026-01-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.1.base_kernel,MaternKernel,0.8343007271115339,0.3672159334494873,1.5091920260438376,,,,,
component_outputscale_floor,2026-01-30,outputscale,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.022145974080121283,0.022145974080121283,0.022145974080121283,,,,,
component_outputscale_floor,2026-01-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.2.base_kernel,MaternKernel,0.742359861232381,0.5761751201295061,0.8576611311968709,,,,,
component_outputscale_floor,2026-01-30,outputscale,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.018478693966852207,0.018478693966852207,0.018478693966852207,,,,,
component_outputscale_floor,2026-01-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.3.base_kernel,RQKernel,0.7649828643499856,0.6510167707464467,0.8473251028002435,,,,,
component_outputscale_floor,2026-01-30,outputscale,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.01658266337992878,0.01658266337992878,0.01658266337992878,,,,,
component_outputscale_floor,2026-01-30,outputscale,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.025160135773060227,0.025160135773060227,0.025160135773060227,,,,,
component_outputscale_floor,2026-01-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.base_kernel.kernels.0,MaternKernel,0.08037998317513073,0.08037998317513073,0.08037998317513073,,,,,
component_outputscale_floor,2026-01-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.base_kernel.kernels.1,MaternKernel,0.9741926292998652,0.43803886433213807,2.3402305255928573,,,,,
component_outputscale_floor,2026-01-30,outputscale,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.20139193335761277,0.20139193335761277,0.20139193335761277,,,,,
component_outputscale_floor,2026-01-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.0,MaternKernel,0.03070151819070531,0.03070151819070531,0.03070151819070531,,,,,
component_outputscale_floor,2026-01-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.1.kernels.0,MaternKernel,0.786756772283308,0.7522481341179434,0.8206955163604254,,,,,
component_outputscale_floor,2026-01-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.1.kernels.1,RQKernel,0.7896359999301883,0.7543321509151107,0.8209423186105315,,,,,
component_outputscale_floor,2026-01-30,outputscale,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.014301942535066767,0.014301942535066767,0.014301942535066767,,,,,
component_outputscale_floor,2026-01-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.0.kernels.0,MaternKernel,0.7438777092190879,0.6965226574731316,0.830351656931472,,,,,
component_outputscale_floor,2026-01-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.0.kernels.1,RQKernel,0.734379574758141,0.6720070480283046,0.8300521826612354,,,,,
component_outputscale_floor,2026-01-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.1,MaternKernel,1.1102445646704924,0.30572124403390477,3.027578622241826,,,,,
component_outputscale_floor,2026-01-30,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.006562462460468934,0.005643002887694959,0.006979275704603858,,,,,
component_outputscale_floor,2026-01-30,,covar_module.kernels.0.base_kernel.kernels.0,,,,,31.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2026-01-30,,covar_module.kernels.0.base_kernel.kernels.1,,,,,37.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2026-01-30,,covar_module.kernels.0.base_kernel.kernels.2,,,,,41.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2026-01-30,,covar_module.kernels.0.base_kernel.kernels.3,,,,,45.0,RQKernel,0.01,0.05,0.75
component_outputscale_floor,2026-01-30,,covar_module.kernels.0.base_kernel.kernels.4,,,,,50.0,LinearKernel,0.01,0.05,0.75
component_outputscale_floor,2026-01-30,,covar_module.kernels.0.base_kernel.kernels.5,,,,,53.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2026-01-30,,covar_module.kernels.0.base_kernel.kernels.6,,,,,62.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2026-01-30,,covar_module.kernels.0.base_kernel.kernels.7,,,,,79.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2026-02-27,time_varying_effective_lengthscale_eval,covar_module.kernels.0,_Module,2.1101575063571073e-84,2.1101575063571073e-84,2.1101575063571073e-84,,,,,
component_outputscale_floor,2026-02-27,outputscale,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.035866770899743126,0.035866770899743126,0.035866770899743126,,,,,
component_outputscale_floor,2026-02-27,lengthscale,covar_module.kernels.0.base_kernel.kernels.0.base_kernel,MaternKernel,0.15039228315669725,0.15039228315669725,0.15039228315669725,,,,,
component_outputscale_floor,2026-02-27,outputscale,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.011846102792898171,0.011846102792898171,0.011846102792898171,,,,,
component_outputscale_floor,2026-02-27,lengthscale,covar_module.kernels.0.base_kernel.kernels.1.base_kernel,MaternKernel,0.8359061914533903,0.396385825698924,1.3440454534447983,,,,,
component_outputscale_floor,2026-02-27,outputscale,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.026408368659323514,0.026408368659323514,0.026408368659323514,,,,,
component_outputscale_floor,2026-02-27,lengthscale,covar_module.kernels.0.base_kernel.kernels.2.base_kernel,MaternKernel,0.7483084909660799,0.5796940116915977,0.870376990813047,,,,,
component_outputscale_floor,2026-02-27,outputscale,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.02033100806180758,0.02033100806180758,0.02033100806180758,,,,,
component_outputscale_floor,2026-02-27,lengthscale,covar_module.kernels.0.base_kernel.kernels.3.base_kernel,RQKernel,0.769989197384224,0.65610154724103,0.8483520809446619,,,,,
component_outputscale_floor,2026-02-27,outputscale,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.017035809368312664,0.017035809368312664,0.017035809368312664,,,,,
component_outputscale_floor,2026-02-27,outputscale,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.013623251900336832,0.013623251900336832,0.013623251900336832,,,,,
component_outputscale_floor,2026-02-27,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.base_kernel.kernels.0,MaternKernel,0.08412718443309947,0.08412718443309947,0.08412718443309947,,,,,
component_outputscale_floor,2026-02-27,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.base_kernel.kernels.1,MaternKernel,0.9180634147950634,0.6087323068229538,1.887145331913374,,,,,
component_outputscale_floor,2026-02-27,outputscale,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.22434986525751718,0.22434986525751718,0.22434986525751718,,,,,
component_outputscale_floor,2026-02-27,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.0,MaternKernel,0.03431395625638525,0.03431395625638525,0.03431395625638525,,,,,
component_outputscale_floor,2026-02-27,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.1.kernels.0,MaternKernel,0.7860968455895361,0.7543176274398515,0.821330660467704,,,,,
component_outputscale_floor,2026-02-27,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.1.kernels.1,RQKernel,0.7890484412753327,0.7566032346292934,0.8216903630964281,,,,,
component_outputscale_floor,2026-02-27,outputscale,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.012226550950225819,0.012226550950225819,0.012226550950225819,,,,,
component_outputscale_floor,2026-02-27,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.0.kernels.0,MaternKernel,0.7563994460411934,0.7161281986936038,0.8359454286081005,,,,,
component_outputscale_floor,2026-02-27,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.0.kernels.1,RQKernel,0.7482156499227914,0.6685194404353006,0.8386575734575006,,,,,
component_outputscale_floor,2026-02-27,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.1,MaternKernel,1.1249399989475102,0.3042296558292135,2.8739894647143727,,,,,
component_outputscale_floor,2026-02-27,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.006551480569275636,0.005690602963625322,0.006902282697024326,,,,,
component_outputscale_floor,2026-02-27,,covar_module.kernels.0.base_kernel.kernels.0,,,,,31.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2026-02-27,,covar_module.kernels.0.base_kernel.kernels.1,,,,,37.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2026-02-27,,covar_module.kernels.0.base_kernel.kernels.2,,,,,41.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2026-02-27,,covar_module.kernels.0.base_kernel.kernels.3,,,,,45.0,RQKernel,0.01,0.05,0.75
component_outputscale_floor,2026-02-27,,covar_module.kernels.0.base_kernel.kernels.4,,,,,50.0,LinearKernel,0.01,0.05,0.75
component_outputscale_floor,2026-02-27,,covar_module.kernels.0.base_kernel.kernels.5,,,,,53.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2026-02-27,,covar_module.kernels.0.base_kernel.kernels.6,,,,,62.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2026-02-27,,covar_module.kernels.0.base_kernel.kernels.7,,,,,79.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2026-03-31,time_varying_effective_lengthscale_eval,covar_module.kernels.0,_Module,2.2501627044108827e-127,2.250162704410883e-127,2.250162704410883e-127,,,,,
component_outputscale_floor,2026-03-31,outputscale,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.03335168707376855,0.03335168707376855,0.03335168707376855,,,,,
component_outputscale_floor,2026-03-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.0.base_kernel,MaternKernel,0.14078297042010526,0.14078297042010526,0.14078297042010526,,,,,
component_outputscale_floor,2026-03-31,outputscale,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.011480762079043546,0.011480762079043546,0.011480762079043546,,,,,
component_outputscale_floor,2026-03-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.1.base_kernel,MaternKernel,0.8702128201764271,0.354188681650202,1.707455881276362,,,,,
component_outputscale_floor,2026-03-31,outputscale,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.0184534867582707,0.0184534867582707,0.0184534867582707,,,,,
component_outputscale_floor,2026-03-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.2.base_kernel,MaternKernel,0.7315999382059641,0.4889383782669864,0.8778304966253488,,,,,
component_outputscale_floor,2026-03-31,outputscale,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.01639085631980645,0.01639085631980645,0.01639085631980645,,,,,
component_outputscale_floor,2026-03-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.3.base_kernel,RQKernel,0.7595274330469911,0.5898488398229319,0.8588864766693691,,,,,
component_outputscale_floor,2026-03-31,outputscale,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.015195449752086341,0.015195449752086341,0.015195449752086341,,,,,
component_outputscale_floor,2026-03-31,outputscale,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.02384567444661738,0.02384567444661738,0.02384567444661738,,,,,
component_outputscale_floor,2026-03-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.base_kernel.kernels.0,MaternKernel,0.08086243995636447,0.08086243995636447,0.08086243995636447,,,,,
component_outputscale_floor,2026-03-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.base_kernel.kernels.1,MaternKernel,1.1163216607916218,0.3880831653881687,3.0833910122413304,,,,,
component_outputscale_floor,2026-03-31,outputscale,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.20486680114071742,0.20486680114071742,0.20486680114071742,,,,,
component_outputscale_floor,2026-03-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.0,MaternKernel,0.02717281957899115,0.02717281957899115,0.02717281957899115,,,,,
component_outputscale_floor,2026-03-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.1.kernels.0,MaternKernel,0.7799341306423306,0.7362781694270074,0.8213956077092116,,,,,
component_outputscale_floor,2026-03-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.1.kernels.1,RQKernel,0.7831781645419761,0.7382277280540511,0.8217801281837633,,,,,
component_outputscale_floor,2026-03-31,outputscale,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.010810468536895448,0.010810468536895448,0.010810468536895448,,,,,
component_outputscale_floor,2026-03-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.0.kernels.0,MaternKernel,0.741272831719265,0.6784570119691938,0.8271404320940556,,,,,
component_outputscale_floor,2026-03-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.0.kernels.1,RQKernel,0.7335058360982332,0.6110089945687354,0.8276109660297077,,,,,
component_outputscale_floor,2026-03-31,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.1,MaternKernel,1.2189040521683536,0.22391526385901472,3.4493900754853617,,,,,
component_outputscale_floor,2026-03-31,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.006531919480350461,0.0055881611089605,0.007015509031555897,,,,,
component_outputscale_floor,2026-03-31,,covar_module.kernels.0.base_kernel.kernels.0,,,,,31.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2026-03-31,,covar_module.kernels.0.base_kernel.kernels.1,,,,,37.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2026-03-31,,covar_module.kernels.0.base_kernel.kernels.2,,,,,41.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2026-03-31,,covar_module.kernels.0.base_kernel.kernels.3,,,,,45.0,RQKernel,0.01,0.05,0.75
component_outputscale_floor,2026-03-31,,covar_module.kernels.0.base_kernel.kernels.4,,,,,50.0,LinearKernel,0.01,0.05,0.75
component_outputscale_floor,2026-03-31,,covar_module.kernels.0.base_kernel.kernels.5,,,,,53.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2026-03-31,,covar_module.kernels.0.base_kernel.kernels.6,,,,,62.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2026-03-31,,covar_module.kernels.0.base_kernel.kernels.7,,,,,79.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2026-04-30,time_varying_effective_lengthscale_eval,covar_module.kernels.0,_Module,3.747232477573715e-160,3.7472324775737144e-160,3.7472324775737144e-160,,,,,
component_outputscale_floor,2026-04-30,outputscale,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.03228714168205405,0.03228714168205405,0.03228714168205405,,,,,
component_outputscale_floor,2026-04-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.0.base_kernel,MaternKernel,0.1290523875351176,0.1290523875351176,0.1290523875351176,,,,,
component_outputscale_floor,2026-04-30,outputscale,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.01140191466762625,0.01140191466762625,0.01140191466762625,,,,,
component_outputscale_floor,2026-04-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.1.base_kernel,MaternKernel,0.8676131820985495,0.34794368499744316,1.7328957529699582,,,,,
component_outputscale_floor,2026-04-30,outputscale,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.025720587786326396,0.025720587786326396,0.025720587786326396,,,,,
component_outputscale_floor,2026-04-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.2.base_kernel,MaternKernel,0.7254029626082636,0.43547727629082533,0.8757669261885234,,,,,
component_outputscale_floor,2026-04-30,outputscale,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.019089846441606537,0.019089846441606537,0.019089846441606537,,,,,
component_outputscale_floor,2026-04-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.3.base_kernel,RQKernel,0.7582439490589654,0.5703940619740994,0.8625002238134833,,,,,
component_outputscale_floor,2026-04-30,outputscale,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.014862306801378358,0.014862306801378358,0.014862306801378358,,,,,
component_outputscale_floor,2026-04-30,outputscale,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.045454162599024836,0.045454162599024836,0.045454162599024836,,,,,
component_outputscale_floor,2026-04-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.base_kernel.kernels.0,MaternKernel,0.043499760386826035,0.043499760386826035,0.043499760386826035,,,,,
component_outputscale_floor,2026-04-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.base_kernel.kernels.1,MaternKernel,1.1118224192055335,0.23522156545051878,2.940306837701981,,,,,
component_outputscale_floor,2026-04-30,outputscale,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.2448367463588042,0.2448367463588042,0.2448367463588042,,,,,
component_outputscale_floor,2026-04-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.0,MaternKernel,0.02710270156026168,0.02710270156026168,0.02710270156026168,,,,,
component_outputscale_floor,2026-04-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.1.kernels.0,MaternKernel,0.7659158790360575,0.707762505595693,0.8201330985538463,,,,,
component_outputscale_floor,2026-04-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.1.kernels.1,RQKernel,0.7714779316028721,0.7092376756983189,0.8216869985708866,,,,,
component_outputscale_floor,2026-04-30,outputscale,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.012167203390854732,0.012167203390854732,0.012167203390854732,,,,,
component_outputscale_floor,2026-04-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.0.kernels.0,MaternKernel,0.6765169685678802,0.6213925466579672,0.801466941181101,,,,,
component_outputscale_floor,2026-04-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.0.kernels.1,RQKernel,0.6629345693564239,0.5823212281356802,0.795381598392562,,,,,
component_outputscale_floor,2026-04-30,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.1,MaternKernel,1.4047200604205237,0.2468290686235486,4.608086701170653,,,,,
component_outputscale_floor,2026-04-30,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.006592348303446107,0.005729296266756145,0.00773357395551777,,,,,
component_outputscale_floor,2026-04-30,,covar_module.kernels.0.base_kernel.kernels.0,,,,,31.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2026-04-30,,covar_module.kernels.0.base_kernel.kernels.1,,,,,37.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2026-04-30,,covar_module.kernels.0.base_kernel.kernels.2,,,,,41.0,MaternKernel,0.01,0.05,0.75
component_outputscale_floor,2026-04-30,,covar_module.kernels.0.base_kernel.kernels.3,,,,,45.0,RQKernel,0.01,0.05,0.75
component_outputscale_floor,2026-04-30,,covar_module.kernels.0.base_kernel.kernels.4,,,,,50.0,LinearKernel,0.01,0.05,0.75
component_outputscale_floor,2026-04-30,,covar_module.kernels.0.base_kernel.kernels.5,,,,,53.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2026-04-30,,covar_module.kernels.0.base_kernel.kernels.6,,,,,62.0,ProductKernel,0.01,0.05,0.75
component_outputscale_floor,2026-04-30,,covar_module.kernels.0.base_kernel.kernels.7,,,,,79.0,ProductKernel,0.01,0.05,0.75
