variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
component_outputscale_floor,2025-05-30,0.3861218255738279,0.9909649765305055,0.7238194589700894,0.0,0.7443371210566427,0.9570675050032568,0.8259846135680136,0.7029037580287822
component_outputscale_floor,2025-06-30,0.45525773397618297,0.9923490122744681,0.7349944403900533,0.0,0.753807032877082,0.9553116695614824,0.8337192935591253,0.7147830531270938
component_outputscale_floor,2025-07-31,0.47800121522008554,0.9939777657297381,0.7382353446072071,0.0,0.7565155586155611,0.9556307486987858,0.8376110466024809,0.7178907127026628
component_outputscale_floor,2025-08-29,0.47805417785141363,0.9904951706454654,0.7409827404537604,0.0,0.7595442436893466,0.9517328137729653,0.8392905464110801,0.7208567329349391
component_outputscale_floor,2025-09-30,0.4845663013358724,0.9920611831314757,0.7449461184397038,0.0,0.7630573155279898,0.9560325157306424,0.8391241047307016,0.7256655858132005
component_outputscale_floor,2025-10-31,0.557070444609538,0.995370280862374,0.760204449263255,0.0,0.776186495917186,0.9400611602791261,0.8331944515449148,0.7452616141504743
component_outputscale_floor,2025-11-28,0.49820494965237255,0.99108048688262,0.7450752051580065,0.0,0.7629217043849206,0.9522070537747632,0.8347723222080071,0.7267120158406836
component_outputscale_floor,2025-12-31,0.4627704129708701,0.9908073785396188,0.7437026163953295,0.0,0.7617420527508774,0.9519875231171403,0.8317673291930691,0.7256736200745326
component_outputscale_floor,2026-01-30,0.4249929006137016,0.9879244382438575,0.7321730227638898,0.0,0.7510027291519442,0.9499911625755216,0.820463751465974,0.7140977554705499
component_outputscale_floor,2026-02-27,0.4698936417408011,0.9920234051530503,0.7389883512009491,0.0,0.7567010897105816,0.9388160975053077,0.8354287553385412,0.719244646416875
component_outputscale_floor,2026-03-31,0.48339100190180406,0.9933206363349469,0.7315417301190339,0.0,0.7499095456364214,0.9490062124015642,0.8418445782859926,0.7089600446675308
component_outputscale_floor,2026-04-30,0.4404663162997807,0.9912786887441207,0.7333383808813543,0.0,0.7532341613182575,0.963717292635006,0.8457364645021155,0.7103277495889148
