variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
signed_lkj_eta_2,2026-04-30,0.27990419776948916,0.8728307040331102,0.6308020138792291,0.0,0.7292190125485294,1.0,0.6308020138792291,
