variant,date,window_index,time_mode,scale_structure,diagnostic,module_path,module_type,mean,min,max
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,time_varying_effective_lengthscale_train,covar_module.kernels.0,_Module,0.011465899963812372,0.002875677438657836,0.029152447713386796
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,time_varying_effective_lengthscale_eval,covar_module.kernels.0,_Module,0.0027423513386904135,0.0027423513386904135,0.0027423513386904135
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,outputscale,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.4320284774651346,0.4320284774651346,0.4320284774651346
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.0.base_kernel,MaternKernel,0.13597035213388944,0.13597035213388944,0.13597035213388944
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,outputscale,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.0020715518576777266,0.0020715518576777266,0.0020715518576777266
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.1.base_kernel,MaternKernel,0.9195164253759626,0.37440059975575607,1.7768541508268267
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,outputscale,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.12518058145808977,0.12518058145808977,0.12518058145808977
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.2.base_kernel,MaternKernel,0.5996394857141252,0.1417521105171456,0.9996094746614259
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,outputscale,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.008860787117691178,0.008860787117691178,0.008860787117691178
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.3.base_kernel,RQKernel,0.7649544642508628,0.5382985608795136,0.9343613385305856
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,outputscale,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.023776439770992048,0.023776439770992048,0.023776439770992048
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,outputscale,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.03398470515123065,0.03398470515123065,0.03398470515123065
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.base_kernel.kernels.0,MaternKernel,0.05045950673123277,0.05045950673123277,0.05045950673123277
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.base_kernel.kernels.1,MaternKernel,1.0427525753157594,0.4203952468235361,2.480703052448506
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,outputscale,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.15105327229754129,0.15105327229754129,0.15105327229754129
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.0,MaternKernel,0.14038935066690936,0.14038935066690936,0.14038935066690936
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.1.kernels.0,MaternKernel,0.7883204012615246,0.7362959381362923,0.827420269824064
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.base_kernel.kernels.1.kernels.1,RQKernel,0.7956643585667481,0.7409068900177749,0.8300573537173981
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,outputscale,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.005580450817801505,0.005580450817801505,0.005580450817801505
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.0.kernels.0,MaternKernel,0.768324451994151,0.708496477495391,0.8436250081477648
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.0.kernels.1,RQKernel,0.7632910654485667,0.6867816811590759,0.850594956025585
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.1,MaternKernel,1.117652097664889,0.3712379215931781,2.760486336172724
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.006541722816491275,0.005591288119825479,0.007194856779303761
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.0.raw_constant,Parameter,-0.017169113006833145,-0.017169113006833145,-0.017169113006833145
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.1.raw_constant,Parameter,-0.05695199787346084,-0.05695199787346084,-0.05695199787346084
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.2.raw_constant,Parameter,0.04635047399593775,0.04635047399593775,0.04635047399593775
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.3.raw_constant,Parameter,0.010258752939477271,0.010258752939477271,0.010258752939477271
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.4.raw_constant,Parameter,-0.0027077592688695925,-0.0027077592688695925,-0.0027077592688695925
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.5.raw_constant,Parameter,0.006587444024707347,0.006587444024707347,0.006587444024707347
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.6.raw_constant,Parameter,0.004258869884429797,0.004258869884429797,0.004258869884429797
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.7.raw_constant,Parameter,0.00851707091475915,0.00851707091475915,0.00851707091475915
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.8.raw_constant,Parameter,0.01563329829043007,0.01563329829043007,0.01563329829043007
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.9.raw_constant,Parameter,-0.009214318639844595,-0.009214318639844595,-0.009214318639844595
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.10.raw_constant,Parameter,0.011690986923458331,0.011690986923458331,0.011690986923458331
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.11.raw_constant,Parameter,0.0014410234194233793,0.0014410234194233793,0.0014410234194233793
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.12.raw_constant,Parameter,0.011153769998242231,0.011153769998242231,0.011153769998242231
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.13.raw_constant,Parameter,-0.014105095815416639,-0.014105095815416639,-0.014105095815416639
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.14.raw_constant,Parameter,0.013796830824390538,0.013796830824390538,0.013796830824390538
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.15.raw_constant,Parameter,0.009431504091824036,0.009431504091824036,0.009431504091824036
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.16.raw_constant,Parameter,-0.004216784972667075,-0.004216784972667075,-0.004216784972667075
positive_beta_prior__component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,component_scales,mean_constant,mean_module.base_means.17.raw_constant,Parameter,-0.0010977352043718136,-0.0010977352043718136,-0.0010977352043718136
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,outputscale,covar_module.kernels.0.kernels.0,MaternKernel,0.005237056522942689,0.005237056522942689,0.005237056522942689
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.0.base_kernel,MaternKernel,0.2702437267588178,0.2702437267588178,0.2702437267588178
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,outputscale,covar_module.kernels.0.kernels.1,MaternKernel,0.0014189991861240014,0.0014189991861240014,0.0014189991861240014
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.1.base_kernel,MaternKernel,1.0091101738642352,0.2311187067452368,2.1893768122883706
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,outputscale,covar_module.kernels.0.kernels.2,MaternKernel,1.054485603699194,1.054485603699194,1.054485603699194
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.2.base_kernel,MaternKernel,0.5383260871788358,0.11831941767649665,1.2138325241942758
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,outputscale,covar_module.kernels.0.kernels.3,RQKernel,0.007964065698465113,0.007964065698465113,0.007964065698465113
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.3.base_kernel,RQKernel,0.7448400528546639,0.45990735613504696,0.9470957518558217
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,outputscale,covar_module.kernels.0.kernels.4,LinearKernel,0.00978724650074204,0.00978724650074204,0.00978724650074204
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,outputscale,covar_module.kernels.0.kernels.5,ProductKernel,0.0464291196126504,0.0464291196126504,0.0464291196126504
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.5.base_kernel.kernels.0,MaternKernel,0.028397692034714775,0.028397692034714775,0.028397692034714775
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.5.base_kernel.kernels.1,MaternKernel,1.1568501330648382,0.4407663374820921,2.945772060476498
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,outputscale,covar_module.kernels.0.kernels.6,ProductKernel,0.005958245887043173,0.005958245887043173,0.005958245887043173
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.6.base_kernel.kernels.0,MaternKernel,0.0899364566433824,0.0899364566433824,0.0899364566433824
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.6.base_kernel.kernels.1.kernels.0,MaternKernel,0.7490158041728003,0.6378262491691232,0.8288679793421004
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.6.base_kernel.kernels.1.kernels.1,RQKernel,0.7629646362319693,0.6463935669849736,0.8394163982101817
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,outputscale,covar_module.kernels.0.kernels.7,ProductKernel,0.00948266156264382,0.00948266156264382,0.00948266156264382
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.7.base_kernel.kernels.0.kernels.0,MaternKernel,0.7349717687386912,0.63765561842242,0.8537784755711946
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.7.base_kernel.kernels.0.kernels.1,RQKernel,0.7352065591476482,0.628408473848224,0.8659707099423912
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.7.base_kernel.kernels.1,MaternKernel,1.2923547078143658,0.42147373641076413,3.428251007158024
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.006526656956395529,0.005600110350821407,0.007238787076679827
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.0.raw_constant,Parameter,0.003940156345899958,0.003940156345899958,0.003940156345899958
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.1.raw_constant,Parameter,0.02570264104689564,0.02570264104689564,0.02570264104689564
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.2.raw_constant,Parameter,-0.0036408005789582334,-0.0036408005789582334,-0.0036408005789582334
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.3.raw_constant,Parameter,-0.07951683055665694,-0.07951683055665694,-0.07951683055665694
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.4.raw_constant,Parameter,-0.0838164503645549,-0.0838164503645549,-0.0838164503645549
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.5.raw_constant,Parameter,-0.005514844619628606,-0.005514844619628606,-0.005514844619628606
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.6.raw_constant,Parameter,-0.08035096194865045,-0.08035096194865045,-0.08035096194865045
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.7.raw_constant,Parameter,-0.03172304409186126,-0.03172304409186126,-0.03172304409186126
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.8.raw_constant,Parameter,-0.008487981134752073,-0.008487981134752073,-0.008487981134752073
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.9.raw_constant,Parameter,-0.06748690278092002,-0.06748690278092002,-0.06748690278092002
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.10.raw_constant,Parameter,0.054746713883865004,0.054746713883865004,0.054746713883865004
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.11.raw_constant,Parameter,0.06628749042488222,0.06628749042488222,0.06628749042488222
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.12.raw_constant,Parameter,-0.008210184261196712,-0.008210184261196712,-0.008210184261196712
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.13.raw_constant,Parameter,0.012202992252421583,0.012202992252421583,0.012202992252421583
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.14.raw_constant,Parameter,-0.07830294440141101,-0.07830294440141101,-0.07830294440141101
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.15.raw_constant,Parameter,-0.02872723253586757,-0.02872723253586757,-0.02872723253586757
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.16.raw_constant,Parameter,-0.01483735204398383,-0.01483735204398383,-0.01483735204398383
positive_beta_prior__component_scales_neither,2025-05-30,0,neither,component_scales,mean_constant,mean_module.base_means.17.raw_constant,Parameter,-0.04234856919173012,-0.04234856919173012,-0.04234856919173012
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,time_varying_effective_lengthscale_train,covar_module.kernels.0,_Module,0.001858483288728463,0.00015808232782660262,0.007076920047158326
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,time_varying_effective_lengthscale_eval,covar_module.kernels.0,_Module,0.00014627231209134625,0.00014627231209134625,0.00014627231209134625
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.15165963430295795,0.15165963430295795,0.15165963430295795
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,2.38632752902416,1.0166977270371425,4.531567821391366
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.6383243988567433,0.26377255516231923,0.8648640348406352
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.6800545645974279,0.25864782641439565,0.9190959672945103
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.kernels.0,MaternKernel,0.04900094404927253,0.04900094404927253,0.04900094404927253
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.kernels.1,MaternKernel,2.388474581512807,1.3641137335115663,4.354943384092363
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.kernels.0,MaternKernel,0.06413812772332345,0.06413812772332345,0.06413812772332345
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.kernels.1.kernels.0,MaternKernel,0.7254010565255721,0.6185486156248327,0.8239858474539933
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.kernels.1.kernels.1,RQKernel,0.748672540236299,0.63076949500215,0.834227480526775
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.kernels.0.kernels.0,MaternKernel,0.6325316963979608,0.3619201276870416,0.8923205386829496
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.kernels.0.kernels.1,RQKernel,0.6383049464423469,0.27578159232735183,0.9182935192849399
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.kernels.1,MaternKernel,3.5596879675795665,2.0294528960335083,7.395031769784371
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.006389467825099361,0.005592138421244901,0.007113446762292898
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.0.raw_constant,Parameter,-0.03519243759652791,-0.03519243759652791,-0.03519243759652791
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.1.raw_constant,Parameter,0.017371251532620504,0.017371251532620504,0.017371251532620504
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.2.raw_constant,Parameter,0.1327678785063149,0.1327678785063149,0.1327678785063149
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.3.raw_constant,Parameter,0.019989863432113834,0.019989863432113834,0.019989863432113834
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.4.raw_constant,Parameter,-0.019777522550438895,-0.019777522550438895,-0.019777522550438895
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.5.raw_constant,Parameter,0.030169253883562213,0.030169253883562213,0.030169253883562213
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.6.raw_constant,Parameter,0.04916318293068269,0.04916318293068269,0.04916318293068269
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.7.raw_constant,Parameter,0.0960552530567154,0.0960552530567154,0.0960552530567154
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.8.raw_constant,Parameter,0.03895104436806076,0.03895104436806076,0.03895104436806076
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.9.raw_constant,Parameter,0.018042629924897715,0.018042629924897715,0.018042629924897715
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.10.raw_constant,Parameter,0.020490260109363022,0.020490260109363022,0.020490260109363022
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.11.raw_constant,Parameter,-0.02205489528219516,-0.02205489528219516,-0.02205489528219516
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.12.raw_constant,Parameter,-0.08520163509128328,-0.08520163509128328,-0.08520163509128328
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.13.raw_constant,Parameter,-0.0200419359938442,-0.0200419359938442,-0.0200419359938442
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.14.raw_constant,Parameter,0.034208745109933804,0.034208745109933804,0.034208745109933804
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.15.raw_constant,Parameter,0.03274100860880563,0.03274100860880563,0.03274100860880563
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.16.raw_constant,Parameter,0.0436557533024326,0.0436557533024326,0.0436557533024326
positive_beta_prior__no_component_scales_lengthscale_only,2025-05-30,0,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.17.raw_constant,Parameter,0.1178767792623372,0.1178767792623372,0.1178767792623372
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.0,MaternKernel,0.03529363681040268,0.03529363681040268,0.03529363681040268
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.1,MaternKernel,2.827983697067543,0.8323643987468072,5.548987384673155
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.2,MaternKernel,0.5752015630157148,0.19797309197545437,0.8767285295686048
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.3,RQKernel,0.617638551605034,0.1871066860096609,0.8994987528447415
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.5.kernels.0,MaternKernel,0.025630277991479523,0.025630277991479523,0.025630277991479523
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.5.kernels.1,MaternKernel,2.6417561184130407,0.5095576673036549,5.426090541657305
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.6.kernels.0,MaternKernel,0.0253785151655305,0.0253785151655305,0.0253785151655305
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.6.kernels.1.kernels.0,MaternKernel,0.6062987240822971,0.33024308320822604,0.8200852340995382
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.6.kernels.1.kernels.1,RQKernel,0.6191130097644353,0.30362248839472417,0.8351351923525764
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.7.kernels.0.kernels.0,MaternKernel,0.5545952746174672,0.3071209750652335,0.8321947227784857
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.7.kernels.0.kernels.1,RQKernel,0.5638407363762306,0.320289313471411,0.8807823163549988
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.7.kernels.1,MaternKernel,4.061344220964596,1.9485689581298604,8.057530906394094
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.00638982940599203,0.005506292006540973,0.007309935858717271
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,mean_constant,mean_module.base_means.0.raw_constant,Parameter,0.6437904058712064,0.6437904058712064,0.6437904058712064
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,mean_constant,mean_module.base_means.1.raw_constant,Parameter,0.3287547780362516,0.3287547780362516,0.3287547780362516
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,mean_constant,mean_module.base_means.2.raw_constant,Parameter,0.23858899506259293,0.23858899506259293,0.23858899506259293
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,mean_constant,mean_module.base_means.3.raw_constant,Parameter,0.026504310673714043,0.026504310673714043,0.026504310673714043
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,mean_constant,mean_module.base_means.4.raw_constant,Parameter,-0.0044991907963860805,-0.0044991907963860805,-0.0044991907963860805
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,mean_constant,mean_module.base_means.5.raw_constant,Parameter,0.03681878058141694,0.03681878058141694,0.03681878058141694
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,mean_constant,mean_module.base_means.6.raw_constant,Parameter,-0.0683463999287712,-0.0683463999287712,-0.0683463999287712
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,mean_constant,mean_module.base_means.7.raw_constant,Parameter,0.03779360897835156,0.03779360897835156,0.03779360897835156
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,mean_constant,mean_module.base_means.8.raw_constant,Parameter,-0.04771650824528208,-0.04771650824528208,-0.04771650824528208
positive_beta_prior__no_component_scales_neither,2025-05-30,0,neither,no_component_scales,mean_constant,mean_module.base_means.9.raw_constant,Parameter,-0.033627059371723916,-0.033627059371723916,-0.033627059371723916
