variant,date,window_index,time_mode,scale_structure,diagnostic,module_path,module_type,mean,min,max
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.base_kernel.kernels.1,MaternKernel,1.0848365064477006,0.401710367850165,2.850929620841086
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.006566659087204714,0.005654080458227451,0.007059225108429199
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.0.raw_constant,Parameter,-0.037132987357571284,-0.037132987357571284,-0.037132987357571284
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.1.raw_constant,Parameter,-0.03129744738529525,-0.03129744738529525,-0.03129744738529525
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.2.raw_constant,Parameter,-0.05662573106943276,-0.05662573106943276,-0.05662573106943276
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.3.raw_constant,Parameter,-0.07038742060612913,-0.07038742060612913,-0.07038742060612913
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.4.raw_constant,Parameter,-0.07410263789566343,-0.07410263789566343,-0.07410263789566343
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.5.raw_constant,Parameter,-0.002466889890892115,-0.002466889890892115,-0.002466889890892115
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.6.raw_constant,Parameter,-0.0474936942605098,-0.0474936942605098,-0.0474936942605098
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.7.raw_constant,Parameter,-0.039130049331010934,-0.039130049331010934,-0.039130049331010934
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.8.raw_constant,Parameter,-0.01718381762685479,-0.01718381762685479,-0.01718381762685479
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.9.raw_constant,Parameter,-0.0639782207275026,-0.0639782207275026,-0.0639782207275026
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.10.raw_constant,Parameter,0.04208926864541671,0.04208926864541671,0.04208926864541671
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.11.raw_constant,Parameter,0.048105983198440644,0.048105983198440644,0.048105983198440644
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.12.raw_constant,Parameter,-0.00026155195373409393,-0.00026155195373409393,-0.00026155195373409393
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.13.raw_constant,Parameter,0.0021373898172085863,0.0021373898172085863,0.0021373898172085863
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.14.raw_constant,Parameter,-0.04080337901335431,-0.04080337901335431,-0.04080337901335431
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.15.raw_constant,Parameter,-0.0605582842747841,-0.0605582842747841,-0.0605582842747841
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.16.raw_constant,Parameter,-0.0207877589691096,-0.0207877589691096,-0.0207877589691096
positive_beta_prior__component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,component_scales,mean_constant,mean_module.base_means.17.raw_constant,Parameter,-0.02322253363595408,-0.02322253363595408,-0.02322253363595408
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,outputscale,covar_module.kernels.0.kernels.0,MaternKernel,0.009656863511593786,0.009656863511593786,0.009656863511593786
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.0.base_kernel,MaternKernel,0.2143322464903981,0.2143322464903981,0.2143322464903981
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,outputscale,covar_module.kernels.0.kernels.1,MaternKernel,0.0012727402515721438,0.0012727402515721438,0.0012727402515721438
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.1.base_kernel,MaternKernel,0.9608171608970871,0.27189078401309585,1.9999284921640883
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,outputscale,covar_module.kernels.0.kernels.2,MaternKernel,1.0466928755365703,1.0466928755365703,1.0466928755365703
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.2.base_kernel,MaternKernel,0.49369328826269854,0.11653957076110759,1.0121358752295728
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,outputscale,covar_module.kernels.0.kernels.3,RQKernel,0.009719953733036888,0.009719953733036888,0.009719953733036888
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.3.base_kernel,RQKernel,0.74840486525951,0.5095291836927325,0.9251279493363289
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,outputscale,covar_module.kernels.0.kernels.4,LinearKernel,0.011834416824167047,0.011834416824167047,0.011834416824167047
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,outputscale,covar_module.kernels.0.kernels.5,ProductKernel,0.03260797773890975,0.03260797773890975,0.03260797773890975
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.5.base_kernel.kernels.0,MaternKernel,0.029169486819931388,0.029169486819931388,0.029169486819931388
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.5.base_kernel.kernels.1,MaternKernel,1.063903561280521,0.4243060182403729,2.7405309296844576
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,outputscale,covar_module.kernels.0.kernels.6,ProductKernel,0.009399131469173446,0.009399131469173446,0.009399131469173446
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.6.base_kernel.kernels.0,MaternKernel,0.11754244365894706,0.11754244365894706,0.11754244365894706
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.6.base_kernel.kernels.1.kernels.0,MaternKernel,0.7599993343937359,0.6594482254933481,0.8365928317871899
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.6.base_kernel.kernels.1.kernels.1,RQKernel,0.7764321435989873,0.6678977490300273,0.8447217535634035
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,outputscale,covar_module.kernels.0.kernels.7,ProductKernel,0.012118640077044947,0.012118640077044947,0.012118640077044947
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.7.base_kernel.kernels.0.kernels.0,MaternKernel,0.7245228684779648,0.583345106215515,0.8494617391126654
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.7.base_kernel.kernels.0.kernels.1,RQKernel,0.719622889406766,0.5492932142982424,0.8648937147602134
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,lengthscale,covar_module.kernels.0.kernels.7.base_kernel.kernels.1,MaternKernel,1.29258507916996,0.4170344212521196,3.6500784914659077
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.006543550169823885,0.005522035000600857,0.007171896605098109
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.0.raw_constant,Parameter,0.0005063211556742565,0.0005063211556742565,0.0005063211556742565
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.1.raw_constant,Parameter,0.00588432226184248,0.00588432226184248,0.00588432226184248
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.2.raw_constant,Parameter,0.005714073632178679,0.005714073632178679,0.005714073632178679
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.3.raw_constant,Parameter,-0.08380035727682185,-0.08380035727682185,-0.08380035727682185
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.4.raw_constant,Parameter,-0.090459544332067,-0.090459544332067,-0.090459544332067
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.5.raw_constant,Parameter,0.03563828918800136,0.03563828918800136,0.03563828918800136
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.6.raw_constant,Parameter,0.001204107066410253,0.001204107066410253,0.001204107066410253
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.7.raw_constant,Parameter,0.03326401306534415,0.03326401306534415,0.03326401306534415
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.8.raw_constant,Parameter,0.016958660142508537,0.016958660142508537,0.016958660142508537
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.9.raw_constant,Parameter,-0.0002764211723152882,-0.0002764211723152882,-0.0002764211723152882
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.10.raw_constant,Parameter,0.07375646963393435,0.07375646963393435,0.07375646963393435
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.11.raw_constant,Parameter,0.07666767718053813,0.07666767718053813,0.07666767718053813
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.12.raw_constant,Parameter,0.002111162676364782,0.002111162676364782,0.002111162676364782
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.13.raw_constant,Parameter,0.03669518435486229,0.03669518435486229,0.03669518435486229
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.14.raw_constant,Parameter,-0.024448818462190706,-0.024448818462190706,-0.024448818462190706
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.15.raw_constant,Parameter,-0.020385739780848074,-0.020385739780848074,-0.020385739780848074
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.16.raw_constant,Parameter,0.03409814321480411,0.03409814321480411,0.03409814321480411
positive_beta_prior__component_scales_neither,2025-10-31,5,neither,component_scales,mean_constant,mean_module.base_means.17.raw_constant,Parameter,0.030313775687700627,0.030313775687700627,0.030313775687700627
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,time_varying_effective_lengthscale_train,covar_module.kernels.0,_Module,0.00021064615497217877,1.4361480751508922e-05,0.0008584174236021393
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,time_varying_effective_lengthscale_eval,covar_module.kernels.0,_Module,1.3313673993541458e-05,1.331367399354146e-05,1.3313673993541462e-05
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.09251866586915869,0.09251866586915869,0.09251866586915869
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,2.6381397770204544,0.9698480988684739,5.38862284398085
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.6243916035368144,0.21653727239602988,0.9487783852411646
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.6754154431601633,0.2096323224989468,0.9993464833165212
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.kernels.0,MaternKernel,0.03304388363123303,0.03304388363123303,0.03304388363123303
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.5.kernels.1,MaternKernel,2.5399399952272472,0.9867467287478084,5.237430234613368
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.kernels.0,MaternKernel,0.04498930484436414,0.04498930484436414,0.04498930484436414
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.kernels.1.kernels.0,MaternKernel,0.6672318027145685,0.4684464807382809,0.8507051994481578
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.6.kernels.1.kernels.1,RQKernel,0.7033526723167245,0.4857465968618705,0.8687922494294642
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.kernels.0.kernels.0,MaternKernel,0.5855949362309769,0.31820890282069914,0.9169207906733388
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.kernels.0.kernels.1,RQKernel,0.5933295644715822,0.2932510118212155,0.9979724150031682
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,lengthscale,covar_module.kernels.0.base_kernel.kernels.7.kernels.1,MaternKernel,3.8621739027518385,1.541459275167357,8.236432583102035
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.006411876135905748,0.005455564888469813,0.007119929364181963
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.0.raw_constant,Parameter,-0.17797867277328544,-0.17797867277328544,-0.17797867277328544
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.1.raw_constant,Parameter,-0.05316087945453217,-0.05316087945453217,-0.05316087945453217
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.2.raw_constant,Parameter,0.00437729947375465,0.00437729947375465,0.00437729947375465
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.3.raw_constant,Parameter,-0.06701909744749193,-0.06701909744749193,-0.06701909744749193
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.4.raw_constant,Parameter,-0.07396205228208973,-0.07396205228208973,-0.07396205228208973
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.5.raw_constant,Parameter,0.008439989773751525,0.008439989773751525,0.008439989773751525
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.6.raw_constant,Parameter,-0.011668184311763297,-0.011668184311763297,-0.011668184311763297
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.7.raw_constant,Parameter,0.0556263161946055,0.0556263161946055,0.0556263161946055
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.8.raw_constant,Parameter,-0.016573711160197978,-0.016573711160197978,-0.016573711160197978
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.9.raw_constant,Parameter,-0.01752233216966403,-0.01752233216966403,-0.01752233216966403
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.10.raw_constant,Parameter,0.08920369144200506,0.08920369144200506,0.08920369144200506
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.11.raw_constant,Parameter,0.07557557531857863,0.07557557531857863,0.07557557531857863
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.12.raw_constant,Parameter,-0.019849423532622913,-0.019849423532622913,-0.019849423532622913
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.13.raw_constant,Parameter,0.04255162736058975,0.04255162736058975,0.04255162736058975
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.14.raw_constant,Parameter,0.047482927143989745,0.047482927143989745,0.047482927143989745
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.15.raw_constant,Parameter,-0.09501185485605468,-0.09501185485605468,-0.09501185485605468
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.16.raw_constant,Parameter,0.03901045172537197,0.03901045172537197,0.03901045172537197
positive_beta_prior__no_component_scales_lengthscale_only,2025-10-31,5,lengthscale_only,no_component_scales,mean_constant,mean_module.base_means.17.raw_constant,Parameter,0.032974157247169816,0.032974157247169816,0.032974157247169816
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.0,MaternKernel,0.0738496514762861,0.0738496514762861,0.0738496514762861
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.1,MaternKernel,2.4643264456385685,0.8204352170114206,4.99267152331748
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.2,MaternKernel,0.5993205905958141,0.22159852247765705,0.8780752965506905
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.3,RQKernel,0.6491006083551396,0.21289321589450544,0.9159131050528364
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.5.kernels.0,MaternKernel,0.02601269271176345,0.02601269271176345,0.02601269271176345
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.5.kernels.1,MaternKernel,2.3290742178118307,0.9280285826306132,5.1683153664825525
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.6.kernels.0,MaternKernel,0.02614924199686569,0.02614924199686569,0.02614924199686569
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.6.kernels.1.kernels.0,MaternKernel,0.617414866853784,0.33129272107545626,0.8421432399465394
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.6.kernels.1.kernels.1,RQKernel,0.6359173527019204,0.30327301455752237,0.8596832228926831
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.7.kernels.0.kernels.0,MaternKernel,0.5657736426726281,0.31189080541204117,0.856316698084688
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.7.kernels.0.kernels.1,RQKernel,0.5670203790752364,0.2786529143656816,0.8989507601227186
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,lengthscale,covar_module.kernels.0.kernels.7.kernels.1,MaternKernel,3.6614899011248396,1.6539832520348363,8.055733220075277
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,likelihood_noise,likelihood,HadamardGaussianLikelihood,0.006433138556173191,0.005558128841872549,0.007142499610673117
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.0.raw_constant,Parameter,0.23117185587435835,0.23117185587435835,0.23117185587435835
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.1.raw_constant,Parameter,0.1779952739119243,0.1779952739119243,0.1779952739119243
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.2.raw_constant,Parameter,0.1688987678769368,0.1688987678769368,0.1688987678769368
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.3.raw_constant,Parameter,-0.0022519703276102053,-0.0022519703276102053,-0.0022519703276102053
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.4.raw_constant,Parameter,-0.0065053494676561175,-0.0065053494676561175,-0.0065053494676561175
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.5.raw_constant,Parameter,0.10099232582904145,0.10099232582904145,0.10099232582904145
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.6.raw_constant,Parameter,-0.025783222063017062,-0.025783222063017062,-0.025783222063017062
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.7.raw_constant,Parameter,0.03856523848985155,0.03856523848985155,0.03856523848985155
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.8.raw_constant,Parameter,0.0070789979842832765,0.0070789979842832765,0.0070789979842832765
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.9.raw_constant,Parameter,-0.013777690292003241,-0.013777690292003241,-0.013777690292003241
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.10.raw_constant,Parameter,0.04966603860179847,0.04966603860179847,0.04966603860179847
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.11.raw_constant,Parameter,0.03149435598703193,0.03149435598703193,0.03149435598703193
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.12.raw_constant,Parameter,0.04286095167139935,0.04286095167139935,0.04286095167139935
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.13.raw_constant,Parameter,-0.0014296481524544878,-0.0014296481524544878,-0.0014296481524544878
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.14.raw_constant,Parameter,0.056424041160556826,0.056424041160556826,0.056424041160556826
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.15.raw_constant,Parameter,0.012754076202687956,0.012754076202687956,0.012754076202687956
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.16.raw_constant,Parameter,0.023436095729111275,0.023436095729111275,0.023436095729111275
positive_beta_prior__no_component_scales_neither,2025-10-31,5,neither,no_component_scales,mean_constant,mean_module.base_means.17.raw_constant,Parameter,0.04086820366458187,0.04086820366458187,0.04086820366458187
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,outputscale,covar_module.kernels.0,_Module,0.021022401658438595,0.021022401658438595,0.021022401658438595
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,time_varying_effective_lengthscale_train,covar_module.kernels.0.base_kernel,_Module,9.098815064146667e-05,3.654168594218286e-06,0.0004253008132080288
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,time_varying_effective_lengthscale_eval,covar_module.kernels.0.base_kernel,_Module,3.346026708930781e-06,3.346026708930781e-06,3.346026708930781e-06
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,lengthscale,covar_module.kernels.0.base_kernel.base_kernel.kernels.0,MaternKernel,0.11102728904877757,0.11102728904877757,0.11102728904877757
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,lengthscale,covar_module.kernels.0.base_kernel.base_kernel.kernels.1,MaternKernel,1.1044323562195517,0.43788303443362125,2.357387098559835
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,lengthscale,covar_module.kernels.0.base_kernel.base_kernel.kernels.2,MaternKernel,0.7293341449142228,0.5609400354798237,0.841497385237489
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,lengthscale,covar_module.kernels.0.base_kernel.base_kernel.kernels.3,RQKernel,0.7396222732522753,0.5470098895488815,0.8511581848078029
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,lengthscale,covar_module.kernels.0.base_kernel.base_kernel.kernels.5.kernels.0,MaternKernel,0.06125621499377554,0.06125621499377554,0.06125621499377554
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,lengthscale,covar_module.kernels.0.base_kernel.base_kernel.kernels.5.kernels.1,MaternKernel,0.9943296236931943,0.47739509958240794,2.422293539843781
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,lengthscale,covar_module.kernels.0.base_kernel.base_kernel.kernels.6.kernels.0,MaternKernel,0.028279716547929545,0.028279716547929545,0.028279716547929545
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,lengthscale,covar_module.kernels.0.base_kernel.base_kernel.kernels.6.kernels.1.kernels.0,MaternKernel,0.7769697004657048,0.730026503819436,0.8234106263127305
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,lengthscale,covar_module.kernels.0.base_kernel.base_kernel.kernels.6.kernels.1.kernels.1,RQKernel,0.7832149145516792,0.7336364459821831,0.8255887947693369
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,lengthscale,covar_module.kernels.0.base_kernel.base_kernel.kernels.7.kernels.0.kernels.0,MaternKernel,0.6848344352671353,0.5797809148129431,0.8371993147591102
positive_beta_prior__global_scale_lengthscale_only,2025-10-31,5,lengthscale_only,global_scale,lengthscale,covar_module.kernels.0.base_kernel.base_kernel.kernels.7.kernels.0.kernels.1,RQKernel,0.6667408733996802,0.5229585425106605,0.8469851406315322
