variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
signed_lkj_eta_2,2026-01-30,0.3739812128028816,0.8309724068007884,0.6513897824074962,0.0,0.7437058680573876,1.0,0.6513897824074961,
