variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
lengthscale_floor,2025-05-30,0.398285141174699,0.9928515635631893,0.7255507304732808,0.0,0.746260087850281,0.9666248919975672,0.8244661882339923,0.7053003217978595
lengthscale_floor,2025-06-30,0.436137774770553,0.9911949323113617,0.7403383971829627,0.0,0.7589534736489579,0.9604111570011925,0.8402334053715153,0.7198874506246764
lengthscale_floor,2025-07-31,0.4598450154986533,0.9932043016918062,0.7397039927761624,0.0,0.7584696635242577,0.958130357723521,0.8367612615749602,0.7198340007386133
lengthscale_floor,2025-08-29,0.4436470267727384,0.9923493279474196,0.7401493951087236,0.0,0.7587800034150404,0.9576089406807967,0.8354251660442145,0.7206441191691745
lengthscale_floor,2025-09-30,0.44595069408432975,0.992072780972563,0.7446869039757107,0.0,0.76305353815178,0.9627619799145055,0.8362757476356758,0.7259364320453241
lengthscale_floor,2025-10-31,0.5088493778583988,0.9932261085530028,0.7579456352413274,0.0,0.7745000377907592,0.953331130631675,0.849318153624731,0.7392394503754339
lengthscale_floor,2025-11-28,0.49364338845519584,0.9908504095798706,0.7545644378275008,0.0,0.7717804674646332,0.9558015258386957,0.8445052037790869,0.7361513676326881
lengthscale_floor,2025-12-31,0.45525879486479137,0.9905466229955687,0.7372959880959467,0.0,0.7563543976851157,0.9588349698112855,0.8298304503200853,0.7183519249634455
lengthscale_floor,2026-01-30,0.42328651713005977,0.9918300707451637,0.7375567978034476,0.0,0.75668857556197,0.9586076791718576,0.8253313380347425,0.7195872068899541
lengthscale_floor,2026-02-27,0.49229130897655055,0.9930746721555672,0.7409977826088132,0.0,0.7586891784165433,0.940629395503365,0.8396706108287326,0.7207970461228453
lengthscale_floor,2026-03-31,0.3915049101289138,0.992946493967378,0.7224066539138295,0.0,0.7429269876697011,0.9663235853561581,0.8176825655164875,0.7029013491762774
lengthscale_floor,2026-04-30,0.37632590813296085,0.9938756330498671,0.7344104629737059,0.0,0.7547941439220722,0.9724890320508707,0.8581291380798407,0.7090822302748122
