variant,date,rmse,mae,nlpd,cover_1sd,cover_2sd
signed_lkj_eta_1,2025-05-30,0.03278764752020119,0.02837417555992921,-2.1540698541537733,0.6666666666666666,1.0
signed_lkj_eta_1,2025-06-30,0.011213502320589933,0.00837523913925941,-2.7701652541625084,1.0,1.0
signed_lkj_eta_1,2025-07-31,0.0338902299145873,0.026860941818624556,-2.1994418504887294,0.6111111111111112,0.9444444444444444
signed_lkj_eta_1,2025-08-29,0.018127163214670165,0.013825116358618047,-2.6915827123132243,0.8888888888888888,1.0
signed_lkj_eta_1,2025-09-30,0.013449611037239467,0.010788666303334492,-2.829624242401135,0.9444444444444444,1.0
signed_lkj_eta_1,2025-10-31,0.014503796780526948,0.010771417895462439,-2.824473931679459,0.9444444444444444,1.0
signed_lkj_eta_1,2025-11-28,0.01411579107066722,0.011182408942841187,-2.900815523017648,0.8888888888888888,1.0
signed_lkj_eta_1,2025-12-31,0.029857159701658007,0.022697481371642476,-2.304352753500126,0.5555555555555556,0.8888888888888888
signed_lkj_eta_1,2026-01-30,0.027615131615002404,0.022182421723447403,-2.219223369323209,0.3888888888888889,0.8333333333333334
signed_lkj_eta_1,2026-02-27,0.06586577332188005,0.05731852884725486,1.3522796620835347,0.0,0.2777777777777778
signed_lkj_eta_1,2026-03-31,0.06929140567286132,0.054851881800040796,0.266649403322985,0.2222222222222222,0.5
signed_lkj_eta_1,2026-04-30,0.02389264856485553,0.016233173056863195,-2.5727627662061816,0.8888888888888888,1.0
signed_lkj_eta_2,2025-05-30,0.03368856104106229,0.029097097674827994,-2.124487549663579,0.5555555555555556,1.0
signed_lkj_eta_2,2025-06-30,0.011261498550924098,0.008416512605672046,-2.68447139040447,1.0,1.0
signed_lkj_eta_2,2025-07-31,0.03387136733795312,0.026808883812773625,-2.1914409779124635,0.6111111111111112,0.9444444444444444
signed_lkj_eta_2,2025-08-29,0.017914113755301154,0.01356371297819295,-2.684509062061538,0.8888888888888888,1.0
signed_lkj_eta_2,2025-09-30,0.013444018983612395,0.010831596097614613,-2.8054100820287684,0.9444444444444444,1.0
signed_lkj_eta_2,2025-10-31,0.01448679167148541,0.010852619917512017,-2.800541472916315,0.9444444444444444,1.0
signed_lkj_eta_2,2025-11-28,0.011828569384851788,0.008994883212296925,-2.831329594486949,1.0,1.0
signed_lkj_eta_2,2025-12-31,0.029617021122901023,0.02244260640679854,-2.398568691473697,0.5,0.9444444444444444
signed_lkj_eta_2,2026-01-30,0.028761400434345576,0.022980252549097545,-2.2285170260465788,0.3888888888888889,1.0
signed_lkj_eta_2,2026-02-27,0.06732915833494897,0.05861259187054191,1.6681664623983474,0.0,0.2222222222222222
signed_lkj_eta_2,2026-03-31,0.06959571867645277,0.05506058208999127,0.25445478256111315,0.2222222222222222,0.4444444444444444
signed_lkj_eta_2,2026-04-30,0.024424011711027614,0.016763231625128477,-2.536474535635331,0.8333333333333334,1.0
