variant,n_windows,R2_pooled,R2_avg,IC,IC_p_value,IR,HitRatio,rmse,mae,nlpd,cover_1sd,cover_2sd,top_bottom_5_cum_return,top_bottom_5_ann_return,top_bottom_5_ann_vol,top_bottom_5_sharpe,top_bottom_5_max_drawdown,top_bottom_5_mean_monthly,top_bottom_5_hit_rate
positive_no_prior,12.0,-0.16323944571360993,-0.16798247287335943,0.2963536291709666,0.030932887570321792,0.7140157202647753,0.6435185185185185,0.03518855204773837,0.02389425931309186,-2.1212440758404734,0.7546296296296297,0.9490740740740741,0.1800775153694738,0.18498174354247499,0.09176236196399053,2.0158781834219317,-0.05250685710544897,0.01424444622918483,0.75
