variant,n_windows,R2_pooled,R2_avg,IC,IC_p_value,IR,HitRatio,rmse,mae,nlpd,cover_1sd,cover_2sd,top_bottom_5_cum_return,top_bottom_5_ann_return,top_bottom_5_ann_vol,top_bottom_5_sharpe,top_bottom_5_max_drawdown,top_bottom_5_mean_monthly,top_bottom_5_hit_rate
positive_beta_prior,12.0,-0.15999431502896932,-0.15235838393617446,0.28723770209838323,0.03463743059065146,0.6955988717128848,0.5925925925925927,0.03513943438641119,0.023926133101334252,-2.115023216498725,0.7638888888888888,0.9444444444444444,0.20253864392113807,0.2083552320939499,0.09958309262816789,2.0922751703637585,-0.049890037904448035,0.01589670622068196,0.8333333333333334
