variant,n_windows,R2_pooled,R2_avg,IC,IC_p_value,IR,HitRatio,rmse,mae,nlpd,cover_1sd,cover_2sd,top_bottom_5_cum_return,top_bottom_5_ann_return,top_bottom_5_ann_vol,top_bottom_5_sharpe,top_bottom_5_max_drawdown,top_bottom_5_mean_monthly,top_bottom_5_hit_rate
signed_no_prior,12.0,-0.17747488992594596,-0.19453040825730153,0.3216374269005848,0.027910939417465735,0.73071076017038,0.601851851851852,0.035403211819174815,0.02388548381725129,-2.101943425670557,0.7685185185185185,0.9351851851851852,0.21789483222450068,0.22422049235262476,0.10317030680454545,2.173304502984633,-0.052633365167608345,0.017001602105144495,0.8333333333333334
