variant,n_windows,R2_pooled,R2_avg,IC,IC_p_value,IR,HitRatio,rmse,mae,nlpd,cover_1sd,cover_2sd,top_bottom_5_cum_return,top_bottom_5_ann_return,top_bottom_5_ann_vol,top_bottom_5_sharpe,top_bottom_5_max_drawdown,top_bottom_5_mean_monthly,top_bottom_5_hit_rate
signed_lkj_eta_1,12.0,-0.14555574910843316,-0.1440466089302616,0.2997936016511868,0.03700398637894974,0.6848117424052468,0.625,0.03492005756026963,0.023621787734776505,-1.9872985993199563,0.6666666666666666,0.8703703703703703,0.2123420241579015,0.2193869114764897,0.10984485733194534,1.9972433558133185,-0.049930408662012864,0.016666376700046056,0.8333333333333334
