asset_id,n,rmse,mae,bias,mean_y_true,mean_y_pred,std_y_true,std_y_pred,mean_pred_std,mean_gaussian_nll,standardized_residual_mean,standardized_residual_std,coverage_50,coverage_80,coverage_95
IWM,3,0.0313470977285691,0.02971286360188433,-0.01748967623219627,0.0238222448937073,0.006332568661511033,0.024347364751400532,0.013274255215416473,0.0609993290825771,-1.7575039495687494,0.2507682645937637,0.5288718426988663,1.0,1.0,1.0
MGK,3,0.03906226052351246,0.033941902412616666,-0.015460428290311934,0.014747450849013468,-0.0007129774412984666,0.06245661086880564,0.020756261209268073,0.05465610950152277,-1.7682016450218994,0.2565116191141977,0.754768970089011,0.6666666666666666,1.0,1.0
SPY,3,0.01965181865469478,0.013737800831145203,-0.009205590544696335,0.011516425230691034,0.0023108346859947,0.033418111617031614,0.012154993581080673,0.04112996054377623,-2.183028619802767,0.19648500781131853,0.4701542725581985,0.6666666666666666,1.0,1.0
VTV,3,0.022884225501420122,0.02141272820550483,-0.010828416344135968,0.016426771724262167,0.005598355380126201,0.01714208509379771,0.0077793910424285686,0.041526335669971166,-2.115013234948556,0.2276781477346241,0.6148694504479519,0.6666666666666666,1.0,1.0
