variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
signed_lkj_eta_2,2026-06-30,0.3769472020367972,0.6367423048234172,0.4746907108171933,0.0,0.6069507590723663,1.0,0.4746907108171932,
