variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
positive_beta_prior,2025-05-30,0.348204385012996,0.9856844289680069,0.7084535082410691,0.0,0.7300843486832331,0.9708075824368461,0.8393297379583073,0.6816599494013195
positive_beta_prior,2025-06-30,0.35230051553549047,0.9809626919828786,0.7284652574967996,0.0,0.7482809846620954,0.9676379714156271,0.815125249916952,0.7107238417257445
positive_beta_prior,2025-07-31,0.40468591144739974,0.9889805885396608,0.7269587137204869,0.0,0.7462866367325633,0.9661133523281644,0.8362095165033471,0.7045924076389564
positive_beta_prior,2025-08-29,0.34917730167950567,0.9728956210845022,0.708214596218166,0.0,0.7296424989929458,0.9588028317251083,0.8324777225354255,0.6827749010666008
positive_beta_prior,2025-09-30,0.2691087132829705,0.9799300541751699,0.7287721539308509,0.0,0.749897227557005,0.9628292704098368,0.7848319871835889,0.7172953376743849
positive_beta_prior,2025-10-31,0.3636728995981889,0.9775032387002175,0.720774522002577,0.0,0.7412057472903004,0.9665125979425842,0.840694394426371,0.6962239969394382
positive_beta_prior,2025-11-28,0.3406709760543545,0.9784040058002917,0.6999082828235251,0.0,0.7227594509270516,0.9623329938792595,0.8251738777794155,0.6742633578719255
positive_beta_prior,2025-12-31,0.3030226175958585,0.9809008439479128,0.7157941494745418,0.0,0.7367654950147338,0.9639030481297887,0.8371106602367054,0.6909576984523668
positive_beta_prior,2026-01-30,0.3169270409195716,0.9813427195598696,0.7012513915562526,0.0,0.7221551666493472,0.9658020682935794,0.837909417578024,0.6732741578825042
positive_beta_prior,2026-02-27,0.3766584494563942,0.9873844669103253,0.7084791703551528,0.0,0.7291801944554195,0.9558603744361204,0.8283072654085158,0.6839474343599763
positive_beta_prior,2026-03-31,0.32266410381913757,0.9809637869697139,0.7052220867081664,0.0,0.7256621739144883,0.9704784251080302,0.838091801069515,0.6780204129019065
positive_beta_prior,2026-04-30,0.4401207275666916,0.9762064595857483,0.7317285351729933,0.0,0.7500041203225688,0.9764424004509732,0.8509130163322236,0.7073285626522059
