variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
signed_lkj_eta_2,2026-04-30,0.33104099356559996,0.8527536492009365,0.6935055448280529,0.0,0.7775039718692385,1.0,0.6935055448280529,
