asset_id,n,rmse,mae,bias,mean_y_true,mean_y_pred,std_y_true,std_y_pred,mean_pred_std,mean_gaussian_nll,standardized_residual_mean,standardized_residual_std,coverage_50,coverage_80,coverage_95
overall,12,0.031010833305582217,0.0262073231479802,-0.012431520258528651,0.016628223174418495,0.0041967029158898415,0.03310159882949723,0.013836058712104778,0.055275585553265026,-1.8487813170560905,0.19794377465469437,0.5296771772776123,0.75,1.0,1.0
