variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
control,2026-04-30,0.6583343561392432,0.99201714686264,0.8611749791177473,0.0,0.8982296535982901,1.0,0.8611749791177473,
control,2026-05-29,0.6100019508217067,0.9892692391386412,0.8413881665455829,0.0,0.884128828404348,1.0,0.8413881665455829,
control,2026-06-30,0.6502125133330153,0.9809001697555848,0.8458153483215067,0.0,0.8864453495887387,1.0,0.8458153483215067,
