variant,date,window_index,outputscale_prior,scale_index,component,kernel_path,kernel_type,prior_median,learned_outputscale_mean,learned_outputscale_min,learned_outputscale_max
positive_no_prior_outputscale_only,2026-01-30,8,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.04432099716030419,0.04432099716030419,0.04432099716030419
positive_no_prior_outputscale_only,2026-01-30,8,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.05628971761299979,0.05628971761299979,0.05628971761299979
positive_no_prior_lengthscale_only,2026-01-30,8,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.0884489322863484,0.0884489322863484,0.0884489322863484
positive_no_prior_lengthscale_only,2026-01-30,8,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.02863001241423749,0.02863001241423749,0.02863001241423749
positive_no_prior_lengthscale_only,2026-01-30,8,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,0.11991647014223908,0.11991647014223908,0.11991647014223908
positive_no_prior_lengthscale_only,2026-01-30,8,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.05076494911398629,0.05076494911398629,0.05076494911398629
positive_no_prior_lengthscale_only,2026-01-30,8,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.06864692627311852,0.06864692627311852,0.06864692627311852
positive_no_prior_lengthscale_only,2026-01-30,8,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.03582877183664908,0.03582877183664908,0.03582877183664908
positive_no_prior_lengthscale_only,2026-01-30,8,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.19215828522611916,0.19215828522611916,0.19215828522611916
positive_no_prior_lengthscale_only,2026-01-30,8,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.02144928660423078,0.02144928660423078,0.02144928660423078
positive_no_prior_neither,2026-01-30,8,lognormal_component_budget,0,time,covar_module.kernels.0.kernels.0,MaternKernel,0.1,0.054331706413823296,0.054331706413823296,0.054331706413823296
positive_no_prior_neither,2026-01-30,8,lognormal_component_budget,1,etf,covar_module.kernels.0.kernels.1,MaternKernel,0.25,0.03250317128298408,0.03250317128298408,0.03250317128298408
positive_no_prior_neither,2026-01-30,8,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.kernels.2,MaternKernel,0.2,0.771835453499231,0.771835453499231,0.771835453499231
positive_no_prior_neither,2026-01-30,8,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.kernels.3,RQKernel,0.1,0.05749558836514789,0.05749558836514789,0.05749558836514789
positive_no_prior_neither,2026-01-30,8,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.kernels.4,LinearKernel,0.1,0.07502111118340225,0.07502111118340225,0.07502111118340225
positive_no_prior_neither,2026-01-30,8,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.kernels.5,ProductKernel,0.07,0.029110475139938325,0.029110475139938325,0.029110475139938325
positive_no_prior_neither,2026-01-30,8,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.kernels.6,ProductKernel,0.09,0.06163827107532251,0.06163827107532251,0.06163827107532251
positive_no_prior_neither,2026-01-30,8,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.kernels.7,ProductKernel,0.09,0.024693153661374513,0.024693153661374513,0.024693153661374513
positive_no_prior_both,2026-02-27,9,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.base_kernel.kernels.0,MaternKernel,0.1,0.11339060449951249,0.11339060449951249,0.11339060449951249
positive_no_prior_both,2026-02-27,9,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.1,MaternKernel,0.25,0.03714289479025951,0.03714289479025951,0.03714289479025951
positive_no_prior_both,2026-02-27,9,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.base_kernel.kernels.2,MaternKernel,0.2,0.2808644844732673,0.2808644844732673,0.2808644844732673
positive_no_prior_both,2026-02-27,9,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.base_kernel.kernels.3,RQKernel,0.1,0.05308327247016971,0.05308327247016971,0.05308327247016971
positive_no_prior_both,2026-02-27,9,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.base_kernel.kernels.4,LinearKernel,0.1,0.04708930630353021,0.04708930630353021,0.04708930630353021
positive_no_prior_both,2026-02-27,9,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.5,ProductKernel,0.07,0.08035565996603532,0.08035565996603532,0.08035565996603532
positive_no_prior_both,2026-02-27,9,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.base_kernel.kernels.6,ProductKernel,0.09,0.24939078005725523,0.24939078005725523,0.24939078005725523
positive_no_prior_both,2026-02-27,9,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.7,ProductKernel,0.09,0.03169495415597818,0.03169495415597818,0.03169495415597818
positive_no_prior_outputscale_only,2026-02-27,9,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.05884374808115694,0.05884374808115694,0.05884374808115694
positive_no_prior_outputscale_only,2026-02-27,9,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.046781206243402665,0.046781206243402665,0.046781206243402665
positive_no_prior_outputscale_only,2026-02-27,9,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,1.5433038280744602,1.5433038280744602,1.5433038280744602
positive_no_prior_outputscale_only,2026-02-27,9,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.05653247708932037,0.05653247708932037,0.05653247708932037
positive_no_prior_outputscale_only,2026-02-27,9,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.0493835459491558,0.0493835459491558,0.0493835459491558
positive_no_prior_outputscale_only,2026-02-27,9,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.0454640813201585,0.0454640813201585,0.0454640813201585
positive_no_prior_outputscale_only,2026-02-27,9,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.03867711219287245,0.03867711219287245,0.03867711219287245
positive_no_prior_outputscale_only,2026-02-27,9,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.07439468086656971,0.07439468086656971,0.07439468086656971
positive_no_prior_lengthscale_only,2026-02-27,9,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.10149069428964927,0.10149069428964927,0.10149069428964927
positive_no_prior_lengthscale_only,2026-02-27,9,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.029114404826711418,0.029114404826711418,0.029114404826711418
positive_no_prior_lengthscale_only,2026-02-27,9,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,0.13747533654104033,0.13747533654104033,0.13747533654104033
positive_no_prior_lengthscale_only,2026-02-27,9,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.049166264641780394,0.049166264641780394,0.049166264641780394
positive_no_prior_lengthscale_only,2026-02-27,9,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.06462630003541818,0.06462630003541818,0.06462630003541818
positive_no_prior_lengthscale_only,2026-02-27,9,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.03590669655475023,0.03590669655475023,0.03590669655475023
positive_no_prior_lengthscale_only,2026-02-27,9,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.16637438205600227,0.16637438205600227,0.16637438205600227
positive_no_prior_lengthscale_only,2026-02-27,9,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.02648697212747056,0.02648697212747056,0.02648697212747056
positive_no_prior_neither,2026-02-27,9,lognormal_component_budget,0,time,covar_module.kernels.0.kernels.0,MaternKernel,0.1,0.050885759725231745,0.050885759725231745,0.050885759725231745
positive_no_prior_neither,2026-02-27,9,lognormal_component_budget,1,etf,covar_module.kernels.0.kernels.1,MaternKernel,0.25,0.03606847327594653,0.03606847327594653,0.03606847327594653
positive_no_prior_neither,2026-02-27,9,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.kernels.2,MaternKernel,0.2,0.7184624661899702,0.7184624661899702,0.7184624661899702
positive_no_prior_neither,2026-02-27,9,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.kernels.3,RQKernel,0.1,0.05370991798697769,0.05370991798697769,0.05370991798697769
positive_no_prior_neither,2026-02-27,9,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.kernels.4,LinearKernel,0.1,0.06455438918279513,0.06455438918279513,0.06455438918279513
positive_no_prior_neither,2026-02-27,9,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.kernels.5,ProductKernel,0.07,0.03105516702793976,0.03105516702793976,0.03105516702793976
positive_no_prior_neither,2026-02-27,9,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.kernels.6,ProductKernel,0.09,0.06373698612254622,0.06373698612254622,0.06373698612254622
positive_no_prior_neither,2026-02-27,9,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.kernels.7,ProductKernel,0.09,0.029936857992784904,0.029936857992784904,0.029936857992784904
positive_no_prior_both,2026-03-31,10,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.base_kernel.kernels.0,MaternKernel,0.1,0.11407292203300883,0.11407292203300883,0.11407292203300883
positive_no_prior_both,2026-03-31,10,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.1,MaternKernel,0.25,0.04430569267406689,0.04430569267406689,0.04430569267406689
positive_no_prior_both,2026-03-31,10,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.base_kernel.kernels.2,MaternKernel,0.2,0.3087452992277623,0.3087452992277623,0.3087452992277623
positive_no_prior_both,2026-03-31,10,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.base_kernel.kernels.3,RQKernel,0.1,0.05445770887817829,0.05445770887817829,0.05445770887817829
positive_no_prior_both,2026-03-31,10,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.base_kernel.kernels.4,LinearKernel,0.1,0.04811159878327407,0.04811159878327407,0.04811159878327407
positive_no_prior_both,2026-03-31,10,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.5,ProductKernel,0.07,0.08921729595828043,0.08921729595828043,0.08921729595828043
positive_no_prior_both,2026-03-31,10,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.base_kernel.kernels.6,ProductKernel,0.09,0.26742792959263295,0.26742792959263295,0.26742792959263295
positive_no_prior_both,2026-03-31,10,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.7,ProductKernel,0.09,0.026043065630329498,0.026043065630329498,0.026043065630329498
positive_no_prior_outputscale_only,2026-03-31,10,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.05408742190454131,0.05408742190454131,0.05408742190454131
positive_no_prior_outputscale_only,2026-03-31,10,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.0510049919948996,0.0510049919948996,0.0510049919948996
positive_no_prior_outputscale_only,2026-03-31,10,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,1.6380960895951846,1.6380960895951846,1.6380960895951846
positive_no_prior_outputscale_only,2026-03-31,10,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.055948334347058794,0.055948334347058794,0.055948334347058794
positive_no_prior_outputscale_only,2026-03-31,10,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.04390342061125688,0.04390342061125688,0.04390342061125688
positive_no_prior_outputscale_only,2026-03-31,10,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.043366481932175974,0.043366481932175974,0.043366481932175974
positive_no_prior_outputscale_only,2026-03-31,10,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.044999794385853796,0.044999794385853796,0.044999794385853796
positive_no_prior_outputscale_only,2026-03-31,10,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.07937838698389178,0.07937838698389178,0.07937838698389178
positive_no_prior_lengthscale_only,2026-03-31,10,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.10296774371038574,0.10296774371038574,0.10296774371038574
positive_no_prior_lengthscale_only,2026-03-31,10,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.026528833648543162,0.026528833648543162,0.026528833648543162
positive_no_prior_lengthscale_only,2026-03-31,10,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,0.27520843381314514,0.27520843381314514,0.27520843381314514
positive_no_prior_lengthscale_only,2026-03-31,10,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.056328208098994054,0.056328208098994054,0.056328208098994054
positive_no_prior_lengthscale_only,2026-03-31,10,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.08070598812301812,0.08070598812301812,0.08070598812301812
positive_no_prior_lengthscale_only,2026-03-31,10,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.04022455662523438,0.04022455662523438,0.04022455662523438
positive_no_prior_lengthscale_only,2026-03-31,10,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.16010234353959527,0.16010234353959527,0.16010234353959527
positive_no_prior_lengthscale_only,2026-03-31,10,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.02858796493999363,0.02858796493999363,0.02858796493999363
positive_no_prior_neither,2026-03-31,10,lognormal_component_budget,0,time,covar_module.kernels.0.kernels.0,MaternKernel,0.1,0.04614917762140003,0.04614917762140003,0.04614917762140003
positive_no_prior_neither,2026-03-31,10,lognormal_component_budget,1,etf,covar_module.kernels.0.kernels.1,MaternKernel,0.25,0.034389453393422746,0.034389453393422746,0.034389453393422746
positive_no_prior_neither,2026-03-31,10,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.kernels.2,MaternKernel,0.2,0.6591270690954038,0.6591270690954038,0.6591270690954038
positive_no_prior_neither,2026-03-31,10,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.kernels.3,RQKernel,0.1,0.053742662199855816,0.053742662199855816,0.053742662199855816
positive_no_prior_neither,2026-03-31,10,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.kernels.4,LinearKernel,0.1,0.0672419049258075,0.0672419049258075,0.0672419049258075
positive_no_prior_neither,2026-03-31,10,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.kernels.5,ProductKernel,0.07,0.0273774686108618,0.0273774686108618,0.0273774686108618
positive_no_prior_neither,2026-03-31,10,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.kernels.6,ProductKernel,0.09,0.05690007643131615,0.05690007643131615,0.05690007643131615
positive_no_prior_neither,2026-03-31,10,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.kernels.7,ProductKernel,0.09,0.0352868960973098,0.0352868960973098,0.0352868960973098
positive_no_prior_both,2026-04-30,11,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.base_kernel.kernels.0,MaternKernel,0.1,0.09499854730388549,0.09499854730388549,0.09499854730388549
positive_no_prior_both,2026-04-30,11,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.1,MaternKernel,0.25,0.027437044531482283,0.027437044531482283,0.027437044531482283
positive_no_prior_both,2026-04-30,11,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.base_kernel.kernels.2,MaternKernel,0.2,0.4810579486138102,0.4810579486138102,0.4810579486138102
positive_no_prior_both,2026-04-30,11,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.base_kernel.kernels.3,RQKernel,0.1,0.05357321277000182,0.05357321277000182,0.05357321277000182
positive_no_prior_both,2026-04-30,11,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.base_kernel.kernels.4,LinearKernel,0.1,0.03198747991455307,0.03198747991455307,0.03198747991455307
positive_no_prior_both,2026-04-30,11,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.5,ProductKernel,0.07,0.10875738002414363,0.10875738002414363,0.10875738002414363
positive_no_prior_both,2026-04-30,11,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.base_kernel.kernels.6,ProductKernel,0.09,0.18622340905127144,0.18622340905127144,0.18622340905127144
positive_no_prior_both,2026-04-30,11,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.7,ProductKernel,0.09,0.02393121836304346,0.02393121836304346,0.02393121836304346
positive_no_prior_outputscale_only,2026-04-30,11,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.06099443729960384,0.06099443729960384,0.06099443729960384
positive_no_prior_outputscale_only,2026-04-30,11,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.06739567639669976,0.06739567639669976,0.06739567639669976
positive_no_prior_outputscale_only,2026-04-30,11,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,1.8727036895842009,1.8727036895842009,1.8727036895842009
positive_no_prior_outputscale_only,2026-04-30,11,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.060747875716343464,0.060747875716343464,0.060747875716343464
positive_no_prior_outputscale_only,2026-04-30,11,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.06547131886592636,0.06547131886592636,0.06547131886592636
positive_no_prior_outputscale_only,2026-04-30,11,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.04216438264647283,0.04216438264647283,0.04216438264647283
positive_no_prior_outputscale_only,2026-04-30,11,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.06374689875175277,0.06374689875175277,0.06374689875175277
positive_no_prior_outputscale_only,2026-04-30,11,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.05797256929049508,0.05797256929049508,0.05797256929049508
positive_no_prior_lengthscale_only,2026-04-30,11,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.09610133365486116,0.09610133365486116,0.09610133365486116
positive_no_prior_lengthscale_only,2026-04-30,11,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.029163147130419585,0.029163147130419585,0.029163147130419585
positive_no_prior_lengthscale_only,2026-04-30,11,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,0.16707030033274636,0.16707030033274636,0.16707030033274636
positive_no_prior_lengthscale_only,2026-04-30,11,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.049760984946648885,0.049760984946648885,0.049760984946648885
positive_no_prior_lengthscale_only,2026-04-30,11,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.06561311333851429,0.06561311333851429,0.06561311333851429
positive_no_prior_lengthscale_only,2026-04-30,11,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.0384459205062227,0.0384459205062227,0.0384459205062227
positive_no_prior_lengthscale_only,2026-04-30,11,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.15540415412024228,0.15540415412024228,0.15540415412024228
positive_no_prior_lengthscale_only,2026-04-30,11,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.0241808815820496,0.0241808815820496,0.0241808815820496
positive_no_prior_neither,2026-04-30,11,lognormal_component_budget,0,time,covar_module.kernels.0.kernels.0,MaternKernel,0.1,0.048038174038008016,0.048038174038008016,0.048038174038008016
positive_no_prior_neither,2026-04-30,11,lognormal_component_budget,1,etf,covar_module.kernels.0.kernels.1,MaternKernel,0.25,0.0353101157937726,0.0353101157937726,0.0353101157937726
positive_no_prior_neither,2026-04-30,11,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.kernels.2,MaternKernel,0.2,0.7179737059265889,0.7179737059265889,0.7179737059265889
positive_no_prior_neither,2026-04-30,11,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.kernels.3,RQKernel,0.1,0.05247221038111413,0.05247221038111413,0.05247221038111413
positive_no_prior_neither,2026-04-30,11,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.kernels.4,LinearKernel,0.1,0.06144454817824309,0.06144454817824309,0.06144454817824309
positive_no_prior_neither,2026-04-30,11,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.kernels.5,ProductKernel,0.07,0.027193484433483957,0.027193484433483957,0.027193484433483957
positive_no_prior_neither,2026-04-30,11,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.kernels.6,ProductKernel,0.09,0.06188874921250086,0.06188874921250086,0.06188874921250086
positive_no_prior_neither,2026-04-30,11,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.kernels.7,ProductKernel,0.09,0.03210048150427621,0.03210048150427621,0.03210048150427621
positive_no_prior_both,live,12,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.base_kernel.kernels.0,MaternKernel,0.1,0.08739915292684342,0.08739915292684342,0.08739915292684342
positive_no_prior_both,live,12,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.1,MaternKernel,0.25,0.04577350893993249,0.04577350893993249,0.04577350893993249
positive_no_prior_both,live,12,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.base_kernel.kernels.2,MaternKernel,0.2,0.19131915920439102,0.19131915920439102,0.19131915920439102
positive_no_prior_both,live,12,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.base_kernel.kernels.3,RQKernel,0.1,0.04874842764623713,0.04874842764623713,0.04874842764623713
positive_no_prior_both,live,12,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.base_kernel.kernels.4,LinearKernel,0.1,0.040589862205999194,0.040589862205999194,0.040589862205999194
positive_no_prior_both,live,12,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.5,ProductKernel,0.07,0.16413386481785214,0.16413386481785214,0.16413386481785214
positive_no_prior_both,live,12,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.base_kernel.kernels.6,ProductKernel,0.09,0.3192283204930292,0.3192283204930292,0.3192283204930292
positive_no_prior_both,live,12,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.7,ProductKernel,0.09,0.03149467162569732,0.03149467162569732,0.03149467162569732
positive_no_prior_outputscale_only,live,12,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.05332760561081129,0.05332760561081129,0.05332760561081129
positive_no_prior_outputscale_only,live,12,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.039038803335729524,0.039038803335729524,0.039038803335729524
positive_no_prior_outputscale_only,live,12,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,1.9303189015618312,1.9303189015618312,1.9303189015618312
positive_no_prior_outputscale_only,live,12,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.0536498974139635,0.0536498974139635,0.0536498974139635
positive_no_prior_outputscale_only,live,12,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.03755988148471882,0.03755988148471882,0.03755988148471882
positive_no_prior_outputscale_only,live,12,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.031166306087987983,0.031166306087987983,0.031166306087987983
positive_no_prior_outputscale_only,live,12,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.03177710437021002,0.03177710437021002,0.03177710437021002
positive_no_prior_outputscale_only,live,12,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.08093150756533021,0.08093150756533021,0.08093150756533021
positive_no_prior_lengthscale_only,live,12,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.10641328726754565,0.10641328726754565,0.10641328726754565
positive_no_prior_lengthscale_only,live,12,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.02946617493669721,0.02946617493669721,0.02946617493669721
positive_no_prior_lengthscale_only,live,12,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,0.1434745100039203,0.1434745100039203,0.1434745100039203
positive_no_prior_lengthscale_only,live,12,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.05200224627407661,0.05200224627407661,0.05200224627407661
positive_no_prior_lengthscale_only,live,12,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.08042904531978254,0.08042904531978254,0.08042904531978254
positive_no_prior_lengthscale_only,live,12,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.03811540700005988,0.03811540700005988,0.03811540700005988
positive_no_prior_lengthscale_only,live,12,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.16744879898409262,0.16744879898409262,0.16744879898409262
positive_no_prior_lengthscale_only,live,12,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.02360868797306654,0.02360868797306654,0.02360868797306654
positive_no_prior_neither,live,12,lognormal_component_budget,0,time,covar_module.kernels.0.kernels.0,MaternKernel,0.1,0.04943144576388945,0.04943144576388945,0.04943144576388945
