variant,date,window_index,outputscale_prior,scale_index,component,kernel_path,kernel_type,prior_median,learned_outputscale_mean,learned_outputscale_min,learned_outputscale_max
positive_no_prior_both,2025-05-30,0,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.base_kernel.kernels.0,MaternKernel,0.1,0.10755612822191449,0.10755612822191449,0.10755612822191449
positive_no_prior_both,2025-05-30,0,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.1,MaternKernel,0.25,0.04974358013117323,0.04974358013117323,0.04974358013117323
positive_no_prior_both,2025-05-30,0,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.base_kernel.kernels.2,MaternKernel,0.2,0.20987081075379982,0.20987081075379982,0.20987081075379982
positive_no_prior_both,2025-05-30,0,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.base_kernel.kernels.3,RQKernel,0.1,0.05271763231282164,0.05271763231282164,0.05271763231282164
positive_no_prior_both,2025-05-30,0,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.base_kernel.kernels.4,LinearKernel,0.1,0.04455959580554731,0.04455959580554731,0.04455959580554731
positive_no_prior_both,2025-05-30,0,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.5,ProductKernel,0.07,0.08247091554800548,0.08247091554800548,0.08247091554800548
positive_no_prior_both,2025-05-30,0,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.base_kernel.kernels.6,ProductKernel,0.09,0.24513670723649914,0.24513670723649914,0.24513670723649914
positive_no_prior_both,2025-05-30,0,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.7,ProductKernel,0.09,0.03538252063995384,0.03538252063995384,0.03538252063995384
positive_no_prior_outputscale_only,2025-05-30,0,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.053470403756027525,0.053470403756027525,0.053470403756027525
positive_no_prior_outputscale_only,2025-05-30,0,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.05441645757760349,0.05441645757760349,0.05441645757760349
positive_no_prior_outputscale_only,2025-05-30,0,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,1.5966497295277593,1.5966497295277593,1.5966497295277593
positive_no_prior_outputscale_only,2025-05-30,0,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.05623669086347102,0.05623669086347102,0.05623669086347102
positive_no_prior_outputscale_only,2025-05-30,0,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.04132818281588339,0.04132818281588339,0.04132818281588339
positive_no_prior_outputscale_only,2025-05-30,0,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.06047967735352446,0.06047967735352446,0.06047967735352446
positive_no_prior_outputscale_only,2025-05-30,0,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.03839811639198425,0.03839811639198425,0.03839811639198425
positive_no_prior_outputscale_only,2025-05-30,0,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.05679150888167808,0.05679150888167808,0.05679150888167808
positive_no_prior_lengthscale_only,2025-05-30,0,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.09834622180365726,0.09834622180365726,0.09834622180365726
positive_no_prior_lengthscale_only,2025-05-30,0,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.04219972958782229,0.04219972958782229,0.04219972958782229
positive_no_prior_lengthscale_only,2025-05-30,0,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,0.16767962739728184,0.16767962739728184,0.16767962739728184
positive_no_prior_lengthscale_only,2025-05-30,0,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.05991439283348443,0.05991439283348443,0.05991439283348443
positive_no_prior_lengthscale_only,2025-05-30,0,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.07989866653722155,0.07989866653722155,0.07989866653722155
positive_no_prior_lengthscale_only,2025-05-30,0,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.04346809946727383,0.04346809946727383,0.04346809946727383
positive_no_prior_lengthscale_only,2025-05-30,0,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.13875627281927927,0.13875627281927927,0.13875627281927927
positive_no_prior_lengthscale_only,2025-05-30,0,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.03436886230433542,0.03436886230433542,0.03436886230433542
positive_no_prior_neither,2025-05-30,0,lognormal_component_budget,0,time,covar_module.kernels.0.kernels.0,MaternKernel,0.1,0.061378224283567935,0.061378224283567935,0.061378224283567935
positive_no_prior_neither,2025-05-30,0,lognormal_component_budget,1,etf,covar_module.kernels.0.kernels.1,MaternKernel,0.25,0.043099085822842616,0.043099085822842616,0.043099085822842616
positive_no_prior_neither,2025-05-30,0,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.kernels.2,MaternKernel,0.2,0.6831304270036609,0.6831304270036609,0.6831304270036609
positive_no_prior_neither,2025-05-30,0,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.kernels.3,RQKernel,0.1,0.060512467120349134,0.060512467120349134,0.060512467120349134
positive_no_prior_neither,2025-05-30,0,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.kernels.4,LinearKernel,0.1,0.07151506305218934,0.07151506305218934,0.07151506305218934
positive_no_prior_neither,2025-05-30,0,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.kernels.5,ProductKernel,0.07,0.03270098161824115,0.03270098161824115,0.03270098161824115
positive_no_prior_neither,2025-05-30,0,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.kernels.6,ProductKernel,0.09,0.10027982070451996,0.10027982070451996,0.10027982070451996
positive_no_prior_neither,2025-05-30,0,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.kernels.7,ProductKernel,0.09,0.04753803951982241,0.04753803951982241,0.04753803951982241
positive_no_prior_both,2025-06-30,1,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.base_kernel.kernels.0,MaternKernel,0.1,0.10187723571566504,0.10187723571566504,0.10187723571566504
positive_no_prior_both,2025-06-30,1,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.1,MaternKernel,0.25,0.04482251565703761,0.04482251565703761,0.04482251565703761
positive_no_prior_both,2025-06-30,1,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.base_kernel.kernels.2,MaternKernel,0.2,0.6521248023207437,0.6521248023207437,0.6521248023207437
positive_no_prior_both,2025-06-30,1,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.base_kernel.kernels.3,RQKernel,0.1,0.057721433460436504,0.057721433460436504,0.057721433460436504
positive_no_prior_both,2025-06-30,1,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.base_kernel.kernels.4,LinearKernel,0.1,0.041682026473417885,0.041682026473417885,0.041682026473417885
positive_no_prior_both,2025-06-30,1,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.5,ProductKernel,0.07,0.05062571761571392,0.05062571761571392,0.05062571761571392
positive_no_prior_both,2025-06-30,1,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.base_kernel.kernels.6,ProductKernel,0.09,0.4006822135776166,0.4006822135776166,0.4006822135776166
positive_no_prior_both,2025-06-30,1,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.7,ProductKernel,0.09,0.02194810246797991,0.02194810246797991,0.02194810246797991
positive_no_prior_outputscale_only,2025-06-30,1,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.05799874957060005,0.05799874957060005,0.05799874957060005
positive_no_prior_outputscale_only,2025-06-30,1,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.0609604917516949,0.0609604917516949,0.0609604917516949
positive_no_prior_outputscale_only,2025-06-30,1,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,2.342316631491922,2.342316631491922,2.342316631491922
positive_no_prior_outputscale_only,2025-06-30,1,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.05952959233676854,0.05952959233676854,0.05952959233676854
positive_no_prior_outputscale_only,2025-06-30,1,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.05009967081623242,0.05009967081623242,0.05009967081623242
positive_no_prior_outputscale_only,2025-06-30,1,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.04297318226399771,0.04297318226399771,0.04297318226399771
positive_no_prior_outputscale_only,2025-06-30,1,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.07765054083656685,0.07765054083656685,0.07765054083656685
positive_no_prior_outputscale_only,2025-06-30,1,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.029517164694645978,0.029517164694645978,0.029517164694645978
positive_no_prior_lengthscale_only,2025-06-30,1,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.08899720001908645,0.08899720001908645,0.08899720001908645
positive_no_prior_lengthscale_only,2025-06-30,1,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.03187161558355315,0.03187161558355315,0.03187161558355315
positive_no_prior_lengthscale_only,2025-06-30,1,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,0.14086673320638213,0.14086673320638213,0.14086673320638213
positive_no_prior_lengthscale_only,2025-06-30,1,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.04918173506765551,0.04918173506765551,0.04918173506765551
positive_no_prior_lengthscale_only,2025-06-30,1,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.06262715389193,0.06262715389193,0.06262715389193
positive_no_prior_lengthscale_only,2025-06-30,1,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.030763183723272344,0.030763183723272344,0.030763183723272344
positive_no_prior_lengthscale_only,2025-06-30,1,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.152071192618761,0.152071192618761,0.152071192618761
positive_no_prior_lengthscale_only,2025-06-30,1,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.019881698781257513,0.019881698781257513,0.019881698781257513
positive_no_prior_neither,2025-06-30,1,lognormal_component_budget,0,time,covar_module.kernels.0.kernels.0,MaternKernel,0.1,0.04924507644415764,0.04924507644415764,0.04924507644415764
positive_no_prior_neither,2025-06-30,1,lognormal_component_budget,1,etf,covar_module.kernels.0.kernels.1,MaternKernel,0.25,0.03634339847758382,0.03634339847758382,0.03634339847758382
positive_no_prior_neither,2025-06-30,1,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.kernels.2,MaternKernel,0.2,0.7084770925718331,0.7084770925718331,0.7084770925718331
positive_no_prior_neither,2025-06-30,1,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.kernels.3,RQKernel,0.1,0.05081287126070623,0.05081287126070623,0.05081287126070623
positive_no_prior_neither,2025-06-30,1,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.kernels.4,LinearKernel,0.1,0.0749159260858494,0.0749159260858494,0.0749159260858494
positive_no_prior_neither,2025-06-30,1,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.kernels.5,ProductKernel,0.07,0.027826481320487234,0.027826481320487234,0.027826481320487234
positive_no_prior_neither,2025-06-30,1,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.kernels.6,ProductKernel,0.09,0.06830262498483955,0.06830262498483955,0.06830262498483955
positive_no_prior_neither,2025-06-30,1,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.kernels.7,ProductKernel,0.09,0.02590036031806933,0.02590036031806933,0.02590036031806933
positive_no_prior_both,2025-07-31,2,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.base_kernel.kernels.0,MaternKernel,0.1,0.09950470092819075,0.09950470092819075,0.09950470092819075
positive_no_prior_both,2025-07-31,2,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.1,MaternKernel,0.25,0.04094529539472109,0.04094529539472109,0.04094529539472109
positive_no_prior_both,2025-07-31,2,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.base_kernel.kernels.2,MaternKernel,0.2,0.31866042951552304,0.31866042951552304,0.31866042951552304
positive_no_prior_both,2025-07-31,2,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.base_kernel.kernels.3,RQKernel,0.1,0.052458462302487394,0.052458462302487394,0.052458462302487394
positive_no_prior_both,2025-07-31,2,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.base_kernel.kernels.4,LinearKernel,0.1,0.04055800947908487,0.04055800947908487,0.04055800947908487
positive_no_prior_both,2025-07-31,2,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.5,ProductKernel,0.07,0.12459607719084573,0.12459607719084573,0.12459607719084573
positive_no_prior_both,2025-07-31,2,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.base_kernel.kernels.6,ProductKernel,0.09,0.30399495806730814,0.30399495806730814,0.30399495806730814
positive_no_prior_both,2025-07-31,2,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.7,ProductKernel,0.09,0.022232049166386398,0.022232049166386398,0.022232049166386398
positive_no_prior_outputscale_only,2025-07-31,2,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.05702788058570142,0.05702788058570142,0.05702788058570142
positive_no_prior_outputscale_only,2025-07-31,2,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.04208051535405806,0.04208051535405806,0.04208051535405806
positive_no_prior_outputscale_only,2025-07-31,2,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,1.7959425954002555,1.7959425954002555,1.7959425954002555
positive_no_prior_outputscale_only,2025-07-31,2,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.059158500986885625,0.059158500986885625,0.059158500986885625
positive_no_prior_outputscale_only,2025-07-31,2,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.04067472236558468,0.04067472236558468,0.04067472236558468
positive_no_prior_outputscale_only,2025-07-31,2,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.05598705809229567,0.05598705809229567,0.05598705809229567
positive_no_prior_outputscale_only,2025-07-31,2,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.09033856091439196,0.09033856091439196,0.09033856091439196
positive_no_prior_outputscale_only,2025-07-31,2,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.04753460287196675,0.04753460287196675,0.04753460287196675
positive_no_prior_lengthscale_only,2025-07-31,2,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.09559674127991616,0.09559674127991616,0.09559674127991616
positive_no_prior_lengthscale_only,2025-07-31,2,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.027974224582959416,0.027974224582959416,0.027974224582959416
positive_no_prior_lengthscale_only,2025-07-31,2,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,0.15586333933684787,0.15586333933684787,0.15586333933684787
positive_no_prior_lengthscale_only,2025-07-31,2,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.05696738555358179,0.05696738555358179,0.05696738555358179
positive_no_prior_lengthscale_only,2025-07-31,2,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.07554200663013413,0.07554200663013413,0.07554200663013413
positive_no_prior_lengthscale_only,2025-07-31,2,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.03957549604524201,0.03957549604524201,0.03957549604524201
positive_no_prior_lengthscale_only,2025-07-31,2,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.15664812053083552,0.15664812053083552,0.15664812053083552
positive_no_prior_lengthscale_only,2025-07-31,2,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.024577521919153755,0.024577521919153755,0.024577521919153755
positive_no_prior_neither,2025-07-31,2,lognormal_component_budget,0,time,covar_module.kernels.0.kernels.0,MaternKernel,0.1,0.051955815766504806,0.051955815766504806,0.051955815766504806
positive_no_prior_neither,2025-07-31,2,lognormal_component_budget,1,etf,covar_module.kernels.0.kernels.1,MaternKernel,0.25,0.04109765682173457,0.04109765682173457,0.04109765682173457
positive_no_prior_neither,2025-07-31,2,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.kernels.2,MaternKernel,0.2,0.8006668944718432,0.8006668944718432,0.8006668944718432
positive_no_prior_neither,2025-07-31,2,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.kernels.3,RQKernel,0.1,0.057708825165458194,0.057708825165458194,0.057708825165458194
positive_no_prior_neither,2025-07-31,2,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.kernels.4,LinearKernel,0.1,0.07981826089723244,0.07981826089723244,0.07981826089723244
positive_no_prior_neither,2025-07-31,2,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.kernels.5,ProductKernel,0.07,0.02489449289607718,0.02489449289607718,0.02489449289607718
positive_no_prior_neither,2025-07-31,2,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.kernels.6,ProductKernel,0.09,0.0799086650538951,0.0799086650538951,0.0799086650538951
positive_no_prior_neither,2025-07-31,2,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.kernels.7,ProductKernel,0.09,0.029181201744403685,0.029181201744403685,0.029181201744403685
positive_no_prior_both,2025-08-29,3,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.base_kernel.kernels.0,MaternKernel,0.1,0.09679534988262938,0.09679534988262938,0.09679534988262938
positive_no_prior_both,2025-08-29,3,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.1,MaternKernel,0.25,0.05313859434331357,0.05313859434331357,0.05313859434331357
positive_no_prior_both,2025-08-29,3,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.base_kernel.kernels.2,MaternKernel,0.2,0.14598567444144606,0.14598567444144606,0.14598567444144606
positive_no_prior_both,2025-08-29,3,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.base_kernel.kernels.3,RQKernel,0.1,0.05155094543712378,0.05155094543712378,0.05155094543712378
positive_no_prior_both,2025-08-29,3,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.base_kernel.kernels.4,LinearKernel,0.1,0.04601845747107479,0.04601845747107479,0.04601845747107479
positive_no_prior_both,2025-08-29,3,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.5,ProductKernel,0.07,0.16598508413779964,0.16598508413779964,0.16598508413779964
positive_no_prior_both,2025-08-29,3,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.base_kernel.kernels.6,ProductKernel,0.09,0.2426527234702243,0.2426527234702243,0.2426527234702243
positive_no_prior_both,2025-08-29,3,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.7,ProductKernel,0.09,0.03664075315912219,0.03664075315912219,0.03664075315912219
positive_no_prior_outputscale_only,2025-08-29,3,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.05689008585748673,0.05689008585748673,0.05689008585748673
positive_no_prior_outputscale_only,2025-08-29,3,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.047593202266386386,0.047593202266386386,0.047593202266386386
positive_no_prior_outputscale_only,2025-08-29,3,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,1.2961685352034085,1.2961685352034085,1.2961685352034085
positive_no_prior_outputscale_only,2025-08-29,3,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.05912303914782649,0.05912303914782649,0.05912303914782649
positive_no_prior_outputscale_only,2025-08-29,3,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.043175568524986004,0.043175568524986004,0.043175568524986004
positive_no_prior_outputscale_only,2025-08-29,3,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.058848736465801084,0.058848736465801084,0.058848736465801084
positive_no_prior_outputscale_only,2025-08-29,3,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.05144463023119104,0.05144463023119104,0.05144463023119104
positive_no_prior_outputscale_only,2025-08-29,3,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.08255222122964803,0.08255222122964803,0.08255222122964803
positive_no_prior_lengthscale_only,2025-08-29,3,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.kernels.0,MaternKernel,0.1,0.09540988043571934,0.09540988043571934,0.09540988043571934
positive_no_prior_lengthscale_only,2025-08-29,3,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.kernels.1,MaternKernel,0.25,0.032468794107860376,0.032468794107860376,0.032468794107860376
positive_no_prior_lengthscale_only,2025-08-29,3,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.kernels.2,MaternKernel,0.2,0.13205889994743272,0.13205889994743272,0.13205889994743272
positive_no_prior_lengthscale_only,2025-08-29,3,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.kernels.3,RQKernel,0.1,0.056030077010687164,0.056030077010687164,0.056030077010687164
positive_no_prior_lengthscale_only,2025-08-29,3,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.base_kernel.kernels.4,LinearKernel,0.1,0.07435184571924391,0.07435184571924391,0.07435184571924391
positive_no_prior_lengthscale_only,2025-08-29,3,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.base_kernel.kernels.5,ProductKernel,0.07,0.042158166368531744,0.042158166368531744,0.042158166368531744
positive_no_prior_lengthscale_only,2025-08-29,3,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.base_kernel.kernels.6,ProductKernel,0.09,0.18392816924059244,0.18392816924059244,0.18392816924059244
positive_no_prior_lengthscale_only,2025-08-29,3,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.base_kernel.kernels.7,ProductKernel,0.09,0.028452011709964843,0.028452011709964843,0.028452011709964843
positive_no_prior_neither,2025-08-29,3,lognormal_component_budget,0,time,covar_module.kernels.0.kernels.0,MaternKernel,0.1,0.06238767596213213,0.06238767596213213,0.06238767596213213
positive_no_prior_neither,2025-08-29,3,lognormal_component_budget,1,etf,covar_module.kernels.0.kernels.1,MaternKernel,0.25,0.04345058853599923,0.04345058853599923,0.04345058853599923
positive_no_prior_neither,2025-08-29,3,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.kernels.2,MaternKernel,0.2,0.6088066554299848,0.6088066554299848,0.6088066554299848
positive_no_prior_neither,2025-08-29,3,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.kernels.3,RQKernel,0.1,0.06077502375348587,0.06077502375348587,0.06077502375348587
positive_no_prior_neither,2025-08-29,3,lognormal_component_budget,4,macro_linear,covar_module.kernels.0.kernels.4,LinearKernel,0.1,0.07468012140645834,0.07468012140645834,0.07468012140645834
positive_no_prior_neither,2025-08-29,3,lognormal_component_budget,5,time_x_etf,covar_module.kernels.0.kernels.5,ProductKernel,0.07,0.03241191167364988,0.03241191167364988,0.03241191167364988
positive_no_prior_neither,2025-08-29,3,lognormal_component_budget,6,time_x_macro,covar_module.kernels.0.kernels.6,ProductKernel,0.09,0.113315132915843,0.113315132915843,0.113315132915843
positive_no_prior_neither,2025-08-29,3,lognormal_component_budget,7,macro_x_etf,covar_module.kernels.0.kernels.7,ProductKernel,0.09,0.05025620202105287,0.05025620202105287,0.05025620202105287
positive_no_prior_both,2025-09-30,4,lognormal_component_budget,0,time,covar_module.kernels.0.base_kernel.base_kernel.kernels.0,MaternKernel,0.1,0.10741332995816939,0.10741332995816939,0.10741332995816939
positive_no_prior_both,2025-09-30,4,lognormal_component_budget,1,etf,covar_module.kernels.0.base_kernel.base_kernel.kernels.1,MaternKernel,0.25,0.05751749697237145,0.05751749697237145,0.05751749697237145
positive_no_prior_both,2025-09-30,4,lognormal_component_budget,2,macro_matern,covar_module.kernels.0.base_kernel.base_kernel.kernels.2,MaternKernel,0.2,0.17764434486318778,0.17764434486318778,0.17764434486318778
positive_no_prior_both,2025-09-30,4,lognormal_component_budget,3,macro_rq,covar_module.kernels.0.base_kernel.base_kernel.kernels.3,RQKernel,0.1,0.054984365208123095,0.054984365208123095,0.054984365208123095
