asset_id,n,rmse,mae,bias,mean_y_true,mean_y_pred,std_y_true,std_y_pred,mean_pred_std,mean_gaussian_nll,standardized_residual_mean,standardized_residual_std,coverage_50,coverage_80,coverage_95
overall,24,0.057065831803474104,0.040995658760522725,-0.01815120878807651,0.01573718462031878,-0.002414024167757725,0.05523992098687092,0.01710217672889443,0.049055455580238515,-1.2774473834976494,0.33881254179988024,1.2832503957855543,0.625,0.75,0.8333333333333334
