SPY,MGK,VTV,IWM
0.013158942567580299,0.012615579882550637,0.015028972514704374,-0.012120368556479208
0.024222339396657556,-0.011780706285301736,0.03476264732584478,0.06622666789187215
0.040626190124984994,0.05264896631349154,0.00924846162130718,0.10248559690340232
0.03541727478462473,-0.0009728928827640706,0.04307798414638896,0.04898900050169639
-0.0916975307829368,-0.11004755333438664,-0.02510373811376134,-0.09236878348678063
0.0032600415037473745,0.013992340480161927,-0.012126496979275248,-0.04236090996130949
-0.005207109753518301,0.06669561504951427,-0.05318215410481233,-0.06592894518191085
0.0014678670433773055,-0.034433682579203324,0.022675214314117547,0.001259464791596393
-0.031516689123848855,-0.0769239554758353,0.011865795845553532,0.027042164223228873
-0.0073620389274223815,0.01569895973393374,0.009319205663120673,0.06116944899761223
0.054218192484457736,0.05278588470142925,-0.005542341459014483,0.045153152123989834
0.05405681889659007,0.13767663883656353,-0.050014465360598136,-0.08271202063032113
0.0221437932851784,0.024643864944743306,-0.0186916915406215,-0.015004094281891445
-0.003422381413483269,0.008453551022213526,0.021677796938327398,0.011606937419186229
0.006390528574068573,0.0032752570441898013,-0.006321986147566939,-0.03709578061797048
0.018512053574040708,-0.03982486077184297,0.04307147327416969,0.09120872697347786
0.02430530327689505,0.028788823890735782,0.03634829612328712,-0.005960157200364934
-0.017247583840166725,0.025344931427601018,-0.004948029944419229,-0.0007365781687415605
0.005706034521919597,-0.012990896480023328,0.022988326104479206,0.05575441687479001
-0.021230249569931414,0.025084768856772337,-0.029528540885965314,-0.0006780844853984513
-0.022266793452938978,0.00310284333711398,-0.006781504717979048,-0.04226379570409478
-0.034714628936264,-0.09245218576408766,0.011639622972839643,0.04330838498529753
-0.013630829262366103,-0.013703275988679414,0.011517535634283992,0.00010900295224721378
0.04519584995762712,0.1054741415351396,0.017202764270995402,-0.042545339873593165
-0.016815221475325125,-0.01760567654903691,0.00919535644307105,-0.05097635516766767
-0.04521928967626953,-0.04329212068650167,-0.08172023954895825,-0.09456563771507127
0.0019115274980420717,0.006557556649399527,0.0015695802172359568,-0.004821762297158619
0.00836540444184379,-0.043464987440098364,0.07339045213992793,0.08002170625506887
0.05790707531032112,0.067465693856921,0.024098808994009818,0.02093570126846988
-0.027159583536224954,-0.021066711911282905,-0.046206808213019944,-0.0583415629007498
0.07217870451368985,0.14260203758069329,0.008117210847272606,-0.018898389996530124
0.014055579722938106,0.037426649675428546,-0.01450145622110953,-0.04871570089930007
0.0020897105977849516,-0.01354503247561955,0.03047843363514351,0.007740110826737586
0.030328340182610172,0.012602522091475566,0.027922577475669032,0.05821776296537214
-0.010862066567967925,0.00634763484639408,-0.0031747605336806773,-0.031054515202129852
0.034765313323463345,0.059139985174421004,0.015988953287656045,0.018616296221387538
