variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
signed_lkj_eta_2,2026-06-30,-0.06303863697049489,0.4545526253549341,0.27670250255431356,0.16666666666666666,0.47150904063093874,1.0,0.27670250255431356,
