variant,window_date,corr_min,corr_max,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group,experiment_label
signed_lkj_eta_2,2025-05-30,0.0231948715556391,0.6160318364182761,0.1566178901875145,0.0,0.2167712097756744,0.4817098538760491,0.2096079122892873,0.1457695392060492,signed_lkj_eta_2
signed_lkj_eta_2,2025-06-30,0.0197295275836348,0.6158219682186937,0.1585142310611189,0.0,0.2182693313680316,0.4851470890378068,0.215079658835247,0.1469339072648407,signed_lkj_eta_2
signed_lkj_eta_2,2025-07-31,0.0342517760315072,0.6511806946400369,0.1603695070449914,0.0,0.220551225043753,0.485600813993377,0.215719388783493,0.1490380351930147,signed_lkj_eta_2
signed_lkj_eta_2,2025-08-29,-0.0028049345439583,0.6381450661846546,0.1612976421770627,0.0065359477124183,0.220658291799054,0.4919668702101812,0.2195242135056724,0.1493772417475835,signed_lkj_eta_2
signed_lkj_eta_2,2025-09-30,0.0308818980016752,0.6342158588673248,0.1629214642406895,0.0,0.2227386312236504,0.4928892008517403,0.2211132000279303,0.151008195496845,signed_lkj_eta_2
signed_lkj_eta_2,2025-10-31,0.001947380820057,0.605897862500883,0.1631916003380955,0.0,0.2210497899970568,0.4839332429121848,0.2190798563655853,0.1517499101277432,signed_lkj_eta_2
signed_lkj_eta_2,2025-11-28,-0.0054069091819783,0.6204898700151172,0.1661940966987361,0.0065359477124183,0.224493469023066,0.495810777712632,0.2252287217133877,0.1541082679555791,signed_lkj_eta_2
signed_lkj_eta_2,2025-12-31,0.0300217152853721,0.6070666369479483,0.1673051070934663,0.0,0.225549077586389,0.4988610732425974,0.2275843675890512,0.1549644710864962,signed_lkj_eta_2
signed_lkj_eta_2,2026-01-30,0.0146525386989528,0.6187542346259503,0.1686554746095827,0.0,0.2268617427370366,0.4996255083077633,0.229649571058662,0.1561684942341806,signed_lkj_eta_2
signed_lkj_eta_2,2026-02-27,0.0119838215178196,0.609907676993542,0.1681821906876974,0.0,0.2260209861690167,0.4961232973984193,0.232488013159936,0.1550172191579477,signed_lkj_eta_2
signed_lkj_eta_2,2026-03-31,-0.005716625905386,0.6233731764181144,0.1715446154537427,0.0065359477124183,0.2296270519433375,0.5000870396409742,0.2358612419557045,0.1583774320753884,signed_lkj_eta_2
signed_lkj_eta_2,2026-04-30,0.0263709825436086,0.6352074985368577,0.1736990190277733,0.0,0.2318326669351345,0.5076863627644377,0.2432875844092687,0.1594525410756561,signed_lkj_eta_2
turnover_blend,2025-05-30,0.4066063619401166,0.9931241903897646,0.7294325688251673,0.0,0.7498700019992365,0.9663812754102958,0.8274818492216054,0.7093594877991248,turnover_blend_0.5
turnover_blend,2025-06-30,0.4267740250282461,0.9916995185624304,0.7360206046798342,0.0,0.7550724989453861,0.9606711893351484,0.8370282051433,0.7153418833251087,turnover_blend_0.5
turnover_blend,2025-07-31,0.4410658790393972,0.993246555372576,0.7358136507692276,0.0,0.7550667574176395,0.9589715907178622,0.834876661821139,0.7155330343334032,turnover_blend_0.5
turnover_blend,2025-08-29,0.4483565688845634,0.9925659741726384,0.7433118134815495,0.0,0.7617199505249178,0.956657848075117,0.8342365688678891,0.7246972966308027,turnover_blend_0.5
turnover_blend,2025-09-30,0.4379854599396969,0.9912598105089236,0.7456559390188708,0.0,0.7640132825367179,0.9638557303851032,0.8367142345638865,0.7270140832380013,turnover_blend_0.5
turnover_blend,2025-10-31,0.5175261964560844,0.9933215183729386,0.75985535231299,0.0,0.7764108517536377,0.9533641029791068,0.8471237526923578,0.741989380581781,turnover_blend_0.5
turnover_blend,2025-11-28,0.4908443310457405,0.9913322841705092,0.7495476960220664,0.0,0.7673226982273907,0.9565551230176906,0.8396845357731597,0.7310944847344409,turnover_blend_0.5
turnover_blend,2025-12-31,0.4608019510692385,0.9911388630690088,0.7407067115534122,0.0,0.7594495922016414,0.9564276267788594,0.8283183132284536,0.722770478139624,turnover_blend_0.5
turnover_blend,2026-01-30,0.4319573196717716,0.9912445601338252,0.7431825503480514,0.0,0.7617323097177646,0.957438859299622,0.8285921291092043,0.725697124774902,turnover_blend_0.5
turnover_blend,2026-02-27,0.4940869755167966,0.9934639426833368,0.7422625454404759,0.0,0.7598700471503141,0.939204090232907,0.8396246678452456,0.7223301424284757,turnover_blend_0.5
turnover_blend,2026-03-31,0.4220907804107761,0.99178854515383,0.7315374745084123,0.0,0.7510717132357132,0.9657822398657584,0.8224497100006859,0.7129255207855847,turnover_blend_0.5
turnover_blend,2026-04-30,0.387853578436445,0.9937094218149546,0.7364469804463916,0.0,0.7568117931342097,0.9720946171606668,0.8577266335497966,0.7116180750866392,turnover_blend_0.5
lengthscale_floor,2025-05-30,0.398285141174699,0.9928515635631892,0.7255507304732808,0.0,0.746260087850281,0.9666248919975672,0.8244661882339923,0.7053003217978595,lengthscale_floor_0.02
