experiment_label,corr_mean_offdiag,negative_corr_share,eig1_share,eig5_share,corr_mean_within_group,corr_mean_between_group
lengthscale_floor_0.02,0.7396339314984509,0.0,0.758437546258426,0.9592962204734575,0.8364691024203387,0.719809408317592
signed_lkj_eta_2,0.16487440321837257,0.0016339869281045752,0.22370195613343336,0.4932867608290136,0.22451864414110212,0.15266377121844368
signed_lkj_eta_2_lengthscale_floor_0.02,0.1650556753373287,0.0016339869281045752,0.22377960766690586,0.4935064900376213,0.22444847706233537,0.15289651907866592
signed_lkj_eta_2_turnover_blend_0.5,0.16487440321837257,0.0016339869281045752,0.22370195613343336,0.4932867608290136,0.22451864414110212,0.15266377121844368
turnover_blend_0.5,0.7411478239505374,0.0,0.7598676247370474,0.9589503577715114,0.8361547718180603,0.7216975826548241
